Store Number,Contact Name,Vendor Name,Vendor Number,Phone Number,Notes 1,Notes 2,Notes 3  - none,,,
1373,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
2941,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
4436,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
1314,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
878,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
4185,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
2154,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
3462,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
575,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
780,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
520,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
3786,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
459,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,Collins Bros Produce- Same day delivery if ordered by 8am,OR:  Taylor Farms (ven 609201) SAME DAY service: 912-526-0611,,,
4558,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,Collins Bros Produce- Same day delivery if ordered by 8am,,,,
548,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
3388,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
5252,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,"CHR, D&L, and First Class can be used as back up.
CHR - 877-344-3491. Vendor Number - 014012
D&L Produce - 205-965-3262. Vendor - 141492
First Class Produce - 404-391-5840. Vendor - 479023",,,
1720,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,"OR:  Collins Bros, Vendor#454261, SAME DAY service: 404-968-7750",,,
3389,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,"OR:  Collins Bros, Vendor#454261, SAME DAY service: 404-968-7750",,,
615,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
3403,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
5814,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
3748,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
1586,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
518,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
618,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
3471,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,"OR:  Collins Bros, Vendor#454261, SAME DAY service: 404-968-7750",,,
937,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
3611,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,Taylor Family Farm- Same day delivery if ordered by 8am,,,,
5275,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,First Class Produce- Same day delivery if ordered by 8am,,,,
588,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
5797,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
1006,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
1072,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
899,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
2615,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
686,Jonathan Collins,COLLINS BROS PRODUCE,454261,404-968-7750,Next Day DELIVERY only,no service Thurs or Sun,,,,
639,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Same Day DELIVERY if ordered by 8am,Sunrise Fresh Sept 2016,,,,
836,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Same Day DELIVERY if ordered by 8am,Sunrise Fresh Sept 2016,,,,
5392,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
593,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
1018,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
1061,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
862,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
2630,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
864,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
556,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
606,,"Div 1 Store, must confirm",,,D1,,,,,
1383,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,Also:  Taylor Farms NEXT DAY/ven# 609201/ph# 912-526-0611,,,,
7181,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,Also:  Taylor Farms NEXT DAY/ven# 609201/ph# 912-526-0611,,,,
728,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
2860,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Next Day DELIVERY only,,,,,
605,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Next Day DELIVERY only,,,,,
635,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Next Day DELIVERY only,,,,,
4556,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Next Day DELIVERY only,,,,,
1011,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
6395,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,"also NEXT DAY: Senn Brothers, Vendor# 384803, phone 803-252-6414",,,,
2832,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
1227,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,Taylor Family Farm- Next day delivery only,,,,
1293,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,Taylor Family Farm- Next day delivery only,,,,
4144,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,Taylor Family Farm- Next day delivery only,,,,
3570,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,Taylor Family Farm- Next day delivery only,,,,
5735,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
754,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
1024,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
1658,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
2754,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
758,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
907,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
2733,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
1367,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,,,,,
3750,Jackie Owens  ,FIRST CLASS PRODUCE,479023,404-391-5840,Same Day DELIVERY if ordered by 8am,"OR:  Collins Bros, Vendor#454261, SAME DAY service with 25 case minimum: 404-968-7750",,,,
1076,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,Collins Brothers Produce- Same day delivery if ordered by 8am- 25 cases minimum,,,,
1153,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,Collins Brothers Produce- Same day delivery if ordered by 8am- 25 cases minimum,,,,
2890,Adam Esser,Freshpoint Atlanta,357573,470-532-3690,Next day delivery only,Collins Brothers Produce- Same day delivery if ordered by 8am- 25 cases minimum,,,,
555,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
641,Jonathan Collins,COLLINS BROS PRODUCE,454261,404-968-7750,Same Day DELIVERY if ordered by 8am,"OR:  Senn Bros (vendor#384803), NEXT DAY service: 803-252-6414",,,,
3222,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
631,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
640,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
3192,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
4583,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
2687,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
3191,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1123,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
2265,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1244,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
5487,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1748,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
2348,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
2928,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1146,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
632,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
4384,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1359,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
3367,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
628,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1037,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1358,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
586,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
4664,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
5705,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
625,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
621,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1829,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
643,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Delivery three days a week,,,,,
2712,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Delivery three days a week,,,,,
5087,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
574,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
4457,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
634,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
642,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
7188,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
627,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
630,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
2703,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1135,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1030,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1017,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
616,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
511,Andy Kemp,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
514,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,800-231-9574,Same Day DELIVERY if ordered by 8am,
4487,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
396,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
644,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
795,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1382,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
6887,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1130,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
624,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
6576,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1270,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
1164,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1286,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1339,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
2214,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
4379,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
4506,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
4440,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
4420,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
881,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
4521,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1183,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
2806,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1603,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
638,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
4237,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
5745,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
585,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
4593,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1035,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1281,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
3733,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
629,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
1144,Breck Burch,SENN BROS,384803,803-252-6414/803-252-8723  ,Next Day DELIVERY only,,,,,
284,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
284,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1455,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1455,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1801,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1801,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2978,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2978,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3284,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3284,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3285,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3285,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3631,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3631,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4279,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4279,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5147,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5147,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
251,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
251,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
265,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
265,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
412,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
412,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
516,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
516,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
827,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
827,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1022,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1022,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1044,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1044,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2688,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"D&L Produce - 205-965-3262. Vendor - 141492
First Class Produce - 404-391-5840. Vendor - 479023",,,,
