Store Number,Store City,Store State,Zip Code,Contact Name,Vendor Name,Vendor Number,Phone Number,Notes 1,Notes 2,Notes 3  - none,,,
2083,MORGANTOWN,WV,26508,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
3215,MORGANTOWN,WV,26501,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
1653,WESTON,WV,26452,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2566,CHARLES TOWN,WV,25414,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
1703,MARTINSBURG,WV,25401,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
4423,MARTINSBURG,WV,25404,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
1883,MONACA,PA,15061,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
5381,BETHEL PARK,PA,15102,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
5040,CARNEGIE,PA,15106,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2603,GIBSONIA,PA,15044,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
4644,MOON TOWNSHIP,PA,15108,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
3738,NATRONA HEIGHTS,PA,15065,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2300,PITTSBURGH,PA,15275,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
3838,TARENTUM,PA,15084,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
1739,WASHINGTON,PA,15301,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2597,CRANBERRY,PA,16319,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
3253,EDINBORO,PA,16412,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2278,ERIE,PA,16509,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2561,ERIE,PA,16506,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
5445,ERIE,PA,16504,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2674,GREENVILLE,PA,16125,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
3281,HARBORCREEK,PA,16421,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
1656,MEADVILLE,PA,16335,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
1792,SAINT MARYS,PA,15857,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
5360,TITUSVILLE,PA,16354,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
3223,BEAVER FALLS,PA,15010,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
1885,BUTLER,PA,16001,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2540,CLARION,PA,16214,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
1770,CRANBERRY TOWNSHIP,PA,16066,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
4643,ECONOMY,PA,15005,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2008,GROVE CITY,PA,16127,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
5356,BLAIRSVILLE,PA,15717,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2129,CLEARFIELD,PA,16830,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
3228,DELMONT,PA,15626,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
1769,DU BOIS,PA,15801,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2059,GREENSBURG,PA,15601,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2318,INDIANA,PA,15701,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2502,LATROBE,PA,15650,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
5241,NORTH HUNTINGDON,PA,15642,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2588,NORTH VERSAILLES,PA,15137,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2664,PUNXSUTAWNEY,PA,15767,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2528,MILL HALL,PA,17751,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2574,CARLISLE,PA,17013,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
1850,CHAMBERSBURG,PA,17202,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
3633,WAYNESBORO,PA,17268,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2420,BELLE VERNON,PA,15012,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
5339,PITTSBURGH,PA,15238,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2019,UNIONTOWN,PA,15401,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
5446,WAYNESBURG,PA,15370,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
4501,WEST BROWNSVILLE,PA,15417,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2281,WEST MIFFLIN,PA,15122,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2049,ALTOONA,PA,16601,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
4348,DUNCANSVILLE,PA,16635,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2663,EBENSBURG,PA,15931,Charlene Jones,American Farms,461004,412-585-8676 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
1684,EVERETT,PA,15537,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
5470,HUNTINGDON,PA,16652,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
1935,JOHNSTOWN,PA,15904,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
1765,SOMERSET,PA,15501,Mike Grady,American Farms,461004,412-525-0055 / 412-281-0722," minimum $1,000 / call/text - cut off time for next day deliver is 7pm",,,,,
2992,PAINTED POST,NY,14870,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Next Day DELIVERY only,30 case minimum ,,,,
3221,WATKINS GLEN,NY,14891,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Next Day DELIVERY only,30 case minimum ,,,,
1705,WATERLOO,NY,13165,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Next Day DELIVERY only,30 case minimum ,,,,
1673,CANANDAIGUA,NY,14424,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Same Day DELIVERY if ordered by 8am,,,,,
1731,GENEVA,NY,14456,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Same Day DELIVERY if ordered by 8am,,,,,
5282,GREECE,NY,14616,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Same Day DELIVERY if ordered by 8am,,,,,
3842,MACEDON,NY,14502,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Same Day DELIVERY if ordered by 8am,,,,,
1813,NEWARK,NY,14513,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Same Day DELIVERY if ordered by 8am,,,,,
1619,ROCHESTER,NY,14623,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Same Day DELIVERY if ordered by 8am,,,,,
3280,ROCHESTER,NY,14621,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Same Day DELIVERY if ordered by 8am,,,,,
2785,VICTOR,NY,14564,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Same Day DELIVERY if ordered by 8am,,,,,
1744,WEBSTER,NY,14580,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Same Day DELIVERY if ordered by 8am,,,,,
3607,ALBION,NY,14411,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Same Day DELIVERY if ordered by 8am,,,,,
1993,BROCKPORT,NY,14420,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Same Day DELIVERY if ordered by 8am,,,,,
1966,GENESEO,NY,14454,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Same Day DELIVERY if ordered by 8am,,,,,
2859,ROCHESTER,NY,14624,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Same Day DELIVERY if ordered by 8am,,,,,
2088,BATAVIA,NY,14020,Justin Fields,American Fruit  and Veg Produce,468632,585-427-7716,Same Day DELIVERY if ordered by 8am,,,,,
2116,QUEENSBURY,NY,12804,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Next Day DELIVERY only,,,,,
4403,QUEENSBURY,NY,12804,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Next Day DELIVERY only,,,,,
2152,ALBANY,NY,12205,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Same Day DELIVERY if order placed by 5am,,,,,
2351,CATSKILL,NY,12414,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Next Day DELIVERY only,,,,,
2844,CLIFTON PARK,NY,12065,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Same Day DELIVERY if ordered by 8am,,,,,
3583,GLENMONT,NY,12077,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Same Day DELIVERY if order placed by 5am,,,,,
2097,HUDSON,NY,12534,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Next Day DELIVERY only,,,,,
2504,KINGSTON,NY,12401,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Next Day DELIVERY only,,,,,
1997,LATHAM,NY,12110,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Same Day DELIVERY if ordered by 8am,,,,,
1940,RENSSELAER,NY,12144,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Next Day DELIVERY only,,,,,
2056,SARATOGA SPRINGS,NY,12866,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Same Day DELIVERY if order placed by 5am,,,,,
2370,TROY,NY,12180,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Same Day DELIVERY if order placed by 5am,,,,,
2146,AMSTERDAM,NY,12010,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Same Day DELIVERY if ordered by 8am,,,,,
2874,GLENVILLE,NY,12302,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Same Day DELIVERY if order placed by 5am,,,,,
1806,GLOVERSVILLE,NY,12078,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Same Day DELIVERY if ordered by 8am,,,,,
2285,HERKIMER,NY,13350,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Same Day DELIVERY if ordered by 8am,,,,,
2135,COBLESKILL,NY,12043,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Same Day DELIVERY if order placed by 5am,,,,,
2262,ONEONTA,NY,13820,Vinnie Antonucci-John Antonucci,ANTONUCCI WHOLESALE PRODUCE       ,260344,800-800-0514,Next Day DELIVERY only,,,,,
7156,HEWITT,TX,76643,Call Center,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Same Day DELIVERY if ordered by 8am,,,,,
608,MIDLAND,TX,79707,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
3645,MIDLAND,TX,79701,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
537,ODESSA,TX,79762,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
2891,ODESSA,TX,79763,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
535,ABILENE,TX,79606,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,,,,,
601,SAN ANGELO,TX,76904,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
1249,SAN ANGELO,TX,76903,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
7281,SAN ANGELO,TX,76903,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
1272,SNYDER,TX,79549,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
3381,SWEETWATER,TX,79556,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
7220,SAN ANGELO,TX,76901,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,50 case minimum,,,,
7311,SAN ANGELO,TX,76904,Robbie Pfiefer,B. Catalani Inc.                   ,430145,210-227-2266 ext. 336,Next Day DELIVERY only,,,,,
741,LENOIR CITY,TN,37771,Connie Christian,Bonanza/Lipman,485461,800-824-7787,Same Day DELIVERY if ordered by 8am,"also Next Day:  Dixie Produce, vendor 729595, phone 423-265-4614",,,,
1318,KNOXVILLE,TN,37912,Connie Christian,Bonanza/Lipman,485461,800-824-7787,Same Day DELIVERY if ordered by 8am,"also Next Day:  Dixie Produce, vendor 729595, phone 423-265-4614",,,,
2310,KNOXVILLE,TN,37924,Connie Christian,Bonanza/Lipman,485461,800-824-7787,Same Day DELIVERY if ordered by 8am,"also Next Day:  Dixie Produce, vendor 729595, phone 423-265-4614",,,,
3959,KNOXVILLE,TN,37921,Connie Christian,Bonanza/Lipman,485461,800-824-7787,Same Day DELIVERY if ordered by 8am,"also Next Day:  Dixie Produce, vendor 729595, phone 423-265-4614",,,,
2748,GULF SHORES,AL,36542,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
1212,SARALAND,AL,36571,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
5174,SEMMES,AL,36575,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
5653,ORANGE BEACH,AL,36561,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
2533,GULF BREEZE,FL,32563,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
990,MILTON,FL,32571,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
3484,PENSACOLA,FL,32506,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
1362,DESTIN,FL,32541,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
919,FORT WALTON BEACH,FL,32547,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
3439,NAVARRE,FL,32566,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
5845,NICEVILLE,FL,32578,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
5872,SANTA ROSA BEACH,FL,32459,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
5771,PENSACOLA,FL,32514,Richard Bonner,BONNER PRODUCE,664642,251-366-6669,Same Day DELIVERY if ordered by 8am,,,,,
392,WEATHERFORD,OK,73096,Curtis Rowden,Buddy's Produce,125385,405-850-3587 ,Same Day DELIVERY if ordered by 8am,,,,,
150,WOODWARD,OK,73801,Curtis Rowden,Buddy's Produce,125385,405-850-3587 ,Same Day DELIVERY if ordered by 8am,,,,,
221,YUKON,OK,73099,Curtis Rowden,Buddy's Produce,125385,405-850-3587 ,Same Day DELIVERY if ordered by 8am,,,,,
26,LEAVENWORTH,KS,66048,Shelly Peel-Reed,C & C Produce Inc.          ,564075,816-241-4425,Same Day DELIVERY if ordered by 8am,,,,,
32,BRANSON,MO,65616,Jason Meyer,C & C Produce Inc.          ,564075,816-241-4425,Same Day DELIVERY if ordered by 8am,,,,,
34,NEVADA,MO,64772,Jason Meyer,C & C Produce Inc.          ,564075,816-241-4425,Same Day DELIVERY if ordered by 8am,$500 minimum order,,,,
61,WARRENSBURG,MO,64093,Curt Graham,C & C Produce Inc.          ,564075,816-241-4425,Same Day DELIVERY if ordered by 8am,,,,,
