Store Number,Invoice Number,Date of Invoice,Total Amount,Out of Scope,Area of Machine,Memo,Comments
4435,1059883,3/21/2025,329.25,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,2/3/2025
3572,1059888,3/21/2025,324.75,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/3/2025
6335,1059889,3/21/2025,442.63,IMPROPER HANDLING - OTHER,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,2/4/2025
5165,1059894,3/21/2025,460.06,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,2/3/2025
283,1059904,3/21/2025,1703.68,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/4/2025
4157,1059906,3/21/2025,321.75,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/4/2025
1648,1059907,3/21/2025,300,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/3/2025
3254,1059931,3/21/2025,300,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/4/2025
517,1059952,3/21/2025,230.83,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/5/2025
4134,1059957,3/21/2025,300,IMPROPER HANDLING - OTHER,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,2/5/2025
4860,1058699,3/21/2025,559.64,NON DEVICE RELATED ISSUES,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,1/30/2025
3391,1058779,3/21/2025,324.75,NON DEVICE RELATED ISSUES,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,1/29/2025
2998,1059037,3/21/2025,425,NON DEVICE RELATED ISSUES,OTHER,IN-STORE MOVE: IN-STORE MOVE,2/1/2025
5216,1059873,3/21/2025,324.75,NON DEVICE RELATED ISSUES,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,2/3/2025
21,1060754,3/21/2025,4707.94,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/6/2025
1920,1060766,3/21/2025,197.24,IMPROPER HANDLING - OTHER,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,1/18/2025
7280,1060767,3/21/2025,731.39,NON DEVICE RELATED ISSUES,BCR,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,1/25/2025
292,1060772,3/21/2025,1085.83,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/6/2025
457,1060782,3/21/2025,424.75,IMPROPER HANDLING - OTHER,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,2/5/2025
218,1060785,3/21/2025,327.75,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,2/6/2025
8236,1060788,3/21/2025,321,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/5/2025
PR06689,1060793,3/21/2025,334.5,NON DEVICE RELATED ISSUES,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/5/2025
2735,1060796,3/21/2025,497.96,IMPROPER HANDLING - SHUTTER,BNR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,2/5/2025
686,1060797,3/21/2025,515.61,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,2/5/2025
390,1060809,3/21/2025,2815.56,IMPROPER HANDLING - COIN SORTER,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,2/6/2025
5734,1060814,3/21/2025,328.5,ACTS OF NATURE,OTHER,ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake flood tornado etc.).,2/5/2025
8120,1060818,3/21/2025,513.28,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,2/6/2025
1367,1060819,3/21/2025,425,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/5/2025
49,1060834,3/21/2025,300,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/6/2025
7337,1060842,3/21/2025,431.34,IMPROPER HANDLING - TOUCH SCREEN,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/6/2025
843,1060843,3/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/6/2025
6412,1060844,3/21/2025,591.22,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/6/2025
3771,1060845,3/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/6/2025
761,1060850,3/21/2025,515.76,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/6/2025
12,1060863,3/21/2025,300,IMPROPER HANDLING - OTHER,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/6/2025
2086,1060864,3/21/2025,324.75,IMPROPER HANDLING - OTHER,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/6/2025
658,1060869,3/21/2025,300,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,2/7/2025
249,1060870,3/21/2025,324.75,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,2/6/2025
5036,1060877,3/21/2025,409.83,NON DEVICE RELATED ISSUES,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,2/7/2025
912,1060880,3/21/2025,619.46,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,2/6/2025
4392,1060882,3/21/2025,300,IMPROPER HANDLING - TOUCH SCREEN,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/6/2025
863,1060884,3/21/2025,300,IMPROPER HANDLING - CASSETTES,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/7/2025
1870,1060886,3/21/2025,2809.05,IMPROPER HANDLING - COIN SORTER,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,2/7/2025
240,1060889,3/21/2025,300,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/6/2025
276,1060890,3/21/2025,300,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,2/7/2025
1071,1060894,3/21/2025,300,IMPROPER HANDLING - OTHER,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,2/7/2025
192,1060896,3/21/2025,553.03,IMPROPER HANDLING - TILL,BCR,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,2/6/2025
3098,1060897,3/21/2025,468.36,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/6/2025
1805,1060899,3/21/2025,861.91,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/7/2025
565,1060901,3/21/2025,342.07,IMPROPER HANDLING - VAULT,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/7/2025
697,1060905,3/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/7/2025
5925,1060906,3/21/2025,1694.63,IMPROPER HANDLING - OTHER,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,1/28/2025
3590,1060907,3/21/2025,512.74,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/7/2025
963,1060911,3/21/2025,324.75,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/7/2025
5304,1060912,3/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/7/2025
2722,1060913,3/21/2025,425,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/8/2025
6216,1060927,3/21/2025,321,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/7/2025
216,1060929,3/21/2025,1667.75,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/7/2025
2592,1060931,3/21/2025,300,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/7/2025
785,1060941,3/21/2025,454.75,IMPROPER HANDLING - HOPPERS,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,2/7/2025
841,1060945,3/21/2025,300,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/7/2025
614,1060949,3/21/2025,425,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/8/2025
287,1060957,3/21/2025,300,IMPROPER HANDLING - OTHER,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/7/2025
5848,1060960,3/21/2025,429.22,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,2/7/2025
2028,1060975,3/21/2025,425,IMPROPER HANDLING - IMPROPER RACKING OF NR,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/8/2025
722,1060978,3/21/2025,425,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,2/8/2025
PR02085,1060981,3/21/2025,473.88,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/8/2025
5925,1061140,3/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/24/2025
254,1061383,3/21/2025,458.1,IMPROPER HANDLING - OTHER,BCR,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,1/24/2025
613,1062166,3/21/2025,516.37,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/5/2025
710,1062187,3/21/2025,466.44,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,2/8/2025
32,1062188,3/21/2025,425,IMPROPER HANDLING - HOPPERS,BCR,COIN AUDIT: Coin Audit,2/8/2025
8111,1062190,3/21/2025,425,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/8/2025
1223,1062191,3/21/2025,455.82,IMPROPER HANDLING - OTHER,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/8/2025
38,1062197,3/21/2025,1667.81,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/10/2025
6329,1062198,3/21/2025,454.75,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/9/2025
4283,1062201,3/21/2025,608.72,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/9/2025
2571,1062203,3/21/2025,468.36,IMPROPER HANDLING - OTHER,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,2/9/2025
2239,1062205,3/21/2025,460.06,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,2/9/2025
8271,1062206,3/21/2025,454.75,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,2/9/2025
3582,1062215,3/21/2025,425,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/9/2025
6631,1062216,3/21/2025,425,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/9/2025
175,1062217,3/21/2025,466.44,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/9/2025
4991,1062220,3/21/2025,425,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/9/2025
34,1062221,3/21/2025,425,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/9/2025
329,1062223,3/21/2025,533.29,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/10/2025
453,1062227,3/21/2025,425,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,2/9/2025
671,1062228,3/21/2025,425,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/9/2025
324,1062230,3/21/2025,729.05,IMPROPER HANDLING - GAS SPRING,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/9/2025
6472,1062233,3/21/2025,450.5,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/9/2025
744,1062234,3/21/2025,324.75,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/10/2025
