Store,Offsite Storage Pickup Date,Service  Hours,Storage Vendor,Offsite Storage Box  Count
413,7/24/2023,7 am - 5 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
414,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
415,6/13/2023,7 am - 5 pm,Vital Records Control (VRC),No Submission
416,6/14/2023,7 am - 5 pm,Vital Records Control (VRC),8
417,7/20/2023,7 am - 5 pm,Vital Records Control (VRC),35
418,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
419,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
420,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
421,4/11/2023,7 am - 5 pm,Vital Records Control (VRC),Reported 0
422,9/29/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
423,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
424,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),39
425,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),87
426,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
427,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
428,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
429,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
430,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
431,5/19/2023,7 am - 6 pm,Vital Records Control (VRC),5
432,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
433,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
434,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
435,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),116
436,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
437,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
438,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
440,7/7/2023,7 am - 5 pm,Vital Records Control (VRC),91
442,8/9/2023,7 am - 5 pm,Vital Records Control (VRC),118 (missing box data for 2 of the 120 boxes the store reported)
443,7/21/2023,7 am - 5 pm,Vital Records Control (VRC),No Submission
444,3/14/2023,7 am - 5 pm,Vital Records Control (VRC),No Submission
445,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
446,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
447,9/18/2023,7 am - 5 pm,Vital Records Control (VRC),42
448,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
449,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),63
450,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),114
451,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
452,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),105
453,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
454,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
456,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),114
457,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
458,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),28
459,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
461,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),46
462,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
463,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),19
464,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
465,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
466,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
467,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),92
468,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
469,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
470,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
471,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
472,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
473,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
475,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
476,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
477,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
478,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
479,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
480,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
481,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),98
482,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
483,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),204
484,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
485,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
486,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
488,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
489,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
490,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),15
491,5/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
492,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
493,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
494,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),34
495,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),129
497,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
498,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
499,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
500,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
501,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
502,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
503,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
504,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
505,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
506,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
507,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
508,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
510,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),22
511,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
512,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
513,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
514,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
515,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
516,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
517,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
518,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
519,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
520,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
521,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),28
522,8/10/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
523,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
524,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
525,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
526,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
527,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
528,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),15
529,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
530,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
531,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
532,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
533,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
535,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
536,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
537,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
538,4/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
539,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
540,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),191
541,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
542,5/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
543,TBD,7 am - 6 pm,Vital Records Control (VRC),96
544,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
545,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
546,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
547,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
548,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
549,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
550,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
551,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),104
552,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
553,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),159
554,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
555,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),6
556,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
557,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
558,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),128
559,5/25/2023,7 am - 6 pm,Vital Records Control (VRC),16
560,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
561,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
562,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
563,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
564,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
565,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),187
566,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
567,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
568,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
569,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
571,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
572,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
573,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
574,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
575,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
576,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),33
577,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
578,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),42
579,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
580,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
581,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),109
582,6/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
583,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
584,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
585,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),142
586,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),29 (missing box data for 79 of the 108 boxes the store reported)
587,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
588,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
589,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
590,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
591,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
592,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
593,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
594,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
595,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
596,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
598,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
599,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),18
600,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
601,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
602,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
603,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),59
604,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),44
605,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
606,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
607,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
608,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
609,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
610,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
611,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
612,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
613,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
614,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
615,5/19/2023,7 am - 6 pm,Vital Records Control (VRC),20
616,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
617,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
618,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
619,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
620,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),2
621,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
622,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),81 (missing box data for 319 of the 400 boxes the store reported)
623,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
624,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),24
625,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
626,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
627,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
628,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
629,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),37
630,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),47 (missing box data for 7 of the 54 boxes the store reported)
631,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
632,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
633,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
634,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
635,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
636,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),67
637,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
638,8/11/2023,7 am - 6 pm,Vital Records Control (VRC),79 (missing box data for 143 of the 171 boxes the store reported)
639,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
640,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
641,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
642,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
643,6/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
644,4/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
645,8/10/2023,7 am - 6 pm,Vital Records Control (VRC),90
646,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
647,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
648,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
649,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
651,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
652,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
653,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
655,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),5
656,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
657,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),55
658,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
659,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),92
660,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
661,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
662,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
663,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
664,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),25
665,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
666,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
667,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),68
668,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
669,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),27
670,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
671,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
672,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
673,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
674,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
675,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
676,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
677,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
678,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
680,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
681,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),35 (missing box data for 1 of the 36 boxes the store reported)
682,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
683,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
684,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
685,9/22/2023,7 am - 6 pm,Vital Records Control (VRC),68
686,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
687,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
688,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
689,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),44
690,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
691,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),40
692,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
693,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
694,5/23/2023,7 am - 6 pm,Vital Records Control (VRC),9
695,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
696,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
697,5/9/2023,7 am - 6 pm,Vital Records Control (VRC),40
698,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
699,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),19
700,5/25/2023,7 am - 6 pm,Vital Records Control (VRC),120
701,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
702,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),41
703,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
705,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
706,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
707,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),95
708,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),125
709,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),9
710,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
711,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),50
712,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),6
713,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
714,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
715,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),187
716,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
717,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
718,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
719,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),42
720,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),124
721,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),43
722,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
723,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
724,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),83
725,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
726,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
727,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
728,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
729,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
730,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
731,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),22
733,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
734,6/15/2023,7 am - 6 pm,Vital Records Control (VRC),169
735,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
736,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),4
737,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
738,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
739,5/19/2023,7 am - 6 pm,Vital Records Control (VRC),34
740,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
741,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
742,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
743,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
744,5/19/2023,7 am - 6 pm,Vital Records Control (VRC),74
745,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
746,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),141
747,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
748,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),16
749,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),10
750,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
751,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
752,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
753,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),67
754,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),15
755,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),3
756,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
757,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
758,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
759,9/2/2023,7 am - 6 pm,Vital Records Control (VRC),8
760,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
761,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
762,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
764,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),80
765,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
766,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
767,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
768,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
769,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),150
