Primary,Business Domain,Data Group (Sub Domain),Data Sub Group (Business Process),Description,Example,Harm to Walmart,Harm to the Individual,Internal Remark,Data Classification,Data Category,Scope
English,All Domains,Forecasts,Sales‚ Advertising Sales‚ inventory‚ demand‚ supply,Predicts future sales and consumer behavior.,Sales / Advertising Sales / inventory  / Demand / Supply,May reveal market trends,None,,Highly Sensitive,Business Information,Global
English,All Domains,Forecasts,Store inventory metrics,Metrics data related to store inventory,Operational dashboard,Competitive leakage,None,Could become Highly Sensitive if trended or tied to strategic initiatives,Sensitive,Business Information,Global
English,All Domains,Global Tax,Fuel Administration,Taxation of fuel at national and international levels.,Reporting of fuel tax,,,,Sensitive,Business Information,Global
English,All Domains,Government Identifiers,Aadhar,A twelve digit identification number that verifies a person's identity and address in India.,Used when filing income tax returns,,,,Highly Sensitive,Personal Information,India
English,All Domains,Government Identifiers,Alien Registration Number,A unique identifier for non-citizens in the United States.,Displayed on green card / work permit / visa / etc.,,,,Highly Sensitive,Personal Information,Global
English,All Domains,Government Identifiers,Driver's or Operator's License Number,A unique government issued identifier.,Allows a person to drive / to be identified / etc.,,,,Highly Sensitive,Personal Information,Global
English,All Domains,Government Identifiers,Driver's or Operator's License Number,A unique government issued identifier.,Allows a person to drive / to be identified / etc.,,,,Sensitive,Personal Information,Central America
English,All Domains,Government Identifiers,Driver's or Operator's License Number,A unique government issued identifier.,Allows a person to drive / to be identified / etc.,,,,Sensitive,Personal Information,South Africa
English,All Domains,Government Identifiers,EIN Employer Identification Number (for US-based companies) ,A number issued by the IRS to business entities operating in the US.,Nine digit number issued by IRS to a business,,,,Highly Sensitive,Business Information,US
English,All Domains,Government Identifiers,Government Identification Type‚ Issuer and Number  (NI No.‚ Passport No.‚ Driving License No.‚ NHS No.‚ SSN‚ SIN),Provide proof of identity and are used for various purposes.,Verify age / Identity / Accessing services / Ensuring security / etc. ,,,,Highly Sensitive,Personal Information,Global
English,All Domains,Government Identifiers,Government Identification Type‚ Issuer and Number  (NI No.‚ Passport No.‚ Driving License No.‚ Public Health Service No.‚ ),Types of government identifications.,Passport Number / Driving License Number / etc.,,,,Sensitive,Personal Information,Mexico
English,All Domains,Government Identifiers,Government Identification Type‚ Issuer and Number  (NI No.‚ Passport No.‚ Driving License No.‚ Public Health Service No.‚ ),Type of government identification.,Passport Number / Driving License Number / etc.,,,,Sensitive,Personal Information,Central America
English,All Domains,Government Identifiers,Government Sponsored Health or Food Plan Identifier,Government sponsored programs for health insurance and nutrition needs.,Medicare / Tricare / Medicaid / SNAP / etc. ,,,,Highly Sensitive,Personal Information,Global
English,All Domains,Government Identifiers,National ID,National Identification Card that verifies a person's identity and citizenship.,Used for work / taxation / government benefits / etc.,,,,Highly Sensitive,Personal Information,Global
English,All Domains,Government Identifiers,National ID,National Identification Card that verifies a person's identity and citizenship.,Used for work / taxation / government benefits / etc.,,,,Sensitive,Personal Information,Central America
English,All Domains,Government Identifiers,National Identifiers for Professional Licenses,A unique identification number for covered healkth care providers. ,Identifies health care providers in HIPPA transactions / to bill for services / to be used by health plans and health care clearinghouses / etc.,,,,Sensitive,Personal Information,Global
English,All Domains,Government Identifiers,National IDs,Used as model features in ML training,Nation IDs that are used as model features in ML training,Legal enforcement risk,Re-identification,Prohibited identifiers in automated use,Highly Sensitive-Restricted,Personal Information,Global
English,All Domains,Government Identifiers,NHS Number,A unique 10  digit number that identifies patients in England / Wales / and the Isle of Man that is used by healthcare providers to match patients to their health records.,Helps healthcare providers identify someone correctly an dmatch details to health records / make accessing NHS services easier like Covid 10 vaccines.,,,,Highly Sensitive,Personal Information,Global
