Store #,Format,City,State,Fuel Frequency,July Fuel,August Fuel,September Fuel,Service Provider,Phone Number,,,,
7243,WSC,Burgaw,NC,120,   ,    ,19,CHES,844-367-5240,,,,
7251,WNM,Ft. Worth,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
7262,WNM,Baton Rouge,LA,90,   ,15,   ,CHES,844-367-5240,,,,
7281,WSC,San Angelo,TX,90,   ,29,   ,CHES,844-367-5240,,,,
7294,WSC,Norman,OK,120,4,    ,   ,CHES,844-367-5240,,,,
7299,WNM,Port St. Lucie,FL,60,   ,15,   ,CHES,844-367-5240,,,,
7304,WNM,Morganton,NC,90,   ,15,   ,CHES,844-367-5240,,,,
7308,WNM,Norman,OK,90,   ,8,   ,CHES,844-367-5240,,,,
7315,WNM,Hickory,NC,90,   ,8,   ,CHES,844-367-5240,,,,
7326,WSC,OK City,OK,90,   ,    ,5,CHES,844-367-5240,,,,
7337,WNM,Greenville,NC,90,   ,    ,5,CHES,844-367-5240,,,,
7339,WNM,Grovetown,GA,180,   ,    ,19,CHES,844-367-5240,,,,
7340,WNM,Goldsboro,NC,90,   ,    ,5,CHES,844-367-5240,,,,
7347,WNM,Hurst,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
7349,WNM,Amarillo,TX,90,   ,22,   ,CHES,844-367-5240,,,,
7357,WNM,Cypress,TX,90,   ,29,   ,CHES,844-367-5240,,,,
7658,SAMS,Brunswick,GA,60,   ,1,26,CHES,844-367-5240,,,,
7676,SAMS,Amarillo,TX,90,25,    ,   ,CHES,844-367-5240,,,,
8114,SAMS,Lafayette,LA,120,25,    ,   ,CHES,844-367-5240,,,,
8115,SAMS,Augusta,GA,60,25,    ,19,CHES,844-367-5240,,,,
8116,SAMS,Jacksonville,FL,90,   ,    ,5,CHES,844-367-5240,,,,
8117,SAMS,OK City,OK,180,   ,    ,   ,CHES,844-367-5240,,,,
8119,SAMS,Pensacola,FL,90,11,    ,   ,CHES,844-367-5240,,,,
8120,SAMS,Tallahassee,FL,90,   ,    ,19,CHES,844-367-5240,,,,
8126,SAMS,Brownsville,TX,90,25,    ,   ,CHES,844-367-5240,,,,
8129,SAMS,Wilmington,NC,90,   ,15,   ,CHES,844-367-5240,,,,
8130,SAMS,FORT MYERS,FL,90,   ,22,   ,CHES,844-367-5240,,,,
8138,SAMS,Daytona Beach,FL,90,18,    ,   ,CHES,844-367-5240,,,,
8141,SAMS,Melbourne,FL,90,   ,    ,5,CHES,844-367-5240,,,,
8142,SAMS,Spartanburg,SC,90,   ,15,   ,CHES,844-367-5240,,,,
8144,SAMS,Pleasantville,NJ,60,25,    ,19,CHES,844-367-5240,,,,
8145,SAMS,Cinnaminson,NJ,90,   ,    ,19,CHES,844-367-5240,,,,
8146,SAMS,OMAHA,NE,90,   ,22,   ,CHES,844-367-5240,,,,
8147,SAMS,Loveland,CO,90,   ,29,   ,CHES,844-367-5240,,,,
8150,SAMS,Port St. Lucie,FL,90,18,    ,   ,CHES,844-367-5240,,,,
8151,SAMS,Panama City,FL,90,4,    ,26,CHES,844-367-5240,,,,
8153,SAMS,El Paso,TX,90,   ,15,   ,CHES,844-367-5240,,,,
8155,SAMS,Gainesville,FL,60,   ,22,   ,CHES,844-367-5240,,,,
8156,SAMS,Laredo,TX,90,   ,22,   ,CHES,844-367-5240,,,,
8157,SAMS,West Palm Beach,FL,90,11,    ,   ,CHES,844-367-5240,,,,
8158,SAMS,Woodstock,GA,60,11,    ,5,CHES,844-367-5240,,,,
8160,SAMS,Reading,PA,60,   ,22,   ,CHES,844-367-5240,,,,
8161,SAMS,York,PA,60,   ,15,   ,CHES,844-367-5240,,,,
8162,SAMS,CEDAR RAPIDS,IA,60,11,    ,5,CHES,844-367-5240,,,,
8175,SAMS,Harrisburg,PA,90,   ,    ,12,CHES,844-367-5240,,,,
8181,SAMS,Alexandria,LA,90,   ,8,   ,CHES,844-367-5240,,,,
8183,SAMS,SAINT CLOUD,MN,180,   ,15,   ,CHES,844-367-5240,,,,
8186,SAMS,Scarborough,ME,30,11,8,5,CHES,844-367-5240,,,,
8190,SAMS,TX City,TX,90,   ,8,   ,CHES,844-367-5240,,,,
8191,SAMS,WILKES BARRE,PA,90,   ,    ,12,CHES,844-367-5240,,,,
8193,SAMS,Hagerstown,MD,90,   ,29,   ,CHES,844-367-5240,,,,
8194,SAMS,Bogart (Athens),GA,60,18,    ,12,CHES,844-367-5240,,,,
8201,SAMS,Bradenton,FL,90,   ,15,   ,CHES,844-367-5240,,,,
8202,SAMS,Savannah,GA,60,11,    ,5,CHES,844-367-5240,,,,
8203,SAMS,Marietta,GA,60,   ,1,26,CHES,844-367-5240,,,,
8210,SAMS,Burleson,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
8213,SAMS,Columbus,GA,60,   ,22,   ,CHES,844-367-5240,,,,
8218,SAMS,Fayetteville,NC,90,   ,29,   ,CHES,844-367-5240,,,,
8220,SAMS,Roanoke,VA,90,   ,22,   ,CHES,844-367-5240,,,,
8221,SAMS,Harvey,LA,90,   ,1,   ,CHES,844-367-5240,,,,
8223,SAMS,Raleigh,NC,90,25,    ,   ,CHES,844-367-5240,,,,
8224,SAMS,Wichita Falls,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
8225,SAMS,Macon,GA,60,18,    ,12,CHES,844-367-5240,,,,
8226,SAMS,Abilene,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
8227,SAMS,San Antonio,TX,60,18,    ,12,CHES,844-367-5240,,,,
8228,SAMS,Winston-Salem,NC,90,18,    ,   ,CHES,844-367-5240,,,,
8236,SAMS,Gulfport,MS,90,25,    ,   ,CHES,844-367-5240,,,,
8237,SAMS,Monroe,LA,90,   ,29,   ,CHES,844-367-5240,,,,
8238,SAMS,DAVENPORT,IA,60,   ,8,   ,CHES,844-367-5240,,,,
8239,SAMS,Lawton,OK,180,   ,    ,   ,CHES,844-367-5240,,,,
8241,SAMS,Midwest City,OK,90,   ,29,   ,CHES,844-367-5240,,,,
8242,SAMS,Dallas,TX,90,   ,22,   ,CHES,844-367-5240,,,,
8244,SAMS,Houston,TX,90,   ,15,   ,CHES,844-367-5240,,,,
8245,SAMS,Houston,TX,90,   ,15,   ,CHES,844-367-5240,,,,
8246,SAMS,Stafford,TX,90,   ,22,   ,CHES,844-367-5240,,,,
8248,SAMS,Dallas,TX,120,   ,1,   ,CHES,844-367-5240,,,,
8250,SAMS,McAllen,TX,90,25,    ,   ,CHES,844-367-5240,,,,
8252,SAMS,North Charleston,SC,90,18,    ,   ,CHES,844-367-5240,,,,
8253,SAMS,Jacksonville,FL,60,   ,8,   ,CHES,844-367-5240,,,,
8259,SAMS,Austin,TX,90,   ,8,   ,CHES,844-367-5240,,,,
8261,SAMS,Kenner,LA,90,   ,1,   ,CHES,844-367-5240,,,,
8262,SAMS,San Antonio,TX,90,   ,15,   ,CHES,844-367-5240,,,,
8263,SAMS,Tulsa,OK,90,   ,15,   ,CHES,844-367-5240,,,,
8264,SAMS,San Antonio,TX,90,   ,    ,5,CHES,844-367-5240,,,,
8265,SAMS,Lake Charles,LA,90,   ,22,   ,CHES,844-367-5240,,,,
8267,SAMS,Corpus Christi,TX,180,   ,    ,26,CHES,844-367-5240,,,,
8268,SAMS,North Richland Hills,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
8270,SAMS,Lubbock,TX,90,   ,29,   ,CHES,844-367-5240,,,,
8271,SAMS,Madison,MS,90,   ,    ,19,CHES,844-367-5240,,,,
8272,SAMS,Fountain,CO,60,   ,8,   ,CHES,844-367-5240,,,,
8273,SAMS,Shreveport,LA,90,   ,1,   ,CHES,844-367-5240,,,,
8274,SAMS,Houston,TX,120,   ,    ,   ,CHES,844-367-5240,,,,
8275,SAMS,Beaumont,TX,90,   ,22,   ,CHES,844-367-5240,,,,
8277,SAMS,Westworth Village,TX,180,   ,    ,19,CHES,844-367-5240,,,,
8278,SAMS,Greenville,SC,90,4,    ,26,CHES,844-367-5240,,,,
8279,SAMS,Amarillo,TX,90,   ,22,   ,CHES,844-367-5240,,,,
8280,SAMS,El Paso,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
8281,SAMS,Houston,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
8282,SAMS,Dallas,TX,90,25,    ,   ,CHES,844-367-5240,,,,
8283,SAMS,Columbia,SC,90,   ,29,   ,CHES,844-367-5240,,,,
8284,SAMS,Tyler,TX,90,   ,15,   ,CHES,844-367-5240,,,,
8286,SAMS,Waco,TX,90,   ,15,   ,CHES,844-367-5240,,,,
8287,SAMS,Morrow,GA,60,18,    ,12,CHES,844-367-5240,,,,
8288,SAMS,Midland,TX,90,   ,29,   ,CHES,844-367-5240,,,,
8289,SAMS,OK City,OK,90,25,    ,   ,CHES,844-367-5240,,,,
8290,SAMS,Orlando,FL,60,   ,15,   ,CHES,844-367-5240,,,,
8295,SAMS,Texarkana,TX,90,   ,1,   ,CHES,844-367-5240,,,,
8299,SAMS,Plano,TX,90,   ,15,   ,CHES,844-367-5240,,,,
6613,SC,Long Beach,CA,30,11,8,5,CHES,844-367-5240,,,,
6615,SC,Fountain Valley,CA,30,4,"1,29",26,CHES,844-367-5240,,,,
4777,SC,Denver,CO,180,   ,8,   ,CHES,844-367-5240,,,,
