Location Number,ORG_NAME,MEMBER PHONE
626,South Plains Food Bank,806-763-3003
627,Harvest Hope Food Bank,803-254-4432
628,Lowcountry Food Bank,843-747-8146
629,Second Harvest Food Bank of Metrolina,704-376-1785
630,Harvest Hope Food Bank,803-254-4432
631,Second Harvest Food Bank of Metrolina,704-376-1785
632,Lowcountry Food Bank,843-747-8146
633,River Bend Food Bank,563-345-6490
634,Harvest Hope Food Bank,803-254-4432
635,"America's Second Harvest of Coastal Georgia, Inc.",912-236-6750
636,River Bend Food Bank,563-345-6490
637,Food Bank for the Heartland,402-331-1213
638,Second Harvest Food Bank of Metrolina,704-376-1785
639,"America's Second Harvest of Coastal Georgia, Inc.",912-236-6750
640,Harvest Hope Food Bank,803-254-4432
641,Harvest Hope Food Bank,803-254-4432
642,Harvest Hope Food Bank,803-254-4432
643,Lowcountry Food Bank,843-747-8146
644,Second Harvest Food Bank of Metrolina,704-376-1785
645,Food Bank for the Heartland,402-331-1213
646,HACAP Food Reservoir,319-393-7811
647,Northeast Iowa Food Bank,319-235-0507
648,St. Louis Area Foodbank,314-292-6262
649,Second Harvest Food Bank of Central Florida,407-295-1066
651,Southeast Texas Food Bank,409-839-8777
652,Kansas Food Bank,316-265-3663
653,"Feeding America, Kentucky's Heartland",270-769-6997
655,"Tri-State Food Bank, Inc.",812-425-0775
656,Second Harvest Food Bank of Middle Tennessee,615-329-3491
657,Second Harvest Food Bank of Middle Tennessee,615-329-3491
658,Atlanta Community Food Bank,404-892-9822
659,Second Harvest Food Bank of Middle Tennessee,615-329-3491
660,Food Bank of North Alabama,256-539-2256
661,Food Bank of North Alabama,256-539-2256
662,Food Bank of North Alabama,256-539-2256
663,Chattanooga Area Food Bank,423-622-1800
664,Kansas Food Bank,316-265-3663
665,"Feeding America, Kentucky's Heartland",270-769-6997
666,Feeding Tampa Bay,813-254-1190
667,Second Harvest Food Bank of Middle Tennessee,615-329-3491
668,Second Harvest Food Bank of Middle Tennessee,615-329-3491
669,Chattanooga Area Food Bank,423-622-1800
670,Food Bank of North Alabama,256-539-2256
671,Second Harvest Food Bank of Middle Tennessee,615-329-3491
672,Second Harvest Food Bank of East Tennessee,865-521-0000
673,Second Harvest Food Bank of Middle Tennessee,615-329-3491
674,Second Harvest Food Bank of Middle Tennessee,615-329-3491
675,Mid-South Food Bank,901-527-0841
676,Second Harvest Food Bank of East Tennessee,865-521-0000
677,Mid-South Food Bank,901-527-0841
678,Second Harvest Food Bank of East Tennessee,865-521-0000
680,Second Harvest Food Bank of Northeast Tennessee,423-279-0430
681,Food Bank of North Alabama,256-539-2256
682,Second Harvest Food Bank of Middle Tennessee,615-329-3491
683,Second Harvest Food Bank of Middle Tennessee,615-329-3491
684,Second Harvest Food Bank of Middle Tennessee,615-329-3491
685,Second Harvest Food Bank of East Tennessee,865-521-0000
686,Second Harvest of South Georgia,229-244-2678
687,Second Harvest Food Bank of East Tennessee,865-521-0000
688,Second Harvest Food Bank of Middle Tennessee,615-329-3491
689,"God's Pantry Food Bank, Inc.",859-255-6592
690,Second Harvest Food Bank of Northeast Tennessee,423-279-0430
691,Food Bank of North Alabama,256-539-2256
692,"God's Pantry Food Bank, Inc.",859-255-6592
693,"God's Pantry Food Bank, Inc.",859-255-6592
694,"Tri-State Food Bank, Inc.",812-425-0775
695,Second Harvest Food Bank of Middle Tennessee,615-329-3491
696,"God's Pantry Food Bank, Inc.",859-255-6592
697,Second Harvest Food Bank of Central Florida,407-295-1066
698,Chattanooga Area Food Bank,423-622-1800
699,Mid-South Food Bank,901-527-0841
700,Heart of Alabama Food Bank,334-263-3784
701,"Tri-State Food Bank, Inc.",812-425-0775
702,"God's Pantry Food Bank, Inc.",859-255-6592
703,Houston Food Bank,713-223-3700
705,Second Harvest Food Bank of Central Florida,407-295-1066
706,Feeding Tampa Bay,813-254-1190
707,Mid-South Food Bank,901-527-0841
708,Mississippi Food Network,601-973-7080
709,"Feeding America, Kentucky's Heartland",270-769-6997
710,Second Harvest Food Bank of Middle Tennessee,615-329-3491
711,"Feeding America, Kentucky's Heartland",270-769-6997
712,Food Bank of North Alabama,256-539-2256
713,Feeding Tampa Bay,813-254-1190
714,Arkansas Foodbank,501-569-4301
715,Heart of Alabama Food Bank,334-263-3784
716,Mississippi Food Network,601-973-7080
718,Feeding Tampa Bay,813-254-1190
719,"God's Pantry Food Bank, Inc.",859-255-6592
720,"God's Pantry Food Bank, Inc.",859-255-6592
721,Harry Chapin Food Bank of Southwest Florida,239-334-7007
722,Atlanta Community Food Bank,404-892-9822
723,Heart of Alabama Food Bank,334-263-3784
724,Second Harvest Food Bank of East Tennessee,865-521-0000
725,Feeding Tampa Bay,813-254-1190
726,Heart of Alabama Food Bank,334-263-3784
727,Atlanta Community Food Bank,404-892-9822
728,Lowcountry Food Bank,843-747-8146
729,"Feeding America, Kentucky's Heartland",270-769-6997
730,Community Food Bank of Central Alabama,205-942-8911
731,Heart of Alabama Food Bank,334-263-3784
733,Heart of Alabama Food Bank,334-263-3784
734,Heart of Alabama Food Bank,334-263-3784
735,Second Harvest Food Bank of Middle Tennessee,615-329-3491
736,"Feeding America, Kentucky's Heartland",270-769-6997
737,Second Harvest Food Bank of Middle Tennessee,615-329-3491
738,Second Harvest Food Bank of Middle Tennessee,615-329-3491
739,"God's Pantry Food Bank, Inc.",859-255-6592
740,Heart of Alabama Food Bank,334-263-3784
741,Second Harvest Food Bank of East Tennessee,865-521-0000
742,Second Harvest Food Bank of Northeast Tennessee,423-279-0430
743,Regional Food Bank of Oklahoma,405-972-1111
744,Houston Food Bank,713-223-3700
745,Atlanta Community Food Bank,404-892-9822
746,Central Texas Food Bank,512-282-2111
748,Food Bank of Iowa,515-564-0330
749,Food Bank of Iowa,515-564-0330
750,Northeast Iowa Food Bank,319-235-0507
751,Food Bank of Iowa,515-564-0330
752,Houston Food Bank,713-223-3700
753,Northeast Iowa Food Bank,319-235-0507
754,"America's Second Harvest of Coastal Georgia, Inc.",912-236-6750
755,High Plains Food Bank,806-374-8562
756,Chattanooga Area Food Bank,423-622-1800
757,San Antonio Food Bank,210-337-3663
758,Second Harvest of South Georgia,229-244-2678
759,Feeding Tampa Bay,813-254-1190
760,"Feeding America, Kentucky's Heartland",270-769-6997
761,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
762,Community Food Bank of Central Alabama,205-942-8911
764,Community Food Bank of Central Alabama,205-942-8911
765,San Antonio Food Bank,210-337-3663
766,Food Bank of North Alabama,256-539-2256
767,"Second Harvest of the Big Bend, Inc.",850-562-3033
768,Houston Food Bank,713-223-3700
769,All Faiths Food Bank,941-379-6333
770,Kansas Food Bank,316-265-3663
771,Second Harvest Food Bank of Central Florida,407-295-1066
772,Houston Food Bank,713-223-3700
773,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
774,Food Bank for the Heartland,402-331-1213
775,River Bend Food Bank,563-345-6490
776,Food Bank for the Heartland,402-331-1213
777,Southeast Texas Food Bank,409-839-8777
778,Harry Chapin Food Bank of Southwest Florida,239-334-7007
779,Feeding Tampa Bay,813-254-1190
780,Atlanta Community Food Bank,404-892-9822
781,Central Texas Food Bank,512-282-2111
782,San Antonio Food Bank,210-337-3663
783,The Food Bank for Central & Northeast Missouri,573-474-1020
784,Food Bank of Iowa,515-564-0330
785,Mississippi Food Network,601-973-7080
786,Northern Illinois Food Bank,630-443-6910
787,Atlanta Community Food Bank,404-892-9822
788,Arkansas Foodbank,501-569-4301
789,North Texas Food Bank,214-330-1396
790,Food Bank for the Heartland,402-331-1213
791,Coastal Bend Food Bank,361-887-6291
792,River Bend Food Bank,563-345-6490
793,High Plains Food Bank,806-374-8562
794,Kansas Food Bank,316-265-3663
795,Golden Harvest Food Bank,706-736-1199
796,River Bend Food Bank,563-345-6490
797,Food Bank of Iowa,515-564-0330
798,Eastern Illinois Foodbank,217-328-3663
799,Kansas Food Bank,316-265-3663
800,Second Harvest Food Bank of Central Florida,407-295-1066
801,Second Harvest Community Food Bank,816-364-3663
802,Second Harvest Foodbank of Southern Wisconsin,608-223-9121
803,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
804,Tarrant Area Food Bank,817-857-7100
805,St. Louis Area Foodbank,314-292-6262
806,Roadrunner Food Bank,505-247-2052
807,Tarrant Area Food Bank,817-857-7100
808,Houston Food Bank,713-223-3700
809,Community Food Bank of Central Alabama,205-942-8911
810,Food Bank of Iowa,515-564-0330
811,All Faiths Food Bank,941-379-6333
812,High Plains Food Bank,806-374-8562
813,Food Bank of West Central Texas,325-695-6311
814,Treasure Coast Food Bank,772-489-3034
815,The Food Bank for Central & Northeast Missouri,573-474-1020
816,Mississippi Food Network,601-973-7080
817,Second Harvest Food Bank of Central Florida,407-295-1066
818,Feeding the Gulf Coast,251-653-1617
819,Harry Chapin Food Bank of Southwest Florida,239-334-7007
820,The Food Bank for Central & Northeast Missouri,573-474-1020
821,Roadrunner Food Bank,505-247-2052
822,High Plains Food Bank,806-374-8562
823,Regional Food Bank of Oklahoma,405-972-1111
824,Roadrunner Food Bank,505-247-2052
825,"God's Pantry Food Bank, Inc.",859-255-6592
826,Roadrunner Food Bank,505-247-2052
827,East Texas Food Bank,903-617-2005
828,"Gleaners Food Bank of Indiana, Inc.",3179273190
829,Roadrunner Food Bank,505-247-2052
830,River Bend Food Bank,563-345-6490
833,"Tri-State Food Bank, Inc.",812-425-0775
834,Second Harvest Community Food Bank,816-364-3663
835,Roadrunner Food Bank,505-247-2052
836,"America's Second Harvest of Coastal Georgia, Inc.",912-236-6750
837,Ozarks Food Harvest,417-865-3411
838,Community Food Bank of Eastern Oklahoma,918-585-2800
839,Greater Baton Rouge Food Bank,225-359-9940
840,Middle Georgia Community Food Bank,478-742-3958
841,HACAP Food Reservoir,319-393-7811
842,Care and Share Food Bank,719-528-1247
843,Second Harvest of South Georgia,229-244-2678
844,Northern Illinois Food Bank,630-443-6910
845,Ozarks Food Harvest,417-865-3411
846,Central Texas Food Bank,512-282-2111
847,Second Harvest Foodbank of Southern Wisconsin,608-223-9121
848,Mid-South Food Bank,901-527-0841
849,Houston Food Bank,713-223-3700
850,Roadrunner Food Bank,505-247-2052
851,Roadrunner Food Bank,505-247-2052
852,River Bend Food Bank,563-345-6490
853,Feeding the Gulf Coast,251-653-1617
854,Food Finders Food Bank,765-471-0062
855,Atlanta Community Food Bank,404-892-9822
856,Atlanta Community Food Bank,404-892-9822
857,Second Harvest Food Bank of Central Florida,407-295-1066
858,Second Harvest of South Georgia,229-244-2678
859,Feeding Tampa Bay,813-254-1190
860,Second Harvest Food Bank of Central Florida,407-295-1066
861,South Plains Food Bank,806-763-3003
862,"America's Second Harvest of Coastal Georgia, Inc.",912-236-6750
863,Heart of Alabama Food Bank,334-263-3784
864,"America's Second Harvest of Coastal Georgia, Inc.",912-236-6750
865,San Antonio Food Bank,210-337-3663
866,Feeding the Gulf Coast,251-653-1617
867,Food Bank for the Heartland,402-331-1213
868,Roadrunner Food Bank,505-247-2052
869,Care and Share Food Bank,719-528-1247
870,"Tri-State Food Bank, Inc.",812-425-0775
871,Ozarks Food Harvest,417-865-3411
872,Houston Food Bank,713-223-3700
873,Roadrunner Food Bank,505-247-2052
874,Mississippi Food Network,601-973-7080
875,Mississippi Food Network,601-973-7080
876,Food Bank of Central Louisiana,318-445-2773
877,Second Harvest Food Bank of Metrolina,704-376-1785
878,Atlanta Community Food Bank,404-892-9822
879,Second Harvest Food Bank of Middle Tennessee,615-329-3491
880,North Texas Food Bank,214-330-1396
881,Harvest Hope Food Bank,803-254-4432
882,Second Harvest Foodbank of Southern Wisconsin,608-223-9121
884,"Gleaners Food Bank of Indiana, Inc.",3179273190
885,Food Bank of Lincoln,402-466-8170
886,Food Bank of Iowa,515-564-0330
887,Mississippi Food Network,601-973-7080
888,Harvesters - The Community Food Network,816-929-3000
889,Second Harvest of South Georgia,229-244-2678
890,Second Harvest Food Bank of Central Florida,407-295-1066
891,River Bend Food Bank,563-345-6490
892,Food Bank of Iowa,515-564-0330
893,Regional Food Bank of Oklahoma,405-972-1111
894,Community Food Bank of Eastern Oklahoma,918-585-2800
895,St. Louis Area Foodbank,314-292-6262
896,North Texas Food Bank,214-330-1396
897,West Texas Food Bank,432-580-6333
898,West Texas Food Bank,432-580-6333
899,Second Harvest of South Georgia,229-244-2678
900,High Plains Food Bank,806-374-8562
901,San Antonio Food Bank,210-337-3663
902,"Gleaners Food Bank of Indiana, Inc.",3179273190
903,Mississippi Food Network,601-973-7080
904,Feeding the Gulf Coast,251-653-1617
905,Community Food Share,303-652-3663
906,Roadrunner Food Bank,505-247-2052
907,Middle Georgia Community Food Bank,478-742-3958
908,Second Harvest Food Bank of Central Florida,407-295-1066
909,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
910,Feeding America Eastern Wisconsin,414-931-7400
911,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
912,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
913,Northeast Iowa Food Bank,319-235-0507
914,Ozarks Food Harvest,417-865-3411
915,Houston Food Bank,713-223-3700
916,Mississippi Food Network,601-973-7080
917,San Antonio Food Bank,210-337-3663
918,East Texas Food Bank,903-617-2005
919,Feeding the Gulf Coast,251-653-1617
920,Middle Georgia Community Food Bank,478-742-3958
921,Care and Share Food Bank,719-528-1247
922,Dare to Care Food Bank,502-966-3821
923,"Gleaners Food Bank of Indiana, Inc.",3179273190
924,Food Bank of the Rockies,303-371-9250
925,Feeding Tampa Bay,813-254-1190
927,High Plains Food Bank,806-374-8562
928,Feeding Northeast Florida,904-513-1333
929,Treasure Coast Food Bank,772-489-3034
930,Heart of Alabama Food Bank,334-263-3784
931,Treasure Coast Food Bank,772-489-3034
932,Atlanta Community Food Bank,404-892-9822
933,Northern Illinois Food Bank,630-443-6910
934,Feeding the Gulf Coast,251-653-1617
935,Greater Baton Rouge Food Bank,225-359-9940
936,Central Illinois Foodbank,217-522-4022
937,Atlanta Community Food Bank,404-892-9822
938,Heart of Alabama Food Bank,334-263-3784
939,Central Texas Food Bank,512-282-2111
940,Tarrant Area Food Bank,817-857-7100
941,Feeding Tampa Bay,813-254-1190
942,Second Harvest Food Bank of Central Florida,407-295-1066
943,Second Harvest Food Bank of Central Florida,407-295-1066
944,Feeding the Gulf Coast,251-653-1617
945,South Plains Food Bank,806-763-3003
947,North Texas Food Bank,214-330-1396
948,Second Harvest Food Bank of Metrolina,704-376-1785
950,Mid-South Food Bank,901-527-0841
951,Houston Food Bank,713-223-3700
952,Second Harvest of South Georgia,229-244-2678
953,Food Bank for Larimer County,970-493-4477
954,Mississippi Food Network,601-973-7080
955,Second Harvest Food Bank of Central Florida,407-295-1066
956,Second Harvest Food Bank of Central Florida,407-295-1066
957,River Bend Food Bank,563-345-6490
958,Second Harvest Foodbank of Southern Wisconsin,608-223-9121
959,Feeding Tampa Bay,813-254-1190
960,Second Harvest Food Bank of Central Florida,407-295-1066
961,Second Harvest Food Bank of Greater New Orleans and Acadiana,504-734-1322
962,Care and Share Food Bank,719-528-1247
963,Tarrant Area Food Bank,817-857-7100
964,El Pasoans Fighting Hunger,915 298-0353
965,Second Harvest Foodbank of Southern Wisconsin,608-223-9121
966,Care and Share Food Bank,719-528-1247
967,Feeding Tampa Bay,813-254-1190
968,Feeding Tampa Bay,813-254-1190
969,Feeding the Gulf Coast,251-653-1617
970,Feeding the Gulf Coast,251-653-1617
971,Second Harvest Foodbank of Southern Wisconsin,608-223-9121
972,Tarrant Area Food Bank,817-857-7100
973,Treasure Coast Food Bank,772-489-3034
974,Second Harvest Food Bank of Central Florida,407-295-1066
975,Regional Food Bank of Oklahoma,405-972-1111
976,Food Bank of Northeast Louisiana,318-322-3567
977,Feeding Northeast Florida,904-513-1333
978,Kansas Food Bank,316-265-3663
979,Second Harvest Foodbank of Southern Wisconsin,608-223-9121
980,Weld Food Bank,970-356-2199
981,Mississippi Food Network,601-973-7080
982,Channel One Regional Food Bank,507-424-1700
984,Food Bank of the Rockies,303-371-9250
985,Food Bank of Iowa,515-564-0330
986,Food Bank of the Rockies,303-371-9250
987,Harry Chapin Food Bank of Southwest Florida,239-334-7007
