Store,Digital Shelf Labels,Automated Pallet Delivery,Digital Locks,Consistent Freight Delivery,CoSTL
2887,TBD,YES,TBD,YES,TBD
2888,TBD,YES,TBD,YES,TBD
2889,TBD,TBD,YES,YES,TBD
2890,TBD,TBD,TBD,YES,TBD
2891,TBD,YES,TBD,YES,TBD
2892,TBD,YES,YES,YES,TBD
2893,TBD,TBD,TBD,YES,TBD
2894,TBD,TBD,TBD,YES,TBD
2897,TBD,TBD,TBD,YES,TBD
2898,TBD,TBD,TBD,YES,TBD
2899,TBD,YES,TBD,YES,TBD
2900,TBD,YES,TBD,YES,TBD
2901,TBD,YES,TBD,YES,TBD
2902,TBD,YES,TBD,YES,TBD
2903,TBD,YES,TBD,YES,TBD
2904,TBD,YES,TBD,YES,TBD
2905,TBD,TBD,TBD,YES,TBD
2906,TBD,TBD,YES,YES,TBD
2907,TBD,TBD,TBD,YES,TBD
2908,TBD,TBD,TBD,YES,TBD
2909,TBD,YES,TBD,YES,TBD
2910,TBD,YES,TBD,YES,TBD
2911,TBD,YES,TBD,YES,TBD
2912,TBD,TBD,YES,YES,TBD
2913,TBD,TBD,TBD,YES,TBD
2914,TBD,YES,YES,YES,TBD
2915,TBD,TBD,YES,YES,TBD
2916,TBD,TBD,TBD,YES,TBD
2917,TBD,TBD,YES,YES,TBD
2918,TBD,TBD,TBD,YES,TBD
2919,TBD,TBD,TBD,YES,TBD
2920,TBD,TBD,TBD,YES,TBD
2921,TBD,TBD,YES,YES,TBD
2922,TBD,YES,TBD,YES,TBD
2923,TBD,YES,YES,YES,TBD
2924,TBD,YES,YES,YES,TBD
2925,TBD,YES,TBD,YES,TBD
2926,TBD,TBD,TBD,YES,YES
2927,TBD,YES,YES,YES,TBD
2928,TBD,YES,TBD,YES,TBD
2929,TBD,YES,TBD,YES,TBD
2930,TBD,TBD,TBD,YES,TBD
2931,TBD,TBD,TBD,YES,TBD
2932,TBD,YES,TBD,YES,TBD
2933,TBD,YES,TBD,YES,TBD
2934,TBD,TBD,TBD,YES,TBD
2935,TBD,TBD,TBD,YES,TBD
2937,TBD,YES,TBD,TBD,TBD
2938,TBD,TBD,YES,YES,TBD
2939,TBD,YES,TBD,YES,TBD
2940,TBD,TBD,TBD,YES,TBD
2941,TBD,TBD,TBD,YES,TBD
2944,TBD,TBD,TBD,YES,TBD
2945,TBD,TBD,TBD,YES,TBD
2946,TBD,TBD,YES,YES,TBD
2947,TBD,YES,YES,YES,TBD
2948,TBD,YES,YES,YES,TBD
2950,TBD,TBD,YES,YES,TBD
2951,TBD,YES,YES,YES,TBD
2952,TBD,TBD,YES,YES,TBD
2953,TBD,YES,TBD,YES,TBD
2954,TBD,TBD,TBD,YES,TBD
2955,TBD,YES,YES,YES,TBD
2956,TBD,TBD,TBD,YES,TBD
2957,TBD,YES,TBD,YES,TBD
2958,TBD,TBD,TBD,TBD,TBD
2959,TBD,TBD,TBD,YES,TBD
2962,TBD,TBD,YES,YES,TBD
2963,TBD,TBD,TBD,YES,TBD
2964,TBD,YES,YES,YES,TBD
2965,TBD,YES,TBD,YES,TBD
2966,TBD,YES,TBD,YES,TBD
2967,TBD,YES,TBD,YES,TBD
2968,TBD,YES,TBD,YES,TBD
2973,TBD,YES,TBD,YES,TBD
2974,TBD,TBD,TBD,YES,TBD
2975,TBD,TBD,TBD,YES,YES
2976,TBD,TBD,TBD,YES,TBD
2977,TBD,TBD,TBD,YES,TBD
2978,TBD,TBD,TBD,YES,YES
2979,TBD,TBD,TBD,YES,YES
2980,TBD,TBD,YES,YES,TBD
2981,TBD,TBD,TBD,YES,YES
2983,TBD,TBD,TBD,YES,TBD
2984,TBD,TBD,TBD,YES,TBD
2985,TBD,YES,YES,YES,TBD
2986,TBD,TBD,TBD,TBD,TBD
2987,TBD,TBD,TBD,YES,TBD
2988,TBD,YES,TBD,YES,TBD
2989,TBD,YES,YES,YES,TBD
2990,TBD,YES,YES,YES,TBD
2991,TBD,YES,YES,YES,TBD
2992,TBD,YES,TBD,YES,TBD
2993,TBD,TBD,TBD,YES,TBD
2994,TBD,YES,TBD,YES,TBD
2995,TBD,TBD,TBD,YES,TBD
2996,TBD,TBD,TBD,YES,TBD
2998,TBD,TBD,TBD,YES,TBD
3004,TBD,TBD,TBD,YES,TBD
3011,TBD,TBD,TBD,YES,TBD
3013,TBD,YES,TBD,YES,TBD
3014,TBD,YES,TBD,YES,TBD
3015,TBD,TBD,TBD,YES,TBD
3017,TBD,TBD,TBD,YES,TBD
3018,TBD,YES,TBD,YES,TBD
3140,TBD,YES,YES,YES,TBD
3022,TBD,YES,YES,YES,TBD
3023,TBD,YES,TBD,YES,TBD
3026,TBD,TBD,TBD,YES,TBD
3035,TBD,YES,TBD,YES,TBD
3042,TBD,YES,TBD,YES,TBD
3043,TBD,TBD,TBD,YES,TBD
3044,TBD,TBD,YES,YES,TBD
3046,TBD,YES,TBD,YES,TBD
3156,TBD,YES,TBD,YES,TBD
3049,TBD,YES,TBD,YES,TBD
3050,TBD,YES,TBD,YES,TBD
3053,TBD,YES,TBD,YES,TBD
3055,TBD,TBD,TBD,YES,TBD
3056,TBD,YES,TBD,YES,TBD
3057,TBD,YES,TBD,YES,TBD
3058,TBD,YES,TBD,YES,TBD
3059,TBD,YES,TBD,YES,TBD
3060,TBD,YES,TBD,YES,TBD
3061,TBD,TBD,YES,YES,TBD
3062,TBD,TBD,TBD,YES,TBD
3066,TBD,YES,TBD,YES,TBD
3067,TBD,TBD,TBD,YES,TBD
3069,TBD,TBD,TBD,YES,TBD
3070,TBD,TBD,TBD,YES,TBD
3071,TBD,TBD,TBD,YES,TBD
3072,TBD,TBD,TBD,YES,TBD
3074,TBD,TBD,TBD,YES,TBD
3075,TBD,YES,TBD,YES,TBD
3077,TBD,TBD,TBD,YES,TBD
3078,TBD,TBD,YES,YES,TBD
3081,TBD,YES,YES,YES,TBD
3082,TBD,YES,TBD,YES,TBD
3356,TBD,TBD,TBD,YES,TBD
3084,TBD,TBD,TBD,YES,TBD
3087,TBD,YES,YES,YES,TBD
3088,TBD,YES,YES,YES,TBD
3090,TBD,YES,TBD,YES,TBD
3093,TBD,TBD,TBD,YES,TBD
3094,TBD,TBD,TBD,YES,TBD
3098,TBD,YES,TBD,YES,TBD
3099,TBD,TBD,TBD,YES,TBD
3101,TBD,TBD,TBD,YES,TBD
3102,TBD,YES,TBD,YES,TBD
3103,TBD,YES,TBD,YES,TBD
3104,TBD,TBD,TBD,YES,TBD
3106,TBD,YES,TBD,YES,TBD
3107,TBD,YES,TBD,YES,TBD
3110,TBD,TBD,TBD,YES,TBD
3111,TBD,TBD,TBD,YES,TBD
3112,TBD,YES,TBD,YES,TBD
3114,TBD,YES,TBD,YES,TBD
3118,TBD,TBD,TBD,YES,TBD
3119,TBD,YES,YES,YES,TBD
3123,TBD,YES,TBD,YES,TBD
4148,TBD,TBD,TBD,YES,TBD
4218,TBD,YES,TBD,YES,TBD
4275,TBD,YES,TBD,YES,TBD
3129,TBD,TBD,TBD,YES,TBD
3131,TBD,TBD,TBD,YES,TBD
3132,TBD,TBD,TBD,YES,TBD
3133,TBD,TBD,TBD,YES,TBD
3135,TBD,TBD,TBD,YES,TBD
3136,TBD,YES,TBD,YES,TBD
3137,TBD,TBD,TBD,YES,TBD
3138,TBD,YES,TBD,YES,TBD
4491,TBD,YES,TBD,YES,TBD
4625,TBD,YES,TBD,YES,TBD
3141,TBD,YES,TBD,YES,TBD
3143,TBD,YES,TBD,YES,TBD
4762,TBD,TBD,TBD,YES,TBD
5008,TBD,TBD,TBD,YES,TBD
3146,TBD,YES,TBD,YES,TBD
3147,TBD,YES,TBD,YES,TBD
3150,TBD,TBD,YES,YES,TBD
3151,TBD,YES,YES,YES,TBD
3152,TBD,YES,TBD,YES,TBD
3153,TBD,YES,TBD,YES,TBD
3154,TBD,YES,TBD,YES,TBD
3155,TBD,YES,TBD,YES,TBD
5604,TBD,TBD,TBD,YES,TBD
3157,TBD,YES,TBD,YES,TBD
3159,TBD,TBD,TBD,YES,TBD
3161,TBD,YES,TBD,YES,TBD
3162,TBD,YES,TBD,YES,TBD
3163,TBD,TBD,YES,YES,TBD
3164,TBD,TBD,TBD,YES,TBD
3167,TBD,TBD,YES,YES,TBD
3168,TBD,YES,TBD,YES,TBD
3169,TBD,YES,YES,YES,TBD
3170,TBD,YES,YES,YES,TBD
3172,TBD,YES,TBD,YES,TBD
3173,TBD,YES,TBD,YES,TBD
3175,TBD,YES,TBD,YES,TBD
5611,TBD,YES,TBD,YES,TBD
3177,TBD,YES,TBD,YES,TBD
5634,TBD,YES,TBD,YES,TBD
3179,TBD,TBD,TBD,YES,TBD
3180,TBD,TBD,YES,YES,TBD
3182,TBD,YES,YES,YES,TBD
3183,TBD,TBD,TBD,YES,TBD
3184,TBD,YES,TBD,YES,TBD
3185,TBD,YES,TBD,YES,TBD
3188,TBD,TBD,TBD,YES,TBD
3191,TBD,YES,TBD,YES,TBD
3192,TBD,TBD,TBD,YES,TBD
3197,TBD,YES,TBD,YES,TBD
3198,TBD,TBD,TBD,YES,TBD
3199,TBD,TBD,TBD,YES,TBD
3200,TBD,YES,TBD,YES,TBD
3201,TBD,TBD,TBD,YES,TBD
3202,TBD,TBD,TBD,YES,TBD
3204,TBD,YES,TBD,YES,TBD
3205,TBD,TBD,YES,YES,TBD
3206,TBD,YES,TBD,YES,TBD
3207,TBD,TBD,TBD,YES,TBD
3208,TBD,TBD,TBD,YES,TBD
3209,TBD,YES,TBD,YES,TBD
3210,TBD,TBD,YES,YES,TBD
3212,TBD,TBD,TBD,YES,TBD
3213,TBD,TBD,TBD,YES,TBD
3214,TBD,YES,YES,YES,TBD
3215,TBD,TBD,TBD,YES,TBD
3216,TBD,YES,TBD,YES,TBD
3217,TBD,YES,TBD,YES,TBD
3218,TBD,YES,YES,YES,YES
3219,TBD,YES,TBD,YES,TBD
3220,TBD,TBD,TBD,YES,TBD
3221,TBD,YES,YES,YES,TBD
3222,TBD,YES,TBD,YES,TBD
3223,TBD,YES,TBD,YES,TBD
3224,TBD,YES,YES,YES,TBD
3225,TBD,YES,TBD,YES,TBD
3226,TBD,TBD,YES,YES,TBD
3227,TBD,YES,TBD,YES,TBD
3228,TBD,YES,TBD,YES,TBD
3229,TBD,YES,TBD,YES,TBD
3230,TBD,YES,TBD,YES,TBD
3231,TBD,TBD,TBD,YES,TBD
3232,TBD,TBD,YES,YES,TBD
3233,TBD,YES,TBD,YES,TBD
3234,TBD,YES,TBD,YES,TBD
3235,TBD,TBD,TBD,YES,TBD
3236,TBD,TBD,YES,YES,TBD
3237,TBD,YES,TBD,YES,TBD
3238,TBD,TBD,TBD,YES,TBD
3239,TBD,YES,YES,YES,TBD
3241,TBD,YES,TBD,YES,TBD
3243,TBD,TBD,YES,YES,TBD
3245,TBD,YES,TBD,TBD,TBD
3247,TBD,TBD,TBD,YES,TBD
3248,TBD,YES,YES,YES,TBD
3250,TBD,YES,TBD,YES,TBD
3251,TBD,YES,TBD,YES,TBD
3252,TBD,TBD,TBD,YES,TBD
3253,TBD,YES,TBD,YES,TBD
3254,TBD,YES,YES,YES,TBD
3255,TBD,TBD,TBD,YES,TBD
3258,TBD,YES,YES,YES,TBD
3259,TBD,TBD,TBD,YES,TBD
3260,TBD,YES,TBD,YES,TBD
3261,TBD,YES,YES,YES,TBD
3262,TBD,YES,YES,YES,TBD
3265,TBD,YES,YES,YES,TBD
3266,TBD,TBD,TBD,YES,TBD
3267,TBD,YES,YES,YES,TBD
3268,TBD,TBD,TBD,TBD,TBD
3269,TBD,YES,TBD,YES,TBD
3270,TBD,YES,YES,YES,TBD
3271,TBD,YES,YES,YES,TBD
3273,TBD,YES,YES,YES,TBD
3274,TBD,TBD,TBD,YES,TBD
3275,TBD,TBD,TBD,YES,TBD
3276,TBD,TBD,YES,YES,TBD
3277,TBD,YES,YES,YES,TBD
3278,TBD,YES,YES,YES,TBD
3279,TBD,YES,YES,YES,TBD
3280,TBD,YES,YES,YES,TBD
3281,TBD,YES,TBD,YES,TBD
3282,TBD,YES,TBD,YES,TBD
3283,TBD,YES,TBD,YES,TBD
3284,TBD,TBD,YES,YES,YES
3285,TBD,YES,TBD,YES,TBD
3286,TBD,TBD,TBD,YES,TBD
3287,TBD,TBD,TBD,YES,TBD
3288,TBD,TBD,TBD,YES,TBD
3289,TBD,YES,TBD,YES,TBD
3290,TBD,TBD,YES,YES,TBD
3291,TBD,TBD,TBD,YES,TBD
3292,TBD,TBD,TBD,YES,TBD
3293,TBD,YES,TBD,YES,TBD
3294,TBD,YES,TBD,YES,TBD
3295,TBD,TBD,TBD,YES,TBD
3296,TBD,TBD,YES,YES,TBD
3297,TBD,TBD,TBD,YES,TBD
3298,TBD,TBD,TBD,YES,TBD
3299,TBD,YES,TBD,YES,TBD
3300,TBD,YES,TBD,YES,TBD
3301,TBD,YES,YES,YES,TBD
3302,TBD,TBD,YES,YES,TBD
3303,TBD,YES,TBD,YES,TBD
3304,TBD,YES,TBD,YES,TBD
3305,TBD,TBD,TBD,YES,TBD
3307,TBD,TBD,TBD,YES,TBD
3308,TBD,TBD,YES,YES,TBD
3309,TBD,TBD,YES,YES,TBD
3310,TBD,TBD,YES,YES,TBD
3311,TBD,TBD,YES,YES,TBD
3313,TBD,YES,YES,YES,TBD
3314,TBD,YES,TBD,YES,TBD
3315,TBD,YES,TBD,YES,TBD
3317,TBD,YES,TBD,YES,TBD
3319,TBD,YES,TBD,YES,TBD
3320,TBD,YES,TBD,YES,TBD
3322,TBD,TBD,TBD,TBD,TBD
3324,TBD,TBD,TBD,TBD,TBD
3327,TBD,TBD,TBD,YES,TBD
3328,TBD,TBD,TBD,YES,TBD
3329,TBD,YES,TBD,YES,TBD
3330,TBD,YES,TBD,YES,TBD
3331,TBD,YES,TBD,YES,TBD
3332,TBD,YES,TBD,YES,TBD
3334,TBD,YES,YES,YES,TBD
3336,TBD,TBD,TBD,YES,TBD
3337,TBD,TBD,TBD,YES,TBD
3338,TBD,TBD,TBD,YES,TBD
3339,TBD,TBD,YES,YES,TBD
3340,TBD,TBD,TBD,YES,TBD
3341,TBD,TBD,TBD,YES,TBD
3342,TBD,YES,TBD,YES,TBD
3344,TBD,TBD,TBD,YES,TBD
3347,TBD,YES,TBD,YES,TBD
3348,TBD,TBD,TBD,YES,TBD
3349,TBD,TBD,TBD,YES,TBD
3350,TBD,TBD,YES,YES,TBD
3351,TBD,TBD,TBD,YES,TBD
3352,TBD,YES,YES,YES,TBD
3354,TBD,TBD,TBD,YES,TBD
3355,TBD,TBD,YES,YES,TBD
5640,TBD,TBD,TBD,YES,TBD
3357,TBD,YES,TBD,YES,TBD
5828,TBD,YES,TBD,YES,TBD
3360,TBD,YES,TBD,YES,TBD
3362,TBD,TBD,TBD,YES,TBD
3363,TBD,TBD,TBD,YES,TBD
3364,TBD,YES,YES,YES,TBD
3366,TBD,TBD,TBD,YES,TBD
3367,TBD,YES,YES,YES,TBD
3370,TBD,YES,TBD,YES,TBD
3371,TBD,TBD,TBD,YES,TBD
3372,TBD,YES,TBD,YES,TBD
3377,TBD,YES,TBD,YES,TBD
3379,TBD,YES,TBD,YES,TBD
3380,TBD,YES,YES,YES,TBD
3381,TBD,YES,TBD,YES,TBD
3382,TBD,YES,TBD,YES,TBD
3383,TBD,YES,YES,YES,TBD
3384,TBD,YES,TBD,YES,TBD
3385,TBD,YES,TBD,YES,TBD
3386,TBD,YES,TBD,YES,TBD
3387,TBD,YES,TBD,YES,TBD
3388,TBD,TBD,YES,YES,TBD
3389,TBD,TBD,YES,YES,TBD
3390,TBD,TBD,TBD,YES,TBD
3391,TBD,YES,TBD,YES,TBD
3392,TBD,TBD,TBD,YES,YES
3394,TBD,TBD,TBD,YES,TBD
3395,TBD,YES,YES,YES,TBD
3397,TBD,TBD,YES,YES,TBD
3400,TBD,TBD,TBD,YES,TBD
3401,TBD,TBD,YES,YES,TBD
3402,TBD,TBD,TBD,YES,TBD
3403,TBD,TBD,TBD,YES,TBD
3404,TBD,YES,YES,YES,TBD
3406,TBD,TBD,YES,YES,TBD
3407,TBD,YES,YES,YES,TBD
3408,TBD,YES,YES,YES,TBD
3409,TBD,YES,TBD,YES,TBD
3411,TBD,YES,TBD,YES,TBD
3412,TBD,YES,TBD,YES,TBD
3414,TBD,YES,TBD,YES,TBD
3415,TBD,YES,TBD,YES,TBD
3417,TBD,TBD,TBD,YES,TBD
3418,TBD,YES,TBD,YES,TBD
3419,TBD,TBD,TBD,YES,TBD
3420,TBD,TBD,TBD,YES,TBD
3422,TBD,TBD,TBD,YES,TBD
3423,TBD,YES,YES,YES,TBD
3424,TBD,YES,TBD,YES,TBD
3425,TBD,TBD,YES,YES,TBD
3427,TBD,YES,TBD,YES,TBD
3428,TBD,YES,YES,YES,TBD
3429,TBD,YES,TBD,YES,TBD
3430,TBD,TBD,TBD,YES,TBD
3431,TBD,TBD,TBD,YES,TBD
3432,TBD,YES,YES,YES,TBD
3433,TBD,YES,TBD,YES,TBD
3434,TBD,TBD,TBD,YES,TBD
3435,TBD,YES,TBD,YES,TBD
3436,TBD,TBD,YES,YES,TBD
3439,TBD,YES,TBD,YES,TBD
3442,TBD,YES,TBD,YES,TBD
3443,TBD,TBD,TBD,YES,TBD
3445,TBD,TBD,TBD,YES,TBD
3447,TBD,YES,YES,YES,TBD
3449,TBD,YES,TBD,YES,TBD
3450,TBD,YES,TBD,YES,TBD
3452,TBD,TBD,TBD,YES,TBD
3453,TBD,TBD,YES,YES,TBD
3454,TBD,TBD,TBD,YES,TBD
3455,TBD,YES,YES,YES,TBD
3456,TBD,YES,TBD,YES,TBD
3457,TBD,TBD,TBD,YES,TBD
3458,TBD,TBD,TBD,YES,TBD
3459,TBD,TBD,TBD,YES,TBD
3460,TBD,TBD,TBD,YES,TBD
3461,TBD,TBD,TBD,YES,TBD
3462,TBD,TBD,TBD,YES,TBD
3463,TBD,YES,TBD,YES,TBD
3464,TBD,TBD,YES,YES,TBD
3465,TBD,YES,YES,YES,TBD
3469,TBD,TBD,YES,YES,TBD
3471,TBD,TBD,TBD,YES,TBD
3472,TBD,YES,TBD,YES,TBD
3473,TBD,TBD,TBD,YES,TBD
3474,TBD,YES,TBD,YES,TBD
3475,TBD,TBD,YES,YES,TBD
3476,TBD,TBD,TBD,YES,TBD
3477,TBD,YES,YES,YES,TBD
3478,TBD,TBD,YES,YES,TBD
3479,TBD,TBD,TBD,YES,TBD
3480,TBD,YES,TBD,YES,TBD
3481,TBD,TBD,TBD,YES,TBD
3482,TBD,TBD,TBD,YES,TBD
3483,TBD,TBD,TBD,YES,TBD
3484,TBD,YES,TBD,YES,TBD
3485,TBD,YES,TBD,YES,TBD
3486,TBD,YES,TBD,YES,TBD
3487,TBD,TBD,TBD,YES,TBD
3488,TBD,TBD,TBD,YES,TBD
3489,TBD,TBD,YES,YES,TBD
3490,TBD,TBD,TBD,YES,TBD
3491,TBD,YES,TBD,YES,TBD
3492,TBD,YES,YES,YES,TBD
3493,TBD,YES,YES,YES,TBD
3494,TBD,TBD,YES,YES,TBD
3495,TBD,TBD,TBD,YES,TBD
3497,TBD,TBD,TBD,TBD,TBD
3498,TBD,YES,YES,YES,TBD
3499,TBD,TBD,TBD,TBD,TBD
3500,TBD,TBD,TBD,YES,TBD
3501,TBD,TBD,TBD,YES,TBD
3502,TBD,YES,TBD,YES,TBD
3503,TBD,TBD,TBD,YES,TBD
3504,TBD,TBD,TBD,YES,TBD
3505,TBD,TBD,TBD,TBD,TBD
3508,TBD,TBD,TBD,YES,TBD
3509,TBD,TBD,TBD,YES,TBD
3510,TBD,TBD,TBD,YES,TBD
3511,TBD,YES,YES,YES,TBD
3512,TBD,YES,TBD,YES,TBD
3513,TBD,YES,YES,YES,TBD
3514,TBD,YES,TBD,YES,TBD
3515,TBD,YES,TBD,YES,TBD
3516,TBD,TBD,YES,YES,TBD
3517,TBD,YES,TBD,YES,TBD
3518,TBD,YES,TBD,YES,TBD
3520,TBD,TBD,TBD,YES,TBD
3521,TBD,TBD,TBD,YES,TBD
3522,TBD,TBD,YES,YES,TBD
3523,TBD,YES,YES,YES,TBD
3524,TBD,TBD,TBD,YES,TBD
3525,TBD,YES,YES,YES,TBD
3526,TBD,YES,TBD,YES,TBD
3527,TBD,TBD,TBD,YES,TBD
3528,TBD,YES,TBD,YES,TBD
3529,TBD,YES,TBD,YES,TBD
3530,TBD,TBD,TBD,YES,TBD
3531,TBD,YES,YES,YES,YES
3533,TBD,YES,YES,YES,TBD
3534,TBD,YES,TBD,TBD,TBD
3535,TBD,YES,TBD,YES,TBD
3537,TBD,YES,YES,YES,YES
3538,TBD,TBD,TBD,YES,TBD
3541,TBD,TBD,TBD,YES,TBD
3542,TBD,TBD,TBD,YES,TBD
3543,TBD,TBD,TBD,YES,TBD
3545,TBD,TBD,TBD,YES,TBD
3546,TBD,TBD,TBD,YES,TBD
3548,TBD,TBD,TBD,YES,TBD
3549,TBD,YES,TBD,YES,TBD
3560,TBD,YES,TBD,YES,TBD
3561,TBD,YES,TBD,YES,TBD
3562,TBD,TBD,TBD,YES,TBD
3563,TBD,TBD,TBD,YES,TBD
3564,TBD,TBD,YES,YES,TBD
3566,TBD,YES,YES,YES,TBD
3567,TBD,YES,TBD,YES,TBD
3568,TBD,TBD,TBD,YES,TBD
3569,TBD,YES,YES,YES,TBD
3570,TBD,YES,TBD,YES,TBD
3571,TBD,YES,TBD,YES,TBD
3572,TBD,TBD,YES,YES,TBD
3573,TBD,TBD,TBD,YES,TBD
3574,TBD,TBD,TBD,YES,TBD
3579,TBD,TBD,TBD,YES,TBD
3580,TBD,YES,TBD,YES,TBD
3581,TBD,YES,YES,YES,TBD
3582,TBD,YES,TBD,YES,TBD
3583,TBD,YES,YES,YES,TBD
3584,TBD,TBD,YES,YES,TBD
3585,TBD,TBD,TBD,YES,TBD
3587,TBD,YES,TBD,YES,TBD
3588,TBD,YES,TBD,YES,TBD
3589,TBD,TBD,YES,YES,TBD
3590,TBD,TBD,TBD,YES,TBD
3591,TBD,TBD,TBD,YES,TBD
3593,TBD,YES,TBD,YES,TBD
3594,TBD,TBD,TBD,YES,YES
3595,TBD,YES,TBD,YES,TBD
3596,TBD,YES,TBD,YES,TBD
3597,TBD,TBD,TBD,YES,TBD
3598,TBD,TBD,TBD,YES,TBD
3599,TBD,YES,TBD,YES,TBD
3600,TBD,YES,TBD,YES,TBD
3601,TBD,TBD,TBD,YES,TBD
3602,TBD,TBD,YES,YES,TBD
3603,TBD,TBD,TBD,YES,TBD
5855,TBD,YES,TBD,YES,TBD
3605,TBD,TBD,TBD,YES,TBD
3606,TBD,TBD,TBD,YES,TBD
3607,TBD,YES,TBD,YES,TBD
3608,TBD,YES,TBD,YES,TBD
3609,TBD,TBD,TBD,YES,TBD
3611,TBD,TBD,TBD,YES,TBD
3612,TBD,TBD,TBD,YES,TBD
3614,TBD,TBD,TBD,YES,TBD
3615,TBD,TBD,TBD,YES,TBD
3616,TBD,YES,TBD,YES,TBD
3617,TBD,YES,TBD,YES,TBD
3619,TBD,YES,TBD,YES,TBD
3620,TBD,TBD,TBD,YES,TBD
3621,TBD,TBD,YES,YES,TBD
3622,TBD,TBD,TBD,YES,TBD
3623,TBD,YES,TBD,YES,TBD
3624,TBD,YES,YES,YES,TBD
3625,TBD,TBD,TBD,YES,TBD
3626,TBD,TBD,TBD,YES,TBD
3627,TBD,TBD,TBD,YES,TBD
3628,TBD,TBD,TBD,YES,TBD
3629,TBD,TBD,TBD,YES,TBD
3630,TBD,TBD,YES,YES,TBD
3631,TBD,YES,TBD,YES,TBD
3632,TBD,TBD,TBD,YES,TBD
3633,TBD,TBD,TBD,YES,TBD
3634,TBD,TBD,TBD,YES,TBD
3635,TBD,YES,TBD,YES,TBD
3637,TBD,TBD,TBD,YES,TBD
3638,TBD,YES,TBD,YES,TBD
3639,TBD,TBD,TBD,YES,TBD
3640,TBD,TBD,YES,YES,TBD
3641,TBD,YES,TBD,YES,TBD
3643,TBD,YES,TBD,TBD,TBD
3644,TBD,YES,TBD,YES,TBD
3645,TBD,YES,TBD,YES,TBD
3646,TBD,YES,TBD,YES,TBD
3648,TBD,YES,TBD,YES,TBD
3650,TBD,YES,YES,YES,TBD
3652,TBD,YES,YES,YES,TBD
3653,TBD,TBD,TBD,YES,TBD
3654,TBD,TBD,TBD,YES,TBD
3655,TBD,TBD,YES,YES,TBD
3658,TBD,YES,YES,YES,TBD
3659,TBD,YES,TBD,YES,TBD
3660,TBD,YES,TBD,YES,TBD
3661,TBD,YES,TBD,YES,TBD
3700,TBD,TBD,TBD,YES,TBD
3701,TBD,YES,TBD,YES,TBD
3702,TBD,TBD,TBD,YES,TBD
3703,TBD,TBD,TBD,YES,TBD
3705,TBD,YES,TBD,YES,TBD
3708,TBD,YES,YES,YES,TBD
3709,TBD,TBD,TBD,YES,TBD
3710,TBD,TBD,YES,YES,TBD
3712,TBD,YES,YES,YES,TBD
3713,TBD,YES,TBD,YES,TBD
3717,TBD,TBD,YES,YES,TBD
3720,TBD,TBD,YES,YES,TBD
3722,TBD,YES,TBD,YES,TBD
3723,TBD,TBD,TBD,YES,TBD
3724,TBD,YES,TBD,YES,TBD
3725,TBD,TBD,TBD,YES,TBD
3726,TBD,TBD,TBD,YES,TBD
3727,TBD,TBD,TBD,YES,TBD
3728,TBD,TBD,YES,YES,TBD
3729,TBD,YES,TBD,YES,TBD
3730,TBD,YES,TBD,YES,TBD
3731,TBD,YES,TBD,YES,TBD
3732,TBD,YES,YES,YES,TBD
3733,TBD,TBD,YES,YES,TBD
3734,TBD,TBD,TBD,YES,TBD
3736,TBD,TBD,TBD,YES,TBD
3738,TBD,YES,TBD,YES,TBD
3739,TBD,TBD,TBD,YES,TBD
5980,TBD,YES,TBD,YES,TBD
3741,TBD,TBD,YES,YES,TBD
3742,TBD,YES,TBD,YES,TBD
3743,TBD,TBD,TBD,YES,TBD
3745,TBD,TBD,TBD,YES,TBD
3746,TBD,YES,TBD,YES,TBD
3747,TBD,YES,TBD,YES,TBD
3748,TBD,TBD,TBD,YES,TBD
3749,TBD,YES,YES,YES,TBD
3750,TBD,YES,TBD,YES,TBD
3751,TBD,YES,TBD,YES,TBD
3752,TBD,YES,TBD,YES,TBD
3754,TBD,YES,TBD,YES,TBD
3757,TBD,YES,TBD,YES,TBD
3758,TBD,YES,TBD,YES,TBD
3760,TBD,YES,YES,YES,TBD
3761,TBD,YES,TBD,YES,TBD
3762,TBD,TBD,YES,YES,TBD
3763,TBD,YES,TBD,YES,TBD
3764,TBD,YES,TBD,YES,TBD
3765,TBD,YES,TBD,YES,TBD
3768,TBD,TBD,TBD,YES,TBD
3770,TBD,TBD,TBD,YES,TBD
3771,TBD,YES,YES,YES,TBD
3772,TBD,YES,TBD,YES,TBD
3773,TBD,TBD,YES,YES,TBD
3774,TBD,TBD,YES,YES,TBD
3777,TBD,TBD,YES,YES,YES
3778,TBD,YES,TBD,YES,TBD
3780,TBD,TBD,TBD,YES,TBD
3781,TBD,YES,TBD,YES,TBD
3782,TBD,YES,YES,YES,TBD
3783,TBD,YES,TBD,YES,TBD
3784,TBD,YES,TBD,YES,TBD
3785,TBD,YES,TBD,YES,TBD
3786,TBD,TBD,YES,YES,TBD
3788,TBD,TBD,TBD,YES,TBD
3789,TBD,TBD,TBD,YES,TBD
3790,TBD,TBD,TBD,YES,TBD
3791,TBD,TBD,TBD,YES,TBD
3792,TBD,YES,TBD,YES,TBD
3794,TBD,YES,YES,YES,TBD
3795,TBD,TBD,YES,YES,TBD
3796,TBD,TBD,YES,YES,TBD
3799,TBD,YES,YES,YES,TBD
3801,TBD,YES,YES,YES,TBD
3802,TBD,TBD,TBD,YES,TBD
