Dept / Cat #,Business Unit,date,Supplier Name,Brand/Product Name,UPC #,Description,Stock #,Retail Price,Customer_Remedy,,,
14,Walmart/Walmart.com,12/28/2023,Blendjet Inc,Blendjet 2 Portable Blender,81005364099,BLENDJET2 GEODE 20OZ,20ozBJ2geode,59.88,"CPSC 24-069; Consumers should immediately stop using the recalled blenders and contact BlendJet for a free replacement of the BlendJet 2 base unit. Consumers will need to remove and cut the rubber seal from the base of their recalled blender into three or more pieces and upload or email a photo showing the serial number on the bottom of the unit and its rubber seal in pieces to BlendJet at www.blendjet.com/safetyandrecall or safety@blendjet.com to receive a free replacement base.  Consumers can identify whether they have a recalled unit by entering the serial number of their unit into the “Is my BlendJet 2 Recalled?” tool located at  www.blendjet.com/safetyandrecall, or by calling BlendJet toll-free number at 844-334-0562.",,,
7,Walmart/Walmart.com,12/21/2023,DGL Group,Hover-1,749350822503,"Restored Hover-1 H1HELXGX000R Helix Hoverboard, Galaxy",H1HELXGX000R,99.99,CPSC 24-065; Consumers should stop using the recalled hoverboards immediately and contact Hover-1 for instructions as to how to receive a free replacement hoverboard.,,,
7,Walmart/Walmart.com,12/21/2023,DGL Group,Hover-1,749350822541,"Restored Hover-1 H1HELXCM000R Helix Hoverboard, Camo",H1HELXCM000R,99.99,CPSC 24-065; Consumers should stop using the recalled hoverboards immediately and contact Hover-1 for instructions as to how to receive a free replacement hoverboard.,,,
74,Walmart/Walmart.com,12/14/23,VORNADO AIR LLC,Steamfast,0004717172701,STEAMFST TRAVEL IRON,SF-727,$13.44 ,CPSC 24-050;Consumers should immediately stop using the recalled irons and visit the Steamfast or Vornado website to register for the recall and receive a refund or a free replacement iron.,,,
74,Walmart/Walmart.com,12/14/23,VORNADO AIR LLC,Steamfast,0004717172701,STEAMFAST SF-727 TRA,SF-727,$13.44 ,CPSC 24-050;Consumers should immediately stop using the recalled irons and visit the Steamfast or Vornado website to register for the recall and receive a refund or a free replacement iron.,,,
74,Walmart/Walmart.com,12/14/23,VORNADO AIR LLC,Steamfast,0004717172701,STEAMFAST SF-727 TRA,186719139,$13.44 ,CPSC 24-050;Consumers should immediately stop using the recalled irons and visit the Steamfast or Vornado website to register for the recall and receive a refund or a free replacement iron.,,,
74,Walmart/Walmart.com,12/14/23,VORNADO AIR LLC,Steamfast,0004376502025,STEAMFST TRAVEL IRON,SF-727,$13.44 ,CPSC 24-050;Consumers should immediately stop using the recalled irons and visit the Steamfast or Vornado website to register for the recall and receive a refund or a free replacement iron.,,,
12,Walmart/Walmart.com,12/8/2023,Wet & Forget,"""Xtreme Reach"" Mold and Mildew Remover",0087928800007,WET & FORGET OUTDOOR,805048,$36.97 ,"CPSC 24-043; Consumers should immediately stop using the recalled Wet & Forget “Xtreme Reach” Outdoor Mold & Mildew Stain Remover with Hose End Nozzle and contact the firm for a free replacement nozzle.  Consumers should not resume use of the stain remover until the replacement nozzle has been installed. Once replaced, the original nozzle should be discarded.",,,
12,Walmart/Walmart.com,12/8/2023,Wet & Forget,"""Xtreme Reach"" Mold and Mildew Remover",0087928800007,W&F HOSE END 48OZ,205048,$36.97 ,"CPSC 24-043; Consumers should immediately stop using the recalled Wet & Forget “Xtreme Reach” Outdoor Mold & Mildew Stain Remover with Hose End Nozzle and contact the firm for a free replacement nozzle.  Consumers should not resume use of the stain remover until the replacement nozzle has been installed. Once replaced, the original nozzle should be discarded.",,,
89,Sam's Club/Samsclub.com,12/08/2023,Wet & Forget,"""Xtreme Reach"" Mold and Mildew Remover",87928800008 ,Wet & Forget Hose,805068,37.94,"CPSC 24-043; Consumers should immediately stop using the recalled Wet & Forget “Xtreme Reach” Outdoor Mold & Mildew Stain Remover with Hose End Nozzle and contact the firm for a free replacement nozzle.  Consumers should not resume use of the stain remover until the replacement nozzle has been installed. Once replaced, the original nozzle should be discarded.",,,
72,Walmart,12/1/2023,PETRA INDUSTRIES LLC  ,Russound AW70V6 Loudspeakers,0061293453701,RUSSOUND AW70V6 BLAC,RUSAW70V6BLK,408,CPSC 24-032; Consumers should immediately remove the recalled speakers that are mounted at elevated positions. Contact Russound to arrange for a free replacement loudspeaker.,,,
72,Walmart,12/1/2023,PETRA INDUSTRIES LLC  ,Russound AW70V6 Loudspeakers,0061293453700,RUSSOUND AW70V6 WHIT ,RUSAW70V6WHT,408,CPSC 24-032; Consumers should immediately remove the recalled speakers that are mounted at elevated positions. Contact Russound to arrange for a free replacement loudspeaker.,,,
46,Walmart,11/9/23,Johnson & Johnson Consumer Inc,Clean & Clear,0038137001617,Morning Burst Facial Cleanser,1117782 or 001617,5.98,"FDA Recall F-0311-2024; Johnson & Johnson Consumer Inc. 199 Grandview Road Skillman, New Jersey 08558, is voluntarily recalling Clean & Clear Morning Burst Facial Cleanser, due to micro contamination. The product is in an 8 oz. Bottle: 381370016175 Case Code: 111778211, Case GTIN: 00381371177820",,,
79,Walmart,10/26/23,Dorel Juvenile Group Inc,Cosco,0088439294423,Jump Spin Play Activ,WA105FZW,65.00,CPSC 24-014; Consumers should stop using the recalled activity centers immediately and contact Dorel for a replacement. Consumers will be instructed to cut through the straps of the activity centers and send a photo of the cut straps to Dorel to receive a free replacement activity center.,,,
79,Walmart,10/26/23,Dorel Juvenile Group Inc,Cosco,0088439294978,Cosco Jump Spin Girl,WA105GML,64.98,CPSC 24-014; Consumers should stop using the recalled activity centers immediately and contact Dorel for a replacement. Consumers will be instructed to cut through the straps of the activity centers and send a photo of the cut straps to Dorel to receive a free replacement activity center.,,,
9,Walmart,10/20/23,Heritage Security Products,Fortress Biometric Safe,85000092359,Fortress Small Drawe,44B10,149.99,"CPSC 24-011; Consumers should immediately stop using the biometric reader in the recalled gun safes, remove the batteries, and contact Fortress to receive a free replacement safe. Visit: https://www.cpsc.gov/Recalls/2024/Fortress-Safe-Announces-Recall-of-Biometric-Gun-Safes-Due-to-Serious-Injury-Hazard-and-Risk-of-Death-One-Death-Reported",,,
9,Walmart,10/20/23,Heritage Security Products,Fortress Biometric Safe,85000092302,Fortress Medium Quic,11B20,129.99,"CPSC 24-011; Consumers should immediately stop using the biometric reader in the recalled gun safes, remove the batteries, and contact Fortress to receive a free replacement safe. Visit: https://www.cpsc.gov/Recalls/2024/Fortress-Safe-Announces-Recall-of-Biometric-Gun-Safes-Due-to-Serious-Injury-Hazard-and-Risk-of-Death-One-Death-Reported",,,
7,Walmart,10/19/23,Fisher Price Inc,Thomas the Train,74677500348,Truck Paint Spill,v7935,6.88,"CPSC 24-010; Consumers should immediately stop using the toys and go to www.service.mattel.com and click on “Recalls & Safety Alerts” for instructions on how to receive a pre-paid return label via email from Fisher-Price. Upon receipt of the returned product, consumers will be sent a full refund.",,,
21,Walmart,10/2/23,Ingram Book Group,Make Believe Ideas Rainbow Road Board Books,978180337679,RAINBOW ROAD OLD MAC,n/a,$10.99,CPSC 23-292; Consumers should immediately stop using the recalled books and contact Make Believe Ideas to receive a refund in the form of a gift card by registering online at www.recallrtr.com/rr.,,,
21,Walmart,10/2/23,Ingram Book Group,Make Believe Ideas Rainbow Road Board Books,978180337294,RAINBOW ROAD THERE W,n/a,$10.99,CPSC 23-292; Consumers should immediately stop using the recalled books and contact Make Believe Ideas to receive a refund in the form of a gift card by registering online at www.recallrtr.com/rr.,,,
21,Walmart,10/2/23,Ingram Book Group,Make Believe Ideas Rainbow Road Board Books,978180337158,RAINBOW ROAD THERE W,n/a,$10.99,CPSC 23-292; Consumers should immediately stop using the recalled books and contact Make Believe Ideas to receive a refund in the form of a gift card by registering online at www.recallrtr.com/rr.,,,
70,Sam's Club/Samsclub.com,9/22/23,Readerlink,Make Believe Ideas Rainbow Road Board Books,978180337493,DINOS FIRST WORDS,n/a,$6.68,CPSC 23-292; Consumers should immediately stop using the recalled books and contact Make Believe Ideas to receive a refund in the form of a gift card by registering online at www.recallrtr.com/rr.,,,
74,Walmart Puerto Rico,9/1/23,Electrolux,Frigidaire Gas Cooktop,5711299207,"PR TOPE DE GAS 30""",FFGC3026SS,344.00,"CPSC 23-269; Consumers should immediately stop using the recalled cooktops, check for plastic control knobs with a black shaft and contact Electrolux Group for a free set of replacement knobs. Consumers can continue to use knobs with a chrome-colored shaft.",,,
74,Walmart Puerto Rico,9/1/23,Electrolux,Frigidaire Gas Cooktop,5711299206,"PR TOPE DE GAS 30""",FFGC3026SB,315.00,"CPSC 23-269; Consumers should immediately stop using the recalled cooktops, check for plastic control knobs with a black shaft and contact Electrolux Group for a free set of replacement knobs. Consumers can continue to use knobs with a chrome-colored shaft.",,,
74,Walmart Puerto Rico,9/1/23,Electrolux,Frigidaire Gas Cooktop,5711299205,"PR TOPE DE GAS 30""",FFGC3026SW,315.00,"CPSC 23-269; Consumers should immediately stop using the recalled cooktops, check for plastic control knobs with a black shaft and contact Electrolux Group for a free set of replacement knobs. Consumers can continue to use knobs with a chrome-colored shaft.",,,
79,Walmart.com,8/3/23,Philips Avent,Philips Avent,7502005259,Digital Video Baby Monitor,SCD630/37,219.99,"CPSC 23-250; Stop using the Digital Video Baby Monitors and contact Philips Avent for a free replacement;www.philips.com/video-babymonitor-recall, or www.philips.com/avent, or 833-276-5311.",,,
79,Walmart.com,8/3/23,Philips Avent,Philips Avent,7502008399,Digital Video Baby Monitor,SCD843/37,219.99,"CPSC 23-250; Stop using the Digital Video Baby Monitors and contact Philips Avent for a free replacement;www.philips.com/video-babymonitor-recall, or www.philips.com/avent, or 833-276-5311.",,,
11,Walmart/walmart.com,8/18/23,Haier US Appliance,GE,1250527324,DNP RECALL - FRIGIDAIRE FDF70S1 70 PT. D,FDF70S1,229.00,"CPSC 23-262; Consumers should immediately stop use, unplug the dehumidifiers, and contact Gree to receive a refund.  Visit https://global.gree.com/usa/channels/840.html to sign up for the waitlist. You will be contacted in 6-8 weeks with information on how to register for the recall.",,,
11,Walmart/walmart.com,8/18/23,Haier US Appliance,GE,4438744540,DELONGHI ENERGY STAR 40-PINT PORTABLE DE,DDSE40,234.28,"CPSC 23-262; Consumers should immediately stop use, unplug the dehumidifiers, and contact Gree to receive a refund.  Visit https://global.gree.com/usa/channels/840.html to sign up for the waitlist. You will be contacted in 6-8 weeks with information on how to register for the recall.",,,
11,Walmart/walmart.com,8/18/23,Haier US Appliance,GE,8469119314,GE 30 PNT DEHUM,AHW30LM,162.00,"CPSC 23-262; Consumers should immediately stop use, unplug the dehumidifiers, and contact Gree to receive a refund.  Visit https://global.gree.com/usa/channels/840.html to sign up for the waitlist. You will be contacted in 6-8 weeks with information on how to register for the recall.",,,
11,Walmart/walmart.com,8/18/23,Haier US Appliance,GE,8469119316,GE 50 PNT DEHUM,AHW50LM,250.00,"CPSC 23-262; Consumers should immediately stop use, unplug the dehumidifiers, and contact Gree to receive a refund.  Visit https://global.gree.com/usa/channels/840.html to sign up for the waitlist. You will be contacted in 6-8 weeks with information on how to register for the recall.",,,
11,Walmart/walmart.com,8/18/23,Haier US Appliance,GE,8469119317,GE 65 PNT DEHUM,AHW65LM,229.00,"CPSC 23-262; Consumers should immediately stop use, unplug the dehumidifiers, and contact Gree to receive a refund.  Visit https://global.gree.com/usa/channels/840.html to sign up for the waitlist. You will be contacted in 6-8 weeks with information on how to register for the recall.",,,
16,Sam's Club/Samsclub.com,8/18/23,Haier US Appliance,GE,8469119324,50 PINT DEHUM,AHH50LM,0,"CPSC 23-262; Consumers should immediately stop use, unplug the dehumidifiers, and contact Gree to receive a refund.  Visit https://global.gree.com/usa/channels/840.html to sign up for the waitlist. You will be contacted in 6-8 weeks with information on how to register for the recall.",,,
16,Sam's Club/Samsclub.com,8/18/23,Haier US Appliance,GE,8469122133,50 PINT DEHUMIDIFIER,AHEH50LN,149.88,"CPSC 23-262; Consumers should immediately stop use, unplug the dehumidifiers, and contact Gree to receive a refund.  Visit https://global.gree.com/usa/channels/840.html to sign up for the waitlist. You will be contacted in 6-8 weeks with information on how to register for the recall.",,,
11,Walmart/walmart.com,8/18/23,Haier US Appliance,GE,8469122541,GE 30 PINT E-STAR DEHUMIDIFIER,ADEW30LN,162.00,"CPSC 23-262; Consumers should immediately stop use, unplug the dehumidifiers, and contact Gree to receive a refund.  Visit https://global.gree.com/usa/channels/840.html to sign up for the waitlist. You will be contacted in 6-8 weeks with information on how to register for the recall.",,,
11,Walmart/walmart.com,8/18/23,Haier US Appliance,GE,8469122542,GE 50 PINT E-STAR DEHUMIDIFIER,ADEW50LN,250.00,"CPSC 23-262; Consumers should immediately stop use, unplug the dehumidifiers, and contact Gree to receive a refund.  Visit https://global.gree.com/usa/channels/840.html to sign up for the waitlist. You will be contacted in 6-8 weeks with information on how to register for the recall.",,,
