Last Modified By,Last Modified,Name,Parent Path,Page Link
k0a00qn,6/12/2020,5MIF_Aug_2019_Sexual_Harassment_Inappropriate_Jokes - Final - Spanish.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF_Aug_2019_Sexual_Harassment_Inappropriate_Jokes - Final - Spanish.pdf"">Page Link</a>"
k0f00jl@homeoffice.wal-mart.com,12/13/2018,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF_November-2017_Wage_Hour_Records_Spanish.pdf"">Page Link</a>"
k0a00qn,6/12/2020,Store Club 5MIF-Nov_2019_IRC_Bribery-Spanish.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/Store Club 5MIF-Nov_2019_IRC_Bribery-Spanish.pdf"">Page Link</a>"
k0f00jl@homeoffice.wal-mart.com,12/13/2018,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF_December-2017_Discrimination_Race-English.pdf"">Page Link</a>"
ajbauer,5/9/2019,5MIF_May2019_English_FINAL.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF_May2019_English_FINAL.pdf"">Page Link</a>"
k0f00jl@homeoffice.wal-mart.com,12/13/2018,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF_June2018_Inappropriate_use_of_Technology-English.pdf"">Page Link</a>"
k0a00qn,6/12/2020,Supply Chain 5MIF-Nov_2019_IRC_Bribery-Spanish.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/Supply Chain 5MIF-Nov_2019_IRC_Bribery-Spanish.pdf"">Page Link</a>"
a3gueva,2/21/2019,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF_November-2018_English.pdf"">Page Link</a>"
k0f00jl@homeoffice.wal-mart.com,12/13/2018,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF_October-2017_Immediately_reportable_criteria_English.pdf"">Page Link</a>"
k0a00qn,6/12/2020,5MIF_June2019_FINAL-SPANISH.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF_June2019_FINAL-SPANISH.pdf"">Page Link</a>"
k0f00jl@homeoffice.wal-mart.com,12/13/2018,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF_August-2017_Accommodations_Medical_Spanish.pdf"">Page Link</a>"
k0a00qn,6/12/2020,5MIF-Sept_2019-IRC_Fin_Int_English_stores.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF-Sept_2019-IRC_Fin_Int_English_stores.pdf"">Page Link</a>"
k0a00qn,6/12/2020,5MIF_June2019_FINAL2.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF_June2019_FINAL2.pdf"">Page Link</a>"
a3gueva,3/14/2019,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF_Mar2019_Spanish.pdf"">Page Link</a>"
a3gueva,2/21/2019,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF_October_2018_English.pdf"">Page Link</a>"
k0a00qn,6/12/2020,5MIF_Jan_2020_Sex_Harassment_Inappropriate_Behavior.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF_Jan_2020_Sex_Harassment_Inappropriate_Behavior.pdf"">Page Link</a>"
k0a00qn,6/12/2020,Store Club 5MIF-Nov_2019_IRC_Bribery-English.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/Store Club 5MIF-Nov_2019_IRC_Bribery-English.pdf"">Page Link</a>"
k0f00jl@homeoffice.wal-mart.com,12/13/2018,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF_December-2017_Discrimination_Race-Spanish.pdf"">Page Link</a>"
k0f00jl@homeoffice.wal-mart.com,12/13/2018,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/five-minute-integrity-focus/unpublished/5MIF_February-2018_Harassment_Race_Ethnicity-English.pdf"">Page Link</a>"
jbivie,4/30/2020,01_Estandares_Investigativos.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/conducting-investigations-resource-job-aids,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/unpublished/conducting-investigations-resource-job-aids/01_Estandares_Investigativos.pdf"">Page Link</a>"
jbivie,4/29/2020,03_Stages of Planning.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/conducting-investigations-resource-job-aids,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/unpublished/conducting-investigations-resource-job-aids/03_Stages of Planning.pdf"">Page Link</a>"
jbivie,4/29/2020,05_Closing an Investigation.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/conducting-investigations-resource-job-aids,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/unpublished/conducting-investigations-resource-job-aids/05_Closing an Investigation.pdf"">Page Link</a>"
jbivie,4/29/2020,02_Case Management Process.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/conducting-investigations-resource-job-aids,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/unpublished/conducting-investigations-resource-job-aids/02_Case Management Process.pdf"">Page Link</a>"
jbivie,4/30/2020,03_Etapas de Planificación.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/conducting-investigations-resource-job-aids,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/unpublished/conducting-investigations-resource-job-aids/03_Etapas de Planificación.pdf"">Page Link</a>"
jbivie,4/29/2020,04_Stages of an Interview.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/conducting-investigations-resource-job-aids,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/unpublished/conducting-investigations-resource-job-aids/04_Stages of an Interview.pdf"">Page Link</a>"
jbivie,4/30/2020,05_Cierre de Una Investigación.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/conducting-investigations-resource-job-aids,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/unpublished/conducting-investigations-resource-job-aids/05_Cierre de Una Investigación.pdf"">Page Link</a>"
jbivie,4/30/2020,04_Etapas de Una Entrevista.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/conducting-investigations-resource-job-aids,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/unpublished/conducting-investigations-resource-job-aids/04_Etapas de Una Entrevista.pdf"">Page Link</a>"
jbivie,4/30/2020,02_Manejo de Casos.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/conducting-investigations-resource-job-aids,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/unpublished/conducting-investigations-resource-job-aids/02_Manejo de Casos.pdf"">Page Link</a>"
jbivie,4/29/2020,01_Investigative Standards.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/conducting-investigations-resource-job-aids,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/unpublished/conducting-investigations-resource-job-aids/01_Investigative Standards.pdf"">Page Link</a>"
j0b03a8,3/21/2019,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/unpublished/Global-Investigations-Guide.pdf"">Page Link</a>"
ajbauer,4/5/2019,Accountability-Guidelines-(Referral)-Final.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/unpublished/Accountability-Guidelines-(Referral)-Final.pdf"">Page Link</a>"
admin,2/6/2019,Global-Investigations-Guide.pdf,/content/dam/us-wire-wm1/documents/work/home_office/gisat,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/gisat/Global-Investigations-Guide.pdf"">Page Link</a>"
rkruse,1/10/2019,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/gisat/additional-resources/HO-Field-Securitty-Resource---Situational-Awareness.pdf"">Page Link</a>"
admin,2/6/2019,Threat-Flow.pdf,/content/dam/us-wire-wm1/documents/work/operations/emergency_operations/resources,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/gisat/additional-resources/Threat-Flow.pdf"">Page Link</a>"
w0m00dm,3/29/2021,202002-OUCH-Spanish.pdf,/content/dam/us-wire-wm1/documents/work/home_office/information-security/ouch!-newsletters/ouch!-february-2020,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/information-security/ouch!-newsletters/ouch!-february-2020/202002-OUCH-Spanish.pdf"">Page Link</a>"
w0m00dm,3/29/2021,202002-OUCH-French.pdf,/content/dam/us-wire-wm1/documents/work/home_office/information-security/ouch!-newsletters/ouch!-february-2020,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/information-security/ouch!-newsletters/ouch!-february-2020/202002-OUCH-French.pdf"">Page Link</a>"
w0m00dm,2/8/2021,OUCH-September 2019-Spanish.pdf,/content/dam/us-wire-wm1/documents/work/home_office/information-security/ouch!-newsletters/ouch!-september-2019,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/information-security/ouch!-newsletters/ouch!-september-2019/OUCH-September 2019-Spanish.pdf"">Page Link</a>"
w0m00dm,3/22/2023,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/information-security/ouch!-newsletters/ouch!-march-2023/ouch!_march_2023_hindi_digital_spring_cleaning_in_7_simple_steps.pdf"">Page Link</a>"
w0m00dm,3/22/2023,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/information-security/ouch!-newsletters/ouch!-march-2023/ouch!_march_2023_spanish_(Latin_America)_digital_spring_cleaning_in_7_simple_steps.pdf"">Page Link</a>"
w0m00dm,3/22/2023,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/information-security/ouch!-newsletters/ouch!-march-2023/ouch!_march_2023_english_digital_spring_cleaning_in_7_simple_steps.pdf"">Page Link</a>"
w0m00dm,3/22/2023,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/information-security/ouch!-newsletters/ouch!-march-2023/ouch!_march_2023_chinese_(Traditional_Taiwan)_digital_spring_cleaning_in_7_simple_steps.pdf"">Page Link</a>"
w0m00dm,3/22/2023,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/information-security/ouch!-newsletters/ouch!-march-2023/ouch!_march_2023_french_digital_spring_cleaning_in_7_simple_steps.pdf"">Page Link</a>"
k0a00qn,3/19/2021,Interdepartmental-Request-Protocol-030918.pdf,/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/home_office/ethics-true-north/investigations/unpublished/Interdepartmental-Request-Protocol-030918.pdf"">Page Link</a>"
c0h00ss,11/11/2021,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/vision-dept/operations/tools-reports/Optical_Outs_11-11-2021.pdf"">Page Link</a>"
j0h0mhh,3/24/2022,HWLD_Pharmacy_Technician Hiring Decision Tree_12.pdf,/content/dam/us-wire-wm1/documents/health-wellness/hw-learning/h-w-learning-hub/test,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/hw-learning/h-w-learning-hub/test/HWLD_Pharmacy_Technician Hiring Decision Tree_12.pdf"">Page Link</a>"
szuluet,8/24/2021,WA_Tech_Utilization_Plan,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/wa/clinical-services-by-state,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/expired/WA_Tech_Utilization_Plan"">Page Link</a>"
