Store,City,ST,Tracking ID,Ship date,Status,Scheduled delivery date,Package Dimensions
260,WAXAHACHIE,TX,631453396108,4/6/2023,Departed FedEx location,4/7/2023,16.8x9x0 IN
261,HOT SPRINGS,AR,631453397090,4/6/2023,Departed FedEx location,4/7/2023,17x8.6x0 IN
262,BENTON,IL,631453378613,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
264,DICKSON,TN,631453386909,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
265,TERRELL,TX,631453395958,4/6/2023,Arrived at FedEx location,4/6/2023,0x0x0 IN
266,GRAPEVINE,TX,631453396704,4/6/2023,Departed FedEx location,4/7/2023,16.6x8.6x0 IN
267,WEBB CITY,MO,631453379881,4/6/2023,In transit,4/10/2023,16.6x8.6x0 IN
268,SAVANNAH,TN,631453386910,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
269,LAWTON,OK,631453393635,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
271,BOWIE,TX,631453397939,4/6/2023,Departed FedEx location,4/7/2023,16.8x8.6x0 IN
272,FRANKLIN,TN,631453378197,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
273,FULTON,MS,631453388934,4/6/2023,In transit,4/10/2023,31.2x15x0 IN
274,IUKA,MS,631453388945,4/6/2023,In transit,4/10/2023,31.2x15x0 IN
275,LIVINGSTON,TX,631453395237,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
276,STIGLER,OK,631453396830,4/6/2023,Departed FedEx location,4/7/2023,16.6x8.6x0 IN
277,MOORE,OK,631453396347,4/6/2023,Departed FedEx location,4/7/2023,16.4x8.6x0 IN
278,SHREVEPORT,LA,631453395156,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
279,DE QUEEN,AR,631453397891,4/6/2023,Departed FedEx location,4/7/2023,16.6x8.8x0 IN
280,ROCKDALE,TX,631453397229,4/6/2023,Arrived at FedEx location,4/7/2023,0x0x0 IN
281,HEBER SPGS,AR,631453397089,4/6/2023,Departed FedEx location,4/7/2023,16.6x8.6x0 IN
282,FRANKLIN,KY,631453390831,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
283,BRIDGE CITY,TX,631453395248,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
284,MANSFIELD,TX,631453396690,4/6/2023,Departed FedEx location,4/7/2023,16.8x8.6x0 IN
285,HUNTSVILLE,TX,631453392845,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
286,ENNIS,TX,631453393407,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
287,JASPER,AL,631453389930,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
288,WOODVILLE,TX,631453397696,4/6/2023,Departed FedEx location,4/7/2023,17.2x8.6x0 IN
289,MCGEHEE,AR,631453379631,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
290,GONZALES,TX,631453397755,4/6/2023,Arrived at FedEx location,4/7/2023,17.2x8.6x0 IN
292,LOCKHART,TX,631453397424,4/6/2023,Departed FedEx location,4/7/2023,17.2x8.6x0 IN
293,NAVASOTA,TX,631453392856,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
294,CENTRAL CITY,KY,631453390875,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
295,EUREKA,MO,631453378624,4/6/2023,In transit,4/10/2023,16.6x8.6x0 IN
296,DARDANELLE,AR,631453397593,4/6/2023,Departed FedEx location,4/7/2023,16.8x8.6x0 IN
297,PORTER,TX,631453392867,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
298,BOAZ,AL,631453390257,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
299,BOWLING GREEN,KY,631453381252,4/6/2023,In transit,4/10/2023,16.2x8.6x0 IN
300,JACKSONVILLE,AL,631453389920,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
301,GADSDEN,AL,631453389919,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
302,MURPHYSBORO,IL,631453387651,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
303,HOLLY SPRINGS,MS,631453388875,4/6/2023,Arrived at FedEx location,4/10/2023,30.8x14.6x0 IN
304,SPRINGFIELD,TN,631453386920,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
305,CARTHAGE,MS,631453389390,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
306,ARAB,AL,631453390268,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
307,WEST MONROE,LA,631453394973,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
308,MANCHESTER,TN,631453386931,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
309,ABBEVILLE,LA,631453387310,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
310,CROWLEY,LA,631453387478,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
311,FRANKLIN,LA,631453378289,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
312,VILLE PLATTE,LA,631453378290,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
313,HIGH RIDGE,MO,631453378635,4/6/2023,In transit,4/10/2023,16.6x8.6x0 IN
314,FAYETTEVILLE,TN,631453386942,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
315,ONEONTA,AL,631453389908,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
316,ATTALLA,AL,631453389893,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
317,VANDALIA,IL,631453382248,4/6/2023,In transit,4/10/2023,16.4x8.2x0 IN
318,ARKADELPHIA,AR,631453397115,4/6/2023,Departed FedEx location,4/7/2023,16.6x8.6x0 IN
319,RAYMORE,MO,631453387776,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
320,MARLIN,TX,631453397413,4/6/2023,Arrived at FedEx location,4/7/2023,0x0x0 IN
321,BRENHAM,TX,631453392878,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
322,BRYAN,TX,631453392889,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
323,MANSFIELD,LA,631453395167,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
324,BRISTOW,OK,631453394377,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
325,RICHMOND,MO,631453387787,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
326,HIGGINSVILLE,MO,631453387798,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
328,WATERLOO,IL,631453378646,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
329,ANNISTON,AL,631453389996,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
330,VICTORIA,TX,631453395318,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
331,SULPHUR,LA,631453378304,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
332,HUNTSVILLE,AL,631453390280,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
333,BEAVER DAM,KY,631453390864,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
334,CARLINVILLE,IL,631453382259,4/6/2023,In transit,4/10/2023,16.4x8.2x0 IN
335,JACKSON,TN,631453388886,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
336,SHERIDAN,AR,631453397104,4/6/2023,Departed FedEx location,4/7/2023,16.8x8.8x0 IN
337,FREDERICKTOWN,MO,631453382638,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
338,LAMAR,MO,631453388967,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
339,FORDYCE,AR,631453379642,4/6/2023,In transit,4/10/2023,16.8x8.4x0 IN
340,CHECOTAH,OK,631453396851,4/6/2023,Departed FedEx location,4/7/2023,17.2x8.6x0 IN
341,MARYSVILLE,KS,631453387905,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
342,HIAWATHA,KS,631453392444,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
343,TAYLORVILLE,IL,631453382260,4/6/2023,In transit,4/10/2023,16.2x8.8x0 IN
344,EL CAMPO,TX,631453395329,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
345,PALESTINE,TX,631453394859,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
346,AUGUSTA,KS,631453394712,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
347,INDIANOLA,MS,631453389404,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
348,MONTICELLO,AR,631453379653,4/6/2023,In transit,4/10/2023,16.4x8.2x0 IN
350,YORK,NE,631453382650,4/6/2023,In transit,4/10/2023,16.6x8.4x0 IN
351,TOMBALL,TX,631453392890,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
352,CHESTER,IL,631453378657,4/6/2023,In transit,4/10/2023,16x8.6x0 IN
353,GRAHAM,TX,631453395487,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
354,OWENSVILLE,MO,631453378668,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
355,OPELIKA,AL,631453380392,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
356,AUBURN,AL,631453380407,4/6/2023,In transit,4/10/2023,16.4x8.2x0 IN
357,VERSAILLES,MO,631453391654,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
358,ALMA,AR,631453397550,4/6/2023,Departed FedEx location,4/7/2023,17.2x8.6x0 IN
359,FAYETTEVILLE,AR,631453381127,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
360,CUSHING,OK,631453393624,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
361,COLLINSVILLE,IL,631453378679,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
362,WINFIELD,AL,631453389757,4/6/2023,In transit,4/10/2023,30.8x14.6x0 IN
363,MARSHALL,MO,631453391665,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
364,CENTER,TX,631453394848,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
365,PEARL,MS,631453389378,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
366,MADISONVILLE,TN,631453391058,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
368,PARSONS,KS,631453397457,4/6/2023,Departed FedEx location,4/7/2023,17x9x0 IN
369,WINFIELD,KS,631453394701,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
370,WELLINGTON,KS,631453394609,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
371,GRANBURY,TX,631453396689,4/6/2023,Departed FedEx location,4/7/2023,16.8x8.6x0 IN
372,DODGE CITY,KS,631453389014,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
373,HUNTSVILLE,AR,631453381138,4/6/2023,In transit,4/10/2023,16x8.4x0 IN
374,COWETA,OK,631453394388,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
375,HUNTSVILLE,AL,631453380977,4/6/2023,In transit,4/10/2023,16.6x8.4x0 IN
376,BOSSIER CITY,LA,631453395178,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
378,HOLTON,KS,631453387813,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
379,OZARK,MO,631453379892,4/6/2023,In transit,4/10/2023,16.4x8.2x0 IN
381,COPPERAS COVE,TX,631453394447,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
382,OTTAWA,KS,631453378944,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
383,SILSBEE,TX,631453395259,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
384,LUMBERTON,TX,631453397700,4/6/2023,Departed FedEx location,4/7/2023,17.2x8.6x0 IN
385,CUERO,TX,631453397711,4/6/2023,Departed FedEx location,4/7/2023,17.2x8.6x0 IN
386,JENNINGS,LA,631453387456,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
387,CHANDLER,OK,631453393613,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
388,FORT SMITH,AR,631453397571,4/6/2023,Departed FedEx location,4/7/2023,16.6x8.6x0 IN
389,EDMOND,OK,631453396440,4/6/2023,Arrived at FedEx location,4/7/2023,0x0x0 IN
390,WAVERLY,TN,631453386953,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
391,TUPELO,MS,631453388761,4/6/2023,In transit,4/10/2023,31.2x14.8x0 IN
392,WEATHERFORD,OK,631453396428,4/6/2023,Arrived at FedEx location,4/7/2023,16.8x9.2x0 IN
393,JACKSON,TN,631453388625,4/6/2023,Arrived at FedEx location,4/10/2023,30.8x14.6x0 IN
394,MOULTON,AL,631453390290,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
395,MISSION,TX,631453381701,4/6/2023,In transit,4/10/2023,16.6x8.4x0 IN
396,ANDERSON,SC,631453381024,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
397,MCALLEN,TX,631453391210,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
398,LONGVIEW,TX,631453394930,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,,0x0x0 IN
399,LONGVIEW,TX,631453394826,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
400,CONROE,TX,631453392904,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
401,PLAQUEMINE,LA,631453391150,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
402,BREAUX BRIDGE,LA,631453387537,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
403,RUSSELLVILLE,AL,631453390279,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
404,SAN MARCOS,TX,631453397402,4/6/2023,Departed FedEx location,4/7/2023,17x9x0 IN
405,LEESVILLE,LA,631453397674,4/6/2023,Departed FedEx location,4/7/2023,16.6x8.6x0 IN
406,SMYRNA,TN,631453386964,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
407,KILLEEN,TX,631453394470,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
408,PORT ARTHUR,TX,631453395260,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
409,HALEYVILLE,AL,631453389882,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
410,MURRAY,KY,631453381263,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
411,HOUSTON,MS,631453380278,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
412,ATHENS,TX,631453397490,4/6/2023,Arrived at FedEx location,4/7/2023,16.4x8.8x0 IN
413,PORT ISABEL,TX,631453391220,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
414,WICHITA FALLS,TX,631453397917,4/6/2023,Departed FedEx location,4/7/2023,16.6x8.8x0 IN
415,BROUSSARD,LA,631453387581,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
416,MURFREESBORO,TN,631453386975,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
417,SULPHUR SPRINGS,TX,631453395947,4/6/2023,Arrived at FedEx location,4/7/2023,0x0x0 IN
418,FAIRBURY,NE,631453392341,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
419,PRATT,KS,631453394631,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
420,WICHITA FALLS,TX,631453397928,4/6/2023,Departed FedEx location,4/7/2023,16.8x9.2x0 IN
421,DECATUR,TX,631453396678,4/6/2023,Arrived at FedEx location,4/7/2023,0x0x0 IN
422,ROBINSON,IL,631453391459,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
423,ALABASTER,AL,631453380613,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
424,CLANTON,AL,631453389702,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
425,BRENT,AL,631453389746,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
426,COLONY,TX,631453398008,4/6/2023,Arrived at FedEx location,4/7/2023,17x8.8x0 IN
427,GREENVILLE,TX,631453395796,4/6/2023,Arrived at FedEx location,4/6/2023,0x0x0 IN
428,ZACHARY,LA,631453391140,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
429,EDINBURG,TX,631453391231,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
430,MAYFIELD,KY,631453381274,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
431,PADUCAH,KY,631453390897,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
432,TALLADEGA,AL,631453389871,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
433,HUNTSVILLE,AL,631453390198,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
434,HUNTSVILLE,AL,631453390305,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
435,HIGHLAND,IL,631453378680,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
436,CARLYLE,IL,631453378690,4/6/2023,In transit,4/10/2023,16.6x8.4x0 IN
437,SEALY,TX,631453395590,4/6/2023,Arrived at FedEx location,4/7/2023,16.4x8.6x0 IN
