Store Number,Invoice Number,Date of Invoice ,   Total Amount   ,Out of Scope,Area of Machine,Memo,Comment
1159,867835,2/6/2024, 464.31 ,SITE DECLINED TROUBLESHOOTING,OTHER,&nbsp;,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.
1169,867846,2/6/2024, 467.29 ,SITE DECLINED TROUBLESHOOTING,OTHER,&nbsp;,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.
1179,867995,2/6/2024, 321.00 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
1180,867984,2/6/2024, 321.00 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
1197,867841,2/6/2024, 453.69 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
1239,867899,2/6/2024," 1,015.59 ",NON DEVICE RELATED ISSUES,OTHER,&nbsp;,MISC: MISC:  Issue was due to incorrect site input.
1314,867740,2/6/2024, 318.00 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
1315,867897,2/6/2024," 1,003.75 ",IMPROPER HANDLING - OTHER,OTHER,Power Supply,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
1376,867788,2/6/2024, 464.31 ,SITE DECLINED TROUBLESHOOTING,OTHER,&nbsp;,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.
1390,868040,2/6/2024, 685.46 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
1493,867682,2/6/2024, 312.00 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
1510,868065,2/6/2024, 318.00 ,IMPROPER HANDLING - COIN SORTER,BCR,Coin Sorter,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
1553,868028,2/6/2024, 547.84 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
1594,867672,2/6/2024, 321.75 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
1613,867772,2/6/2024, 320.25 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
1623,868002,2/6/2024, 546.55 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
1645,867880,2/6/2024," 1,741.28 ",NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
1794,867800,2/6/2024, 659.57 ,IMPROPER HANDLING - OTHER,OTHER,Key,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
1932,867892,2/6/2024, 675.85 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
1948,868080,2/6/2024, 871.25 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,MISC: MISC:  Issue was due to incorrect site input.
1961,867915,2/6/2024, 450.50 ,SITE DECLINED TROUBLESHOOTING,OTHER,&nbsp;,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.
1962,867895,2/6/2024, 684.86 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
1973,867904,2/6/2024, 459.00 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
1986,867913,2/6/2024, 455.82 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
2001,867744,2/6/2024, 325.06 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,&nbsp;,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.
2007,867805,2/6/2024, 539.01 ,IMPROPER HANDLING - OTHER,OTHER,Key,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
2082,867770,2/6/2024, 633.03 ,IMPROPER HANDLING - OTHER,OTHER,Key,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
2126,868061,2/6/2024," 1,408.75 ",IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
2156,867686,2/6/2024, 325.88 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
2297,867991,2/6/2024, 328.50 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
2373,867708,2/6/2024, 321.00 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
2613,867951,2/6/2024, 321.75 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
2712,868033,2/6/2024, 327.00 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
2814,868070,2/6/2024, 551.71 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
2844,867900,2/6/2024, 684.86 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
2962,867923,2/6/2024, 454.75 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
2978,867893,2/6/2024, 584.51 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
2991,867896,2/6/2024, 460.06 ,IMPROPER HANDLING - COIN SORTER,BCR,Coin Sorter,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
3019,867959,2/6/2024, 472.10 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
3159,867833,2/6/2024, 453.16 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,&nbsp;,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.
3224,867732,2/6/2024, 324.75 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
3230,867783,2/6/2024, 466.97 ,IMPROPER HANDLING - OTHER,OTHER,Key,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
3230,867977,2/6/2024," 1,861.56 ",IMPROPER HANDLING - OTHER,OTHER,Key,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
3348,868050,2/6/2024, 454.75 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
3363,867763,2/6/2024, 621.35 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
3380,867628,2/6/2024, 326.70 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,MISC: MISC:  Issue was due to incorrect site input.
3570,867999,2/6/2024, 324.00 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
3625,868005,2/6/2024, 321.00 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
3628,867728,2/6/2024, 318.00 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
3835,868077,2/6/2024, 327.75 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
3886,867866,2/6/2024, 460.06 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
4055,867922,2/6/2024, 460.06 ,IMPROPER HANDLING - IMPROPER RACKING OF NR,BNR,Improper Racking of NR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
4160,867745,2/6/2024, 529.56 ,IMPROPER HANDLING - OTHER,OTHER,Key,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
4285,867665,2/6/2024, 620.72 ,IMPROPER HANDLING - GAS SPRING,OTHER,Gas Spring,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
4332,867956,2/6/2024, 452.63 ,SITE DECLINED TROUBLESHOOTING,OTHER,&nbsp;,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.
4615,868013,2/6/2024, 329.90 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
4654,868100,2/6/2024, 771.28 ,IMPROPER HANDLING - TOUCH SCREEN,OTHER,Touch Screen,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
4819,867955,2/6/2024, 460.06 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
4939,867684,2/6/2024, 324.75 ,SITE DECLINED TROUBLESHOOTING,OTHER,&nbsp;,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.
5014,867710,2/6/2024," 4,561.62 ",CUSTOMER FAILED TO CANCEL CALL,OTHER,&nbsp;,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.
5094,867925,2/6/2024," 1,025.05 ",NON DEVICE RELATED ISSUES,OTHER,&nbsp;,MISC: MISC:  Issue was due to incorrect site input.
5111,867969,2/6/2024, 319.88 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
5155,867875,2/6/2024, 459.27 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
5157,868067,2/6/2024, 318.75 ,SITE DECLINED TROUBLESHOOTING,OTHER,&nbsp;,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.
5162,867822,2/6/2024, 591.26 ,IMPROPER HANDLING - OTHER,OTHER,Combo Lock,MISUSE: Operation of the equipment other than for its normal and intended purposes.
5189,867971,2/6/2024, 325.80 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
5227,867979,2/6/2024, 450.51 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,&nbsp;,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.
5231,867830,2/6/2024, 464.32 ,SITE DECLINED TROUBLESHOOTING,OTHER,&nbsp;,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.
5281,867754,2/6/2024, 912.36 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
5299,867859,2/6/2024, 321.00 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
5430,867876,2/6/2024, 457.41 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
5455,867949,2/6/2024, 321.00 ,IMPROPER HANDLING - VAULT,OTHER,Vault,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
5487,867758,2/6/2024, 318.00 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
5702,868000,2/6/2024, 889.74 ,IMPROPER HANDLING - OTHER,OTHER,Power Supply,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
5703,867702,2/6/2024, 442.00 ,IMPROPER HANDLING - OTHER,OTHER,Combo Lock,MISUSE: Operation of the equipment other than for its normal and intended purposes.
5776,867882,2/6/2024, 454.75 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
6178,868063,2/6/2024, 323.25 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,MISC: MISC:  Issue was due to incorrect site input.
6369,867719,2/6/2024, 319.88 ,SITE DECLINED TROUBLESHOOTING,OTHER,&nbsp;,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.
8273,867755,2/6/2024, 327.15 ,SITE DECLINED TROUBLESHOOTING,OTHER,&nbsp;,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.
124,23290971,2/6/2024," 3,234.42 ",IMPROPER HANDLING - CASSETTES,BNR,Cassettes,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
192,23342080,2/6/2024, 703.07 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
709,23429763,2/6/2024, 450.50 ,IMPROPER HANDLING - COIN SORTER,BCR,Coin Sorter,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
1260,23429751,2/6/2024," 3,237.08 ",NON DEVICE RELATED ISSUES,OTHER,&nbsp;,MISC: MISC:  Issue was due to incorrect site input.
1306,23429750,2/6/2024, 324.57 ,IMPROPER HANDLING - COIN SORTER,BCR,Coin Sorter,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
1961,23342089,2/6/2024, 450.50 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
2052,23429755,2/6/2024, 894.88 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,MISC: MISC:  Issue was due to incorrect site input.
2945,23429749,2/6/2024, 318.00 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
5608,23429765,2/6/2024, 459.53 ,SITE DECLINED TROUBLESHOOTING,OTHER,&nbsp;,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.
5727,23342079,2/6/2024, 321.00 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
7301,23342086,2/6/2024, 331.35 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
6533,23342069,2/6/2024, 871.25 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,MISC: MISC:  Issue was due to incorrect site input.
8150,23429739,2/6/2024, 321.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,&nbsp;,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.
1832,871210,2/6/2024," 1,110.02 ",Improper Handling,BNR,Separator,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
565,870132,2/7/2024, 524.86 ,IMPROPER HANDLING - OTHER,OTHER,Top Cover,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
2163,870129,2/7/2024," 1,583.34 ",IMPROPER HANDLING - CASSETTES,BNR,Cassettes,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
4153,870123,2/7/2024," 1,587.43 ",IMPROPER HANDLING - CASSETTES,BNR,Cassettes,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
709,23342329,2/7/2024, 318.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,&nbsp;,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.
716,23342104,2/7/2024, 321.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,&nbsp;,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.
913,23342109,2/7/2024, 321.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,&nbsp;,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.
1063,23342029,2/7/2024, 517.13 ,IMPROPER HANDLING - OTHER,OTHER,Key,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
1306,23342091,2/7/2024, 579.76 ,IMPROPER HANDLING - COIN SORTER,BCR,Coin Sorter,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
1349,23429773,2/7/2024, 321.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,&nbsp;,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.
1690,23341909,2/7/2024, 776.93 ,IMPROPER HANDLING - HOPPERS,BCR,Hoppers,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.
1984,23429782,2/7/2024, 821.93 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,MISC: MISC:  Issue was due to incorrect site input.
2012,23341893,2/7/2024, 497.24 ,IMPROPER HANDLING - OTHER,OTHER,Key,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
2163,23305417,2/7/2024," 1,583.34 ",IMPROPER HANDLING - CASSETTES,BNR,Cassettes,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
2395,23342094,2/7/2024, 891.94 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,MISC: MISC:  Issue was due to incorrect site input.
2627,23342107,2/7/2024, 322.50 ,NON DEVICE RELATED ISSUES,OTHER,&nbsp;,COIN AUDIT: Coin Audit
2830,23342326,2/7/2024, 450.50 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,&nbsp;,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.
2962,23341836,2/7/2024, 667.72 ,IMPROPER HANDLING - VAULT,OTHER,Vault,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.
3582,23342111,2/7/2024, 454.63 ,SITE DECLINED TROUBLESHOOTING,OTHER,&nbsp;,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.
