Store #,Format,City,State,Rx Freq,October Rx,November Rx,December Rx,Service Provider,Phone Number,,,
473,WMT,GIDDINGS,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
475,SUP,ROUND ROCK,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
476,SUP,GATESVILLE,TX,180,4,,,CLEAN EARTH,877-406-5295,,,
477,SUP,SODDY DAISY,TN,90,,22,,CLEAN EARTH,877-406-5295,,,
478,WMT,PEARSALL,TX,90,,,13,CLEAN EARTH,877-406-5295,,,
479,SUP,Altus,OK,90,25,,,CLEAN EARTH,877-406-5295,,,
480,WMT,PITTSFIELD,IL,90,,,20,CLEAN EARTH,877-406-5295,,,
481,SUP,MATTOON,IL,180,11,,,CLEAN EARTH,877-406-5295,,,
482,WMT,WEST COLUMBIA,TX,90,,,13,CLEAN EARTH,877-406-5295,,,
484,SUP,LAWRENCE,KS,90,,8,,CLEAN EARTH,877-406-5295,,,
485,SUP,Donaldsonville,LA,180,18,,,CLEAN EARTH,877-406-5295,,,
486,SUP,BONNER SPRINGS,KS,180,4,,,CLEAN EARTH,877-406-5295,,,
489,SUP,Hammond,LA,90,,22,,CLEAN EARTH,877-406-5295,,,
490,SUP,CORPUS CHRISTI,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
491,SUP,Paducah,KY,90,,8,,CLEAN EARTH,877-406-5295,,,
492,SUP,VINCENNES,IN,90,,15,,CLEAN EARTH,877-406-5295,,,
493,SUP,Paris,KY,180,25,,,CLEAN EARTH,877-406-5295,,,
497,SUP,Shelbyville,KY,180,11,,,CLEAN EARTH,877-406-5295,,,
498,SUP,Jena,LA,180,11,,,CLEAN EARTH,877-406-5295,,,
499,SUP,Enid,OK,180,11,,,CLEAN EARTH,877-406-5295,,,
500,SUP,EL PASO,TX,90,4,,,CLEAN EARTH,877-406-5295,,,
502,SUP,Galliano,LA,180,18,,,CLEAN EARTH,877-406-5295,,,
503,WMT,COLUMBUS,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
504,SUP,GALVESTON,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
505,SUP,DeRidder,LA,180,,,13,CLEAN EARTH,877-406-5295,,,
506,SUP,FLORA,IL,180,18,,,CLEAN EARTH,877-406-5295,,,
507,SUP,Lawrenceburg,KY,180,11,,,CLEAN EARTH,877-406-5295,,,
508,SUP,KERRVILLE,TX,90,11,,,CLEAN EARTH,877-406-5295,,,
512,SUP,EL PASO,TX,90,4,,,CLEAN EARTH,877-406-5295,,,
513,SUP,BIG SPRING,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
516,SUP,GUN BARREL CITY,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
517,SUP,Mustang,OK,180,11,,,CLEAN EARTH,877-406-5295,,,
519,SUP,Harrodsburg,KY,90,,,6,CLEAN EARTH,877-406-5295,,,
521,SUP,LAKE CHARLES,LA,90,25,,,CLEAN EARTH,877-406-5295,,,
522,SUP,CROSBY,TX,180,18,,,CLEAN EARTH,877-406-5295,,,
523,SUP,CARTHAGE,TX,180,4,,,CLEAN EARTH,877-406-5295,,,
524,SUP,KENEDY,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
526,SUP,LOUISVILLE (NE),KY,180,11,,,CLEAN EARTH,877-406-5295,,,
527,SUP,ANGLETON,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
529,SUP,LA MARQUE,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
531,SUP,Lafayette,LA,90,,15,,CLEAN EARTH,877-406-5295,,,
532,SUP,Gonzales,LA,90,4,,,CLEAN EARTH,877-406-5295,,,
533,SUP,New Iberia,LA,90,,15,,CLEAN EARTH,877-406-5295,,,
535,SUP,ABILENE,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
536,SUP,ABILENE,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
537,SUP,ODESSA,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
539,SUP,Alexandria,LA,90,25,,,CLEAN EARTH,877-406-5295,,,
540,SUP,Bayou Vista,LA,90,,22,,CLEAN EARTH,877-406-5295,,,
541,SUP,Covington,LA,90,,15,,CLEAN EARTH,877-406-5295,,,
542,SUP,Houma,LA,90,,22,,CLEAN EARTH,877-406-5295,,,
543,SUP,Opelousas,LA,90,25,,,CLEAN EARTH,877-406-5295,,,
544,SUP,DEL CITY,OK,90,,22,,CLEAN EARTH,877-406-5295,,,
545,WMT,Manchester,KY,No Rx,,,,CLEAN EARTH,877-406-5295,,,
546,SUP,RICHMOND,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
550,SUP,LAWRENCEVILLE,IL,180,11,,,CLEAN EARTH,877-406-5295,,,
552,WMT,Whitesburg,KY,90,,29,,CLEAN EARTH,877-406-5295,,,
553,SUP,Slidell,LA,180,11,,,CLEAN EARTH,877-406-5295,,,
554,WMT,LAREDO,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
557,SUP,EMPORIA,KS,90,,22,,CLEAN EARTH,877-406-5295,,,
558,SUP,SALINA,KS,60,,22,,CLEAN EARTH,877-406-5295,,,
560,SUP,SAINT JOSEPH,MO,90,,15,,CLEAN EARTH,877-406-5295,,,
561,SUP,EASTLAND,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
564,SUP,OKLAHOMA CITY,OK,90,,15,,CLEAN EARTH,877-406-5295,,,
565,SUP,CORSICANA,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
566,SUP,BOONVILLE,IN,60,18,,6,CLEAN EARTH,877-406-5295,,,
567,WMT,CALDWELL,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
568,SUP,Carthage,TN,180,11,,,CLEAN EARTH,877-406-5295,,,
569,SUP,Columbia,KY,90,,22,,CLEAN EARTH,877-406-5295,,,
571,SUP,Georgetown,KY,90,,29,,CLEAN EARTH,877-406-5295,,,
572,SUP,KILGORE,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
573,SUP,LEES SUMMIT,MO,90,,29,,CLEAN EARTH,877-406-5295,,,
576,SUP,Tulsa,OK,90,,15,,CLEAN EARTH,877-406-5295,,,
577,SUP,OLATHE,KS,180,11,,,CLEAN EARTH,877-406-5295,,,
578,SUP,Sevierville,TN,90,,,20,CLEAN EARTH,877-406-5295,,,
583,SUP,Oneida,TN,90,,8,,CLEAN EARTH,877-406-5295,,,
584,SUP,Dry Ridge,KY,90,,29,,CLEAN EARTH,877-406-5295,,,
587,SUP,Sparta,TN,90,,,13,CLEAN EARTH,877-406-5295,,,
589,SUP,Louisville,KY,90,,15,,CLEAN EARTH,877-406-5295,,,
590,SUP,FORT WORTH,TX,180,,,13,CLEAN EARTH,877-406-5295,,,
591,SUP,Cynthiana,KY,90,,29,,CLEAN EARTH,877-406-5295,,,
592,SUP,DERBY,KS,90,,8,,CLEAN EARTH,877-406-5295,,,
595,SUP,HARLINGEN,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
596,WMT,HERRIN,IL,90,,,6,CLEAN EARTH,877-406-5295,,,
599,SUP,Kingsport,TN,90,18,,,CLEAN EARTH,877-406-5295,,,
600,SUP,PAMPA,TX,180,,,13,CLEAN EARTH,877-406-5295,,,
601,SUP,SAN ANGELO,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
602,SUP,SPRING,TX,90,11,,,CLEAN EARTH,877-406-5295,,,
603,SUP,PEKIN,IL,180,,,13,CLEAN EARTH,877-406-5295,,,
607,WMT,Hobart,OK,90,,,20,CLEAN EARTH,877-406-5295,,,
608,SUP,MIDLAND ,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
609,SUP,HANNIBAL,MO,180,11,,,CLEAN EARTH,877-406-5295,,,
610,SUP,STEPHENVILLE,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
612,SUP,CHARLESTON,IL,180,11,,,CLEAN EARTH,877-406-5295,,,
617,WMT,SULLIVAN,IN,60,11,,6,CLEAN EARTH,877-406-5295,,,
619,SUP,Dayton,TN,90,,15,,CLEAN EARTH,877-406-5295,,,
620,SUP,Bristol,TN,180,18,,,CLEAN EARTH,877-406-5295,,,
622,SUP,Oklahoma City,OK,90,,15,,CLEAN EARTH,877-406-5295,,,
626,WMT,SEMINOLE,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
633,SUP,KEWANEE,IL,180,18,,,CLEAN EARTH,877-406-5295,,,
636,SUP,PRINCETON,IL,90,,,6,CLEAN EARTH,877-406-5295,,,
648,SUP,SAINT PETERS,MO,90,,22,,CLEAN EARTH,877-406-5295,,,
651,SUP,BEAUMONT,TX,180,18,,,CLEAN EARTH,877-406-5295,,,
652,SUP,GARDEN CITY,KS,180,,,6,CLEAN EARTH,877-406-5295,,,
653,SUP,Hopkinsville,KY,90,,8,,CLEAN EARTH,877-406-5295,,,
655,SUP,Hanson,KY,90,,,6,CLEAN EARTH,877-406-5295,,,
656,SUP,Shelbyville,TN,90,,29,,CLEAN EARTH,877-406-5295,,,
657,SUP,Cookeville,TN,90,,,13,CLEAN EARTH,877-406-5295,,,
659,SUP,Nashville,TN,90,,15,,CLEAN EARTH,877-406-5295,,,
663,SUP,Athens,TN,90,,15,,CLEAN EARTH,877-406-5295,,,
664,SUP,HAYS,KS,90,,15,,CLEAN EARTH,877-406-5295,,,
665,SUP,Campbellsville,KY,90,18,,,CLEAN EARTH,877-406-5295,,,
667,SUP,Tullahoma,TN,180,25,,,CLEAN EARTH,877-406-5295,,,
668,SUP,McMinnville,TN,180,25,,,CLEAN EARTH,877-406-5295,,,
671,SUP,Lebanon,TN,90,,15,,CLEAN EARTH,877-406-5295,,,
672,SUP,Alcoa,TN,90,18,,,CLEAN EARTH,877-406-5295,,,
673,SUP,Clarksville,TN,90,,29,,CLEAN EARTH,877-406-5295,,,
674,SUP,Gallatin,TN,90,,15,,CLEAN EARTH,877-406-5295,,,
675,SUP,Union City,TN,180,18,,,CLEAN EARTH,877-406-5295,,,
676,SUP,Rockwood,TN,90,,,13,CLEAN EARTH,877-406-5295,,,
677,SUP,Dyersburg,TN,90,,,20,CLEAN EARTH,877-406-5295,,,
678,SUP,Newport,TN,90,,,20,CLEAN EARTH,877-406-5295,,,
680,SUP,Greeneville,TN,90,18,,,CLEAN EARTH,877-406-5295,,,
682,SUP,Murfreesboro,TN,90,,29,,CLEAN EARTH,877-406-5295,,,
683,SUP,Lawrenceburg,TN,90,,,20,CLEAN EARTH,877-406-5295,,,
684,SUP,Lexington,TN,180,18,,,CLEAN EARTH,877-406-5295,,,
685,SUP,Morristown,TN,90,,,20,CLEAN EARTH,877-406-5295,,,
687,SUP,Crossville,TN,90,,,13,CLEAN EARTH,877-406-5295,,,
688,SUP,Nashville,TN,180,25,,,CLEAN EARTH,877-406-5295,,,
689,SUP,Somerset,KY,90,,29,,CLEAN EARTH,877-406-5295,,,
690,SUP,Elizabethton,TN,90,18,,,CLEAN EARTH,877-406-5295,,,
692,SUP,Danville,KY,90,,29,,CLEAN EARTH,877-406-5295,,,
693,WMT,Jackson,KY,60,18,,20,CLEAN EARTH,877-406-5295,,,
694,SUP,Henderson,KY,90,,,6,CLEAN EARTH,877-406-5295,,,
695,SUP,Madison,TN,180,11,,,CLEAN EARTH,877-406-5295,,,
696,WMT,Prestonsburg,KY,180,11,,,CLEAN EARTH,877-406-5295,,,
698,SUP,Cleveland,TN,180,11,,,CLEAN EARTH,877-406-5295,,,
701,SUP,Owensboro,KY,90,,,6,CLEAN EARTH,877-406-5295,,,
702,SUP,Winchester,KY,90,,29,,CLEAN EARTH,877-406-5295,,,
703,SUP,TOMBALL,TX,180,11,,,CLEAN EARTH,877-406-5295,,,
709,SUP,Elizabethtown,KY,90,11,,,CLEAN EARTH,877-406-5295,,,
710,SUP,Hermitage,TN,90,,15,,CLEAN EARTH,877-406-5295,,,
711,SUP,Glasgow,KY,90,,22,,CLEAN EARTH,877-406-5295,,,
719,SUP,Richmond,KY,90,,29,,CLEAN EARTH,877-406-5295,,,
720,SUP,Frankfort,KY,180,11,,,CLEAN EARTH,877-406-5295,,,
724,SUP,Jefferson City,TN,90,18,,,CLEAN EARTH,877-406-5295,,,
729,SUP,Bardstown,KY,180,18,,,CLEAN EARTH,877-406-5295,,,
735,SUP,Winchester,TN,90,,,20,CLEAN EARTH,877-406-5295,,,
736,SUP,Russellville,KY,180,18,,,CLEAN EARTH,877-406-5295,,,
737,SUP,Lewisburg,TN,180,25,,,CLEAN EARTH,877-406-5295,,,
738,SUP,Camden,TN,180,18,,,CLEAN EARTH,877-406-5295,,,
739,SUP,Middlesboro,KY,90,,29,,CLEAN EARTH,877-406-5295,,,
741,SUP,Lenoir City,TN,90,,8,,CLEAN EARTH,877-406-5295,,,
742,SUP,Kingsport,TN,90,18,,,CLEAN EARTH,877-406-5295,,,
743,SUP,OKLAHOMA CITY,OK,90,,15,,CLEAN EARTH,877-406-5295,,,
744,SUP,HUMBLE,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
746,SUP,TEMPLE,TX,90,25,,,CLEAN EARTH,877-406-5295,,,
752,SUP,PASADENA,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
755,SUP,AMARILLO,TX,180,,,13,CLEAN EARTH,877-406-5295,,,
757,SUP,PLEASANTON,TX,90,,,20,CLEAN EARTH,877-406-5295,,,
760,WMT,Hardinsburg,KY,No Rx,,,,CLEAN EARTH,877-406-5295,,,
761,SUP,Raceland,LA,180,18,,,CLEAN EARTH,877-406-5295,,,
765,SUP,SAN ANTONIO,TX,90,18,,,CLEAN EARTH,877-406-5295,,,
768,SUP,KATY,TX,90,11,,,CLEAN EARTH,877-406-5295,,,
770,SUP,GREAT BEND,KS,180,,,6,CLEAN EARTH,877-406-5295,,,
772,SUP,HOUSTON,TX,90,,15,,CLEAN EARTH,877-406-5295,,,
773,SUP,Eunice,LA,180,,,13,CLEAN EARTH,877-406-5295,,,
775,SUP,GALESBURG,IL,90,4,,,CLEAN EARTH,877-406-5295,,,
777,SUP,WEST ORANGE,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
781,SUP,MARBLE FALLS,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
782,SUP,UVALDE,TX,90,,15,,CLEAN EARTH,877-406-5295,,,
783,WMT,MACON,MO,90,,,20,CLEAN EARTH,877-406-5295,,,
786,SUP,DEKALB,IL,90,18,,,CLEAN EARTH,877-406-5295,,,
789,SUP,MESQUITE,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
791,SUP,ALICE,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
792,WMT,ALEDO,IL,90,,,6,CLEAN EARTH,877-406-5295,,,
793,SUP,CANYON,TX,180,,,13,CLEAN EARTH,877-406-5295,,,
794,SUP,HUTCHINSON,KS,90,,8,,CLEAN EARTH,877-406-5295,,,
796,SUP,PERU,IL,90,4,,,CLEAN EARTH,877-406-5295,,,
798,SUP,MARSHALL,IL,180,11,,,CLEAN EARTH,877-406-5295,,,
799,SUP,LIBERAL,KS,90,,15,,CLEAN EARTH,877-406-5295,,,
801,SUP,MARYVILLE,MO,90,,,20,CLEAN EARTH,877-406-5295,,,
803,SUP,Bogalusa,LA,90,,15,,CLEAN EARTH,877-406-5295,,,
804,SUP,MINERAL WELLS,TX,180,4,,,CLEAN EARTH,877-406-5295,,,
805,SUP,FENTON,MO,90,,8,,CLEAN EARTH,877-406-5295,,,
807,SUP,NORTH RICHLAND HILL,TX,180,4,,,CLEAN EARTH,877-406-5295,,,
808,SUP,LAKE JACKSON,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
812,SUP,DUMAS,TX,180,,,13,CLEAN EARTH,877-406-5295,,,
813,SUP,BROWNWOOD,TX,90,25,,,CLEAN EARTH,877-406-5295,,,
815,SUP,OSAGE BEACH,MO,180,18,,,CLEAN EARTH,877-406-5295,,,
820,SUP,BOONVILLE,MO,180,18,,,CLEAN EARTH,877-406-5295,,,
822,SUP,AMARILLO,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
823,SUP,Ponca City,OK,90,,29,,CLEAN EARTH,877-406-5295,,,
825,SUP,Stanford,KY,180,25,,,CLEAN EARTH,877-406-5295,,,
827,SUP,CANTON,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
828,SUP,PLAINFIELD,IN,90,,29,,CLEAN EARTH,877-406-5295,,,
830,WMT,ROCK FALLS,IL,90,,,20,CLEAN EARTH,877-406-5295,,,
833,SUP,CARMI,IL,90,,,13,CLEAN EARTH,877-406-5295,,,
834,SUP,BETHANY,MO,90,,,20,CLEAN EARTH,877-406-5295,,,
837,WMT,THAYER,MO,90,,,20,CLEAN EARTH,877-406-5295,,,
838,SUP,S. SANDS SPRINGS,OK,90,,29,,CLEAN EARTH,877-406-5295,,,
839,SUP,Baton Rouge,LA,90,4,,,CLEAN EARTH,877-406-5295,,,
844,SUP,MORRIS,IL,90,25,,,CLEAN EARTH,877-406-5295,,,
845,WMT,BUFFALO,MO,180,25,,,CLEAN EARTH,877-406-5295,,,
846,SUP,LA GRANGE,TX,90,,,20,CLEAN EARTH,877-406-5295,,,
849,SUP,SPRING,TX,90,11,,,CLEAN EARTH,877-406-5295,,,
852,SUP,OTTAWA,IL,90,4,,,CLEAN EARTH,877-406-5295,,,
854,SUP,FRANKFORT,IN,60,18,,13,CLEAN EARTH,877-406-5295,,,
861,SUP,LUBBOCK,TX,90,,15,,CLEAN EARTH,877-406-5295,,,
865,SUP,NEW BRAUNFELS,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
870,SUP,JASPER,IN,90,,29,,CLEAN EARTH,877-406-5295,,,
871,WMT,MOUNTAIN VIEW,MO,90,,,20,CLEAN EARTH,877-406-5295,,,
872,SUP,PEARLAND,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
876,SUP,Many,LA,90,,,20,CLEAN EARTH,877-406-5295,,,
879,SUP,Lafayette,TN,180,11,,,CLEAN EARTH,877-406-5295,,,
880,SUP,IRVING,TX,90,4,,,CLEAN EARTH,877-406-5295,,,
884,SUP,SHELBYVILLE,IN,90,,8,,CLEAN EARTH,877-406-5295,,,
888,WMT,BUTLER,MO,90,,,6,CLEAN EARTH,877-406-5295,,,
891,SUP,STERLING,IL,90,,,20,CLEAN EARTH,877-406-5295,,,
893,WMT,Lindsay,OK,90,,,20,CLEAN EARTH,877-406-5295,,,
894,SUP,Tulsa,OK,90,,15,,CLEAN EARTH,877-406-5295,,,
895,WMT,CUBA,MO,180,25,,,CLEAN EARTH,877-406-5295,,,
896,SUP,GRAND PRAIRIE,TX,90,4,,,CLEAN EARTH,877-406-5295,,,
897,SUP,FORT STOCKTON,TX,180,18,,,CLEAN EARTH,877-406-5295,,,
898,WMT,PECOS,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
900,SUP,CHILDRESS,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
901,SUP,SEGUIN,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
902,SUP,GREENCASTLE,IN,60,11,,6,CLEAN EARTH,877-406-5295,,,
909,SUP,Chalmette,LA,90,25,,,CLEAN EARTH,877-406-5295,,,
911,SUP,MARRERO,LA,90,25,,,CLEAN EARTH,877-406-5295,,,
912,SUP,NEW ORLEANS,LA,90,,15,,CLEAN EARTH,877-406-5295,,,
914,SUP,CASSVILLE,MO,180,4,,,CLEAN EARTH,877-406-5295,,,
915,SUP,STAFFORD,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
917,SUP,BRADY,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
918,SUP,MARSHALL,TX,180,25,,,CLEAN EARTH,877-406-5295,,,
922,SUP,CORYDON,IN,90,,8,,CLEAN EARTH,877-406-5295,,,
923,SUP,NOBLESVILLE,IN,90,,15,,CLEAN EARTH,877-406-5295,,,
927,SUP,PLAINVIEW,TX,180,18,,,CLEAN EARTH,877-406-5295,,,
933,SUP,ROCHELLE,IL,180,18,,,CLEAN EARTH,877-406-5295,,,
935,SUP,Denham Springs,LA,180,4,,,CLEAN EARTH,877-406-5295,,,
936,SUP,EFFINGHAM,IL,90,11,,,CLEAN EARTH,877-406-5295,,,
939,SUP,WACO,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
940,SUP,WESTWORTH VILLAGE,TX,180,4,,,CLEAN EARTH,877-406-5295,,,
945,SUP,LUBBOCK,TX,90,,15,,CLEAN EARTH,877-406-5295,,,
947,SUP,SHERMAN,TX,90,,15,,CLEAN EARTH,877-406-5295,,,
950,SUP,BARTLETT,TN,90,,8,,CLEAN EARTH,877-406-5295,,,
951,WMT,HEMPSTEAD,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
957,WMT,GENESEO,IL,90,,,6,CLEAN EARTH,877-406-5295,,,
961,SUP,La Place,LA,90,,22,,CLEAN EARTH,877-406-5295,,,
963,SUP,WEATHERFORD,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
964,SUP,EL PASO,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
972,SUP,LAKE WORTH,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
975,SUP,Durant,OK,90,4,,,CLEAN EARTH,877-406-5295,,,
976,SUP,Winnsboro,LA,90,11,,,CLEAN EARTH,877-406-5295,,,
978,SUP,ARKANSAS CITY,KS,180,25,,,CLEAN EARTH,877-406-5295,,,
989,SUP,Metairie,LA,90,25,,,CLEAN EARTH,877-406-5295,,,
992,SUP,Tulsa,OK,180,11,,,CLEAN EARTH,877-406-5295,,,
993,SUP,MCPHERSON,KS,90,,8,,CLEAN EARTH,877-406-5295,,,
995,SUP,FRANKLIN,IN,90,,8,,CLEAN EARTH,877-406-5295,,,
996,WMT,SPENCER,IN,60,11,,6,CLEAN EARTH,877-406-5295,,,
998,WNM,WESTWOOD,KS,90,,,20,CLEAN EARTH,877-406-5295,,,
999,SUP,SAN ANTONIO,TX,90,11,,,CLEAN EARTH,877-406-5295,,,
1000,SUP,BROWNSVILLE,TX,90,,15,,CLEAN EARTH,877-406-5295,,,
1002,SUP,LINTON,IN,60,11,,6,CLEAN EARTH,877-406-5295,,,
1003,SUP,PLANO,IL,180,,,6,CLEAN EARTH,877-406-5295,,,
1009,SUP,REPUBLIC,MO,90,,15,,CLEAN EARTH,877-406-5295,,,
1013,WMT,CLINTON,IN,90,,,6,CLEAN EARTH,877-406-5295,,,
1014,SUP,INDEPENDENCE,MO,90,,15,,CLEAN EARTH,877-406-5295,,,
1015,SUP,EL PASO,TX,90,4,,,CLEAN EARTH,877-406-5295,,,
1016,SUP,Thibodaux,LA,90,,22,,CLEAN EARTH,877-406-5295,,,
1021,SUP,WARRENTON,MO,90,,22,,CLEAN EARTH,877-406-5295,,,
1022,SUP,TYLER,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
1026,SUP,BEDFORD,IN,90,,29,,CLEAN EARTH,877-406-5295,,,
1028,SUP,EAST PEORIA,IL,90,,,20,CLEAN EARTH,877-406-5295,,,
1033,SUP,SEYMOUR,IN,90,,8,,CLEAN EARTH,877-406-5295,,,
1040,SUP,HOUSTON,TX,90,,15,,CLEAN EARTH,877-406-5295,,,
1041,SUP,WESLACO,TX,90,,15,,CLEAN EARTH,877-406-5295,,,
1042,SUP,BASTROP,TX,90,,,20,CLEAN EARTH,877-406-5295,,,
1043,SUP,Pauls Valley,OK,180,4,,,CLEAN EARTH,877-406-5295,,,
1044,SUP,TYLER,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
1046,WMT,CARRIZO SPRINGS,TX,90,25,,,CLEAN EARTH,877-406-5295,,,
1048,SUP,Williamsburg,KY,90,,29,,CLEAN EARTH,877-406-5295,,,
1051,SUP,LEVELLAND,TX,180,11,,,CLEAN EARTH,877-406-5295,,,
1053,SUP,La Grange,KY,180,11,,,CLEAN EARTH,877-406-5295,,,
1054,SUP,ATCHISON,KS,90,,,6,CLEAN EARTH,877-406-5295,,,
1055,SUP,GARLAND,TX,90,4,,,CLEAN EARTH,877-406-5295,,,
1056,SUP,Newcastle,OK,180,11,,,CLEAN EARTH,877-406-5295,,,
1062,SUP,FRIENDSWOOD,TX,90,11,,,CLEAN EARTH,877-406-5295,,,
1067,WMT,HALLETTSVILLE,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
1071,SUP,WOOD RIVER,IL,90,,8,,CLEAN EARTH,877-406-5295,,,
1073,SUP,LAMPASAS,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
1075,SUP,Clarksville,TN,90,,29,,CLEAN EARTH,877-406-5295,,,
1078,WMT,BALLINGER,TX,90,,,13,CLEAN EARTH,877-406-5295,,,
1080,SUP,Johnson City,TN,90,18,,,CLEAN EARTH,877-406-5295,,,
1089,SUP,Kimball,TN,180,11,,,CLEAN EARTH,877-406-5295,,,
1093,SUP,RANTOUL,IL,180,18,,,CLEAN EARTH,877-406-5295,,,
1094,SUP,RAYTOWN,MO,90,,29,,CLEAN EARTH,877-406-5295,,,
1098,SUP,PORT LAVACA,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
1099,SUP,WICHITA,KS,90,,8,,CLEAN EARTH,877-406-5295,,,
1102,SUP,Baker,LA,90,,22,,CLEAN EARTH,877-406-5295,,,
1103,SUP,HOUSTON,TX,90,,15,,CLEAN EARTH,877-406-5295,,,
1106,SUP,Vidalia,LA,180,11,,,CLEAN EARTH,877-406-5295,,,
1107,SUP,Oakdale,LA,180,,,13,CLEAN EARTH,877-406-5295,,,
1108,SUP,Oak Grove,LA,90,11,,,CLEAN EARTH,877-406-5295,,,
1109,SUP,Rayville,LA,180,11,,,CLEAN EARTH,877-406-5295,,,
1110,SUP,Farmerville,LA,90,,,6,CLEAN EARTH,877-406-5295,,,
1113,SUP,London,KY,90,,29,,CLEAN EARTH,877-406-5295,,,
1115,SUP,Hohenwald,TN,90,,,20,CLEAN EARTH,877-406-5295,,,
1116,SUP,Duncan,OK,90,25,,,CLEAN EARTH,877-406-5295,,,
1117,SUP,PLANO,TX,90,,15,,CLEAN EARTH,877-406-5295,,,
1118,SUP,BALCH SPRINGS,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
1120,SUP,GLADSTONE,MO,90,,15,,CLEAN EARTH,877-406-5295,,,
1125,SUP,NORMAL,IL,180,,,6,CLEAN EARTH,877-406-5295,,,
1126,SUP,BOERNE,TX,90,11,,,CLEAN EARTH,877-406-5295,,,
1128,SUP,MANSURA,LA,180,11,,,CLEAN EARTH,877-406-5295,,,
1129,SUP,AUSTIN,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
1136,SUP,Port Allen,LA,90,4,,,CLEAN EARTH,877-406-5295,,,
1137,SUP,HOUSTON,TX,90,4,,,CLEAN EARTH,877-406-5295,,,
1139,SUP,Morehead,KY,180,11,,,CLEAN EARTH,877-406-5295,,,
1140,SUP,MOUNT STERLING,KY,90,,29,,CLEAN EARTH,877-406-5295,,,
1141,SUP,GREENFIELD,IN,90,,8,,CLEAN EARTH,877-406-5295,,,
1142,SUP,SCOTTSBURG,IN,60,25,,13,CLEAN EARTH,877-406-5295,,,
1148,SUP,WICHITA FALLS,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
1149,SUP,SAFFORD,AZ,90,,22,,CLEAN EARTH,877-406-5295,,,
1150,SUP,COLLEGE STATION,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
1151,SUP,KANSAS CITY,KS,90,,15,,CLEAN EARTH,877-406-5295,,,
1154,SUP,FREDERICKSBURG,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
1157,WMT,NORTH VERNON,IN,60,25,,13,CLEAN EARTH,877-406-5295,,,
1159,WMT,New Tazewell,TN,90,,,6,CLEAN EARTH,877-406-5295,,,
1160,SUP,AURORA,IN,90,,8,,CLEAN EARTH,877-406-5295,,,
1161,WMT,SAINT CHARLES,MO,90,,22,,CLEAN EARTH,877-406-5295,,,
