Store Number,Invoice Number,Date of Invoice, Total Amount ,Out of Scope,Area of Machine,Memo,Comments
1718,INV168084-01255A,2/21/2025," 1,778.08 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/12/2024 19:00
511,INV168084-01255A,2/21/2025," 2,398.65 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/13/2024 9:44
5292,INV168084-01255A,2/21/2025, 811.93 ,ACTS OF NATURE,OTHER,"ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake, flood, tornado, etc.).",12/13/2024 8:03
3335,INV168084-01255A,2/21/2025, 517.72 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/13/2024 19:52
5320,INV168084-01255A,2/21/2025, 747.38 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/9/2024 15:49
4130,INV168084-01255A,2/21/2025, 954.81 ,ACTS OF NATURE,OTHER,"ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake, flood, tornado, etc.).",12/8/2024 14:00
1837,INV168084-01255A,2/21/2025, 449.20 ,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/9/2024 8:58
4704,INV168084-01255A,2/21/2025," 2,793.11 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/10/2024 9:55
1271,INV168084-01255A,2/21/2025, 517.58 ,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/11/2024 12:37
2071,INV168084-01255A,2/21/2025," 2,600.98 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/12/2024 15:02
502,INV168084-01255A,2/21/2025, 388.76 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/3/2024 23:00
337,INV168084-01255A,2/21/2025," 1,728.09 ",IMPROPER HANDLING - CASSETTES,BNR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",12/17/2024 14:55
194,INV168084-01255A,2/21/2025, 402.90 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/3/2024 19:31
1860,INV168084-01255A,2/21/2025, 394.54 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/7/2024 21:05
126,INV168084-01255A,2/21/2025, 479.04 ,NON DEVICE RELATED ISSUES,OTHER,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",12/14/2024 16:57
2592,INV168084-01255A,2/21/2025," 2,113.80 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/2/2024 8:33
727,INV168084-01255A,2/21/2025, 515.61 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/2/2024 10:42
1512,INV168084-01255A,2/21/2025, 532.42 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/2/2024 12:29
2886,INV168084-01255A,2/21/2025," 1,080.57 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/2/2024 14:58
1075,INV168084-01255A,2/21/2025, 766.22 ,IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/14/2024 14:44
1395,INV168084-01255A,2/21/2025," 1,355.37 ",FOREIGN OBJECT - COIN,BNR,FOREIGN OBJECT – COIN: The unit failure or damage was due to a coin found in the note recycler.,12/3/2024 11:15
641,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/4/2024 8:51
2065,INV168084-01255A,2/21/2025, 327.75 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/5/2024 12:06
5740,INV168084-01255A,2/21/2025, 975.77 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/3/2024 12:06
5347,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/3/2024 16:32
1342,INV168084-01255A,2/21/2025," 2,840.27 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/4/2024 14:24
135,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/4/2024 13:34
4528,INV168084-01255A,2/21/2025, 316.00 ,IMPROPER HANDLING - VAULT,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/4/2024 15:05
2985,INV168084-01255A,2/21/2025, 300.00 ,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/4/2024 11:43
5492,INV168084-01255A,2/21/2025," 3,029.59 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/4/2024 15:53
3503,INV168084-01255A,2/21/2025, 321.00 ,IMPROPER HANDLING - VAULT,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/5/2024 12:47
778,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/4/2024 18:42
1851,INV168084-01255A,2/21/2025, 715.78 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/5/2024 12:24
1697,INV168084-01255A,2/21/2025," 1,083.77 ",SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/5/2024 16:14
808,INV168084-01255A,2/21/2025, 324.75 ,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/5/2024 6:27
1962,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - TOUCH SCREEN,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/5/2024 9:20
4201,INV168084-01255A,2/21/2025," 1,789.11 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/6/2024 8:54
621,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/6/2024 13:55
2287,INV168084-01255A,2/21/2025," 1,068.48 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/6/2024 15:28
3133,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/6/2024 16:38
3537,INV168084-01255A,2/21/2025, 467.93 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/7/2024 8:39
3896,INV168084-01255A,2/21/2025, 549.27 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/7/2024 13:26
4366,INV168084-01255A,2/21/2025, 460.06 ,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/7/2024 12:47
2265,INV168084-01255A,2/21/2025, 425.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/8/2024 11:34
5612,INV168084-01255A,2/21/2025, 385.31 ,IMPROPER HANDLING - HOPPERS,BCR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",12/10/2024 15:32
8155,INV168084-01255A,2/21/2025, 425.00 ,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/8/2024 9:08
1947,INV168084-01255A,2/21/2025, 694.47 ,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/8/2024 10:42
5040,INV168084-01255A,2/21/2025, 454.75 ,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/8/2024 14:45
2914,INV168084-01255A,2/21/2025," 2,903.18 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/8/2024 10:34
808,INV168084-01255A,2/21/2025, 324.75 ,IMPROPER HANDLING - HOPPERS,BCR,COIN AUDIT: Coin Audit,12/9/2024 10:30
1452,INV168084-01255A,2/21/2025, 321.75 ,CUSTOMER FAILED TO CANCEL CALL,BCR,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/9/2024 6:49
1951,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/8/2024 21:05
623,INV168084-01255A,2/21/2025, 495.66 ,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/9/2024 14:39
3296,INV168084-01255A,2/21/2025, 324.75 ,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/10/2024 7:31
5291,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/10/2024 13:08
5330,INV168084-01255A,2/21/2025," 2,544.54 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/10/2024 8:53
3840,INV168084-01255A,2/21/2025, 320.25 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/10/2024 8:41
699,INV168084-01255A,2/21/2025, 321.00 ,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/10/2024 10:58
674,INV168084-01255A,2/21/2025, 327.75 ,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/10/2024 17:17
1257,INV168084-01255A,2/21/2025, 324.75 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/11/2024 10:58
1146,INV168084-01255A,2/21/2025, 532.23 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/11/2024 7:30
5494,INV168084-01255A,2/21/2025, 300.00 ,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/10/2024 10:16
8130,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/11/2024 8:23
2094,INV168084-01255A,2/21/2025, 300.00 ,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/11/2024 13:21
927,INV168084-01255A,2/21/2025, 523.63 ,IMPROPER HANDLING - SHUTTER,BNR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",12/11/2024 14:28
600,INV168084-01255A,2/21/2025, 324.75 ,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,12/11/2024 14:15
2814,INV168084-01255A,2/21/2025," 1,877.57 ",IMPROPER HANDLING - OTHER,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/11/2024 16:46
1853,INV168084-01255A,2/21/2025," 1,919.04 ",IMPROPER HANDLING - VAULT,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/11/2024 13:56
212,INV168084-01255A,2/21/2025, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,BCR,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/11/2024 15:36
3465,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/12/2024 12:07
4451,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/11/2024 18:23
4436,INV168084-01255A,2/21/2025, 816.70 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/12/2024 6:59
6216,INV168084-01255A,2/21/2025, 321.00 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/12/2024 10:51
1920,INV168084-01255A,2/21/2025, 416.90 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/12/2024 10:02
6480,INV168084-01255A,2/21/2025," 1,334.37 ",IMPROPER HANDLING - OTHER,BNR,COIN AUDIT: Coin Audit,12/12/2024 9:54
1111,INV168084-01255A,2/21/2025," 1,456.93 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/12/2024 10:57
