Market,Region,Store #,Cat #,Cat Desc,Current Footage,New Footage,Footage Change,Comments
16,14,1112,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
16,14,1112,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
16,14,1112,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
16,14,1112,233,Tablets,,,4 feet,Moved tablets to the table
16,14,1284,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
16,14,1284,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
16,14,1284,233,Tablets,,,4 feet,Moved tablets to the table
16,14,1284,267,Tonies,,,4 feet,Repurposed tablet – footage
16,14,1284,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
16,14,1311,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
16,14,1338,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
16,14,1338,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
16,14,3461,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
16,14,3461,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
16,14,3461,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
16,14,3461,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
16,14,3461,233,Tablets,,,4 feet,Moved tablets to the table
16,14,4200,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
16,14,4200,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
16,14,4283,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
16,14,4283,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
16,14,5363,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
16,14,5363,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
16,14,5363,233,Tablets,,,4 feet,Moved tablets to the table
16,14,5363,267,Tonies,,,4 feet,Repurposed tablet – footage
16,14,5363,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
18,2,515,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
18,2,515,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
18,2,515,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
18,2,1070,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
18,2,1070,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
18,2,1070,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
18,2,1070,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
18,2,1070,233,Tablets,,,4 feet,Moved tablets to the table
18,2,1122,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
18,2,1122,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
18,2,1122,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
18,2,1122,233,Tablets,,,4 feet,Moved tablets to the table
18,2,1403,100,Laptops,24 feet,48,24 feet,Increasing laptop footage
18,2,2513,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
18,2,2513,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
18,2,2513,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
18,2,2753,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
18,2,2753,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
18,2,2753,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
18,2,3485,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
18,2,3485,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
18,2,3485,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
18,2,3485,221,Chromebook,16 feet,0 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
18,2,3485,233,Tablets,,,4 feet,Moved tablets to the table
18,2,3874,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
18,2,3874,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
18,2,3874,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
18,2,3874,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
18,2,3874,233,Tablets,,,4 feet,Moved tablets to the table
18,2,4616,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
18,2,4616,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
18,2,4616,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
18,2,4616,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
18,2,4616,233,Tablets,,,8 feet,Moved tablets to the table
18,2,5786,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
18,2,5812,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
18,2,5812,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
19,2,745,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
19,2,745,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
19,2,3201,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
19,2,3201,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
19,2,3201,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
19,2,3201,233,Tablets,,,4 feet,Moved tablets to the table
19,2,3401,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
19,2,3401,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
19,2,3401,233,Tablets,,,4 feet,Moved tablets to the table
19,2,3401,267,Tonies,,,4 feet,Repurposed tablet – footage
19,2,3401,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
19,2,3402,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
19,2,3609,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
19,2,3609,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
19,2,3709,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
19,2,3709,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
19,2,3709,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
19,2,5709,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
19,2,6998,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
20,2,1184,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
20,2,1184,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
20,2,1184,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
20,2,1340,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
20,2,1340,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
20,2,1340,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
20,2,1340,233,Tablets,,,4 feet,Moved tablets to the table
20,2,2475,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
20,2,2475,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
20,2,2475,233,Tablets,,,8 feet,Moved tablets to the table
20,2,2475,267,Tonies,,,8 feet,Repurposed tablet – footage
20,2,2475,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
20,2,2584,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
20,2,3067,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
20,2,3118,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
20,2,3118,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
20,2,3188,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
20,2,3188,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
20,2,3710,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
20,2,4472,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
20,2,4472,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
21,2,510,100,Laptops,24 feet,48,24 feet,Increasing laptop footage
21,2,1111,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
21,2,1121,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
21,2,1121,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
21,2,1121,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
21,2,1121,233,Tablets,,,8 feet,Moved tablets to the table
21,2,1363,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
21,2,1400,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
21,2,1400,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
21,2,1400,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
21,2,1400,233,Tablets,,,4 feet,Moved tablets to the table
21,2,2811,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
21,2,2811,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
21,2,2811,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
21,2,2811,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
21,2,2811,233,Tablets,,,4 feet,Moved tablets to the table
21,2,3627,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
21,2,3627,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
21,2,3627,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
21,2,3627,233,Tablets,,,4 feet,Moved tablets to the table
21,2,5482,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
22,2,594,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
22,2,594,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
22,2,594,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
22,2,594,233,Tablets,,,4 feet,Moved tablets to the table
22,2,722,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
22,2,722,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
22,2,722,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
22,2,722,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
22,2,722,233,Tablets,,,4 feet,Moved tablets to the table
22,2,727,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
22,2,727,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
22,2,727,233,Tablets,,,4 feet,Moved tablets to the table
22,2,727,267,Tonies,,,4 feet,Repurposed tablet – footage
22,2,727,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
22,2,787,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
22,2,787,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
22,2,787,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
22,2,855,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
22,2,855,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
22,2,855,233,Tablets,,,4 feet,Moved tablets to the table
22,2,855,267,Tonies,,,4 feet,Repurposed tablet – footage
22,2,855,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
22,2,856,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
22,2,856,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
22,2,1047,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
22,2,1047,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
22,2,1488,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
22,2,1488,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
22,2,1488,233,Tablets,,,4 feet,Moved tablets to the table
22,2,1488,267,Tonies,,,4 feet,Repurposed tablet – footage
22,2,1488,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
22,2,2732,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
22,2,2732,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
22,2,4409,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
23,2,1181,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
23,2,1181,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
23,2,1578,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
23,2,1578,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
23,2,1578,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
23,2,1578,233,Tablets,,,4 feet,Moved tablets to the table
23,2,1766,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
23,2,1766,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
23,2,1766,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
23,2,2360,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
23,2,2360,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
23,2,3205,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
23,2,3205,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
23,2,3621,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
23,2,3621,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
23,2,3621,233,Tablets,,,4 feet,Moved tablets to the table
23,2,3621,267,Tonies,,,4 feet,Repurposed tablet – footage
23,2,3621,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
23,2,3741,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
23,2,5390,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
23,2,5390,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
23,2,5390,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
24,2,575,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
24,2,575,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
24,2,575,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
24,2,878,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
24,2,878,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
24,2,878,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
24,2,1314,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
24,2,1314,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
24,2,1314,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
24,2,1314,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
24,2,1314,233,Tablets,,,4 feet,Moved tablets to the table
24,2,1373,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
24,2,1373,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
24,2,1373,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
24,2,2154,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
24,2,2154,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
24,2,2154,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
24,2,2154,233,Tablets,,,4 feet,Moved tablets to the table
24,2,2941,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
24,2,2941,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
24,2,2941,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
24,2,3462,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
24,2,3462,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
24,2,3462,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
24,2,4185,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
24,2,4185,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
24,2,4436,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
24,2,4436,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
24,2,4436,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
24,2,4436,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
24,2,4436,233,Tablets,,,4 feet,Moved tablets to the table
24,2,7185,100,Laptops,16 feet,28,12 feet,Increasing laptop footage
24,2,7185,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
25,2,459,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
25,2,459,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
25,2,459,233,Tablets,,,4 feet,Moved tablets to the table
25,2,459,267,Tonies,,,4 feet,Repurposed tablet – footage
25,2,459,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
25,2,520,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
25,2,520,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
25,2,520,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
25,2,548,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
25,2,548,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
25,2,548,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
