Store Info,FY24 Assemblers ,Supplier Status ,Tabletop/Quick Assembly  ,Charcoal / Griddles / Smokers ,Gas / Wood / Pellet,Duel Fuel ,Level 1 Grill Repair ,Level 2 Grill Repair ,Level 3 Grill Repair 
114,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
114,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
115,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
115,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
115,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
116,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
116,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
116,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
117,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
117,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
117,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
118,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
118,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
119,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
119,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
119,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
120,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
120,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
120,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
121,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
121,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
121,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
122,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
122,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
123,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
123,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
123,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
124,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
124,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
124,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
125,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
125,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
125,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
126,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
126,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
126,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
127,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
127,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
127,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
128,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
128,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
128,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
129,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
129,M&C Assembly,Secondary,13.2,24.2,30.8,49.5,7.7,14.3,16.5
129,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
130,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
130,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
130,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
131,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
131,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
131,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
132,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
132,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
132,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
133,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
133,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
133,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
134,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
134,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
134,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
135,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
135,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
135,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
136,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
136,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
136,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
137,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
137,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
137,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
138,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
138,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
138,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
139,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
139,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
139,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
140,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
1400,ADVANCED RETAIL SYSTEMS LLC,Secondary,18.5,30,45,65,8,10,12
140,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
140,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
141,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
141,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
141,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
143,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
143,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
143,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
144,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
144,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
144,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
145,TROC,Secondary,18.82,33.48,34.69,51.74,18.26,33.48,54.78
145,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
145,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
146,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
146,Economy Care Services,Secondary,17.47,28.14,38.5,38.5,13.98,17.18,25.16
146,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
147,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
147,M&C Assembly,Secondary,13.2,24.2,30.8,49.5,7.7,14.3,16.5
147,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
148,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
148,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
148,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
149,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
149,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
149,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
150,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
150,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
150,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
151,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
151,M&C Assembly,Secondary,13.2,24.2,30.8,49.5,7.7,14.3,16.5
151,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
152,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
152,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
153,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
153,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
153,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
154,TROC,Preferred,18.96,33.73,34.96,52.13,18.4,33.73,55.2
154,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
155,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
155,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
155,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
157,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
157,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
157,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
158,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
158,M&C Assembly,Secondary,13.2,24.2,30.8,49.5,7.7,14.3,16.5
158,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
159,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
159,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
160,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
160,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
160,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
161,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
161,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
161,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
162,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
162,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
162,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
163,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
1638,ADVANCED RETAIL SYSTEMS LLC,Secondary,18.5,30,45,65,8,10,12
163,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
163,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
164,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
164,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
164,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
165,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
165,Economy Care Services,Secondary,17.47,28.14,38.5,38.5,13.98,17.18,25.16
165,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
166,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
166,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
166,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
167,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
167,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
167,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
168,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
168,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
168,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
169,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
169,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
169,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
170,SOUND ASSEMBLY SERVICES,Preferred,10,15,25,35,5,10,15
1701,ADVANCED RETAIL SYSTEMS LLC,Secondary,18.5,30,45,65,8,10,12
170,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
170,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
171,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
171,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
171,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
172,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
172,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
172,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
173,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
173,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
173,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
174,PRO SERV ASSEMBLY SERVICE INC,Secondary,16,20,25,30,5,10,20
174,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
174,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
175,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
175,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
175,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
176,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
176,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
176,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
177,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
177,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
177,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
178,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
178,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
178,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
179,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
179,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
179,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
180,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
180,Economy Care Services,Secondary,17.47,28.14,38.5,38.5,13.98,17.18,25.16
180,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
181,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
181,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
181,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
182,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
182,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
182,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
183,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
183,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
183,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
184,ALL STAR ASSEMBLY LLC,Secondary,13.25,22.25,28.25,46.99,5.25,7.5,10.5
184,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
184,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
185,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
185,M&C Assembly,Secondary,13.2,24.2,30.8,49.5,7.7,14.3,16.5
185,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
186,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
186,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
186,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
188,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
188,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
189,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
189,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
190,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
190,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
190,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
192,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
192,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
192,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
194,INSTALLER PRO,Secondary,15.4,24.5,24.5,42.5,10,15,20
194,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
194,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
195,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
195,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
195,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
196,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
196,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
197,"ULTIMATE ASSEMBLY, LLC",Secondary,15,25,35,42.5,8.5,12,15.5
197,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
197,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
198,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
198,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
199,"ULTIMATE ASSEMBLY, LLC",Secondary,15.5,25,35,42.5,8.5,12,15.5
199,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
199,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
200,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
200,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
201,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
201,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
201,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
202,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
202,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
202,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
203,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
203,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
204,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
204,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
204,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
205,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
205,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
205,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
206,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
206,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
206,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
207,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
207,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
207,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
209,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
209,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
209,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
210,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
210,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
210,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2114,ADVANCED RETAIL SYSTEMS LLC,Secondary,18.5,30,45,65,8,10,12
211,"Backpedal Co, LLC",Preferred,11,21,28,37,8,10,16
211,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
211,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
212,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
212,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
212,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
213,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
213,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
214,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
214,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
214,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
216,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
216,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
217,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
217,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
217,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
218,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
218,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
218,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
219,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
219,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
220,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
220,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
220,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
221,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
221,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
221,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
222,TROC,Secondary,20.77,36.95,38.29,57.11,20.16,36.95,60.47
222,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
224,TROC,Secondary,19.07,33.92,35.15,52.42,18.5,33.92,55.5
224,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
225,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
225,M&C Assembly,Secondary,13.2,24.2,30.8,49.5,7.7,14.3,16.5
225,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
226,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
226,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
226,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
227,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
227,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
