Last Published By,Last Published Date,Last Modified Date,Last Modified By,Published Status,Name,Parent Path,Page Link,Author Link
nlmix,7/17/2020,7/17/2020,nlmix,Active,Dacarbazine.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Dacarbazine.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Dacarbazine.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Simulect.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Simulect.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Simulect.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,SandostatinLARDepot.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/SandostatinLARDepot.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/SandostatinLARDepot.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Alkeren.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Alkeren.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Alkeren.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Etopophos.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Etopophos.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Etopophos.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Tobramycin_Inhalation_Solution.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Tobramycin_Inhalation_Solution.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Tobramycin_Inhalation_Solution.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Calcitonin_Salmon_Nasal_Spray.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Calcitonin_Salmon_Nasal_Spray.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Calcitonin_Salmon_Nasal_Spray.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,GSK_Vaccine_Temp_Stability_Calculator.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/GSK_Vaccine_Temp_Stability_Calculator.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/GSK_Vaccine_Temp_Stability_Calculator.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Penicillin_Gprocaine.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Penicillin_Gprocaine.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Penicillin_Gprocaine.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,TravatanZ.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/TravatanZ.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/TravatanZ.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Famotidine_Vial.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Famotidine_Vial.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Famotidine_Vial.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,RisperdalConsta.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/RisperdalConsta.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/RisperdalConsta.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Liothyronine_Inj.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Liothyronine_Inj.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Liothyronine_Inj.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,DDAVP.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/DDAVP.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/DDAVP.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Soliris.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Soliris.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Soliris.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Fosphenytoin_Sodium_Vial.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Fosphenytoin_Sodium_Vial.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Fosphenytoin_Sodium_Vial.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Epogen.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Epogen.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Epogen.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Ovidrel.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Ovidrel.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Ovidrel.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Bicillin_CR.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Bicillin_CR.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Bicillin_CR.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,SupprelinLA.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/SupprelinLA.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/SupprelinLA.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Apidra.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Apidra.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Apidra.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Folotyn.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Folotyn.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Folotyn.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Vivitrol.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Vivitrol.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Vivitrol.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Neurontin.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Neurontin.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Neurontin.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Bleomycin.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Bleomycin.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Bleomycin.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Benlysta_SC.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Benlysta_SC.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Benlysta_SC.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Quelicin.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Quelicin.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Quelicin.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Premarin.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Premarin.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Premarin.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Sandostatin.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Sandostatin.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Sandostatin.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,DOXOrubicin_Hydrochloride_Inj.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/DOXOrubicin_Hydrochloride_Inj.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/DOXOrubicin_Hydrochloride_Inj.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Cubicin_NS.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Cubicin_NS.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Cubicin_NS.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Desmopressin.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Desmopressin.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Desmopressin.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Lantus.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Lantus.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Lantus.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Topotecan.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Topotecan.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Topotecan.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Nulojix.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Nulojix.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Nulojix.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Opdivo.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Opdivo.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Opdivo.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Profilnine.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Profilnine.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Profilnine.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Emtriva.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Emtriva.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Emtriva.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Profiline.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Profiline.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Profiline.pdf"">Author Link</a>"
nlmix,7/17/2020,7/17/2020,nlmix,Active,Procrit.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Procrit.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/toolkits/temperature-controls/Procrit.pdf"">Author Link</a>"
