Store Info,FY24 Assemblers ,Supplier Status ,Furniture <$150 ,Furniture $150-$350,Furniture $350-$500,Furniture >$500
155,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
155,TROC,Secondary,24.24,33.33,42.42,57.57
155,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
157,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
157,Economy Care Services,Preferred,22.98,28.01,37.5,48
157,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
158,TROC,Secondary,24.24,33.33,42.42,57.57
158,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
158,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
159,TROC,Preferred,24.24,33.33,42.42,57.57
159,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
160,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
160,Economy Care Services,Preferred,22.98,28.01,37.5,48
160,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
161,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
161,TROC,Secondary,24.24,33.33,42.42,57.57
161,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
162,Economy Care Services,Preferred,22.98,28.01,37.5,56
162,TROC,Secondary,24.24,33.33,42.42,57.57
162,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
163,TROC,Secondary,24.24,33.33,42.42,57.57
1638,ADVANCED RETAIL SYSTEMS LLC,Secondary,35,45,65,85
163,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
163,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
164,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
164,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
164,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
165,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
165,Economy Care Services,Secondary,35.11,37.19,50.98,70.12
165,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
166,Economy Care Services,Secondary,22.98,28.01,37.5,48
166,TROC,Secondary,24.24,33.33,42.42,57.57
166,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
167,TROC,Secondary,24.24,33.33,42.42,57.57
167,Economy Care Services,Preferred,22.98,28.01,37.5,48
167,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
168,Economy Care Services,Secondary,22.98,28.01,37.5,56
168,TROC,Secondary,24.24,33.33,42.42,57.57
168,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
169,TROC,Secondary,24.24,33.33,42.42,57.57
169,Economy Care Services,Preferred,22.98,28.01,37.5,48
169,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
170,SOUND ASSEMBLY SERVICES,Preferred,15,35,55,85
1701,ADVANCED RETAIL SYSTEMS LLC,Secondary,35,45,65,85
170,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
170,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
171,TROC,Secondary,24.24,33.33,42.42,57.57
171,Economy Care Services,Preferred,22.98,28.01,37.5,48
171,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
172,TROC,Secondary,24.24,33.33,42.42,57.57
172,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
172,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
173,Economy Care Services,Secondary,22.98,28.01,37.5,48
173,TROC,Secondary,24.24,33.33,42.42,57.57
173,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
174,PRO SERV ASSEMBLY SERVICE INC,Secondary,25,40,55,75
174,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
174,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
175,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
175,TROC,Secondary,24.24,33.33,42.42,57.57
175,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
176,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
176,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
176,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
177,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
177,TROC,Secondary,24.24,33.33,42.42,57.57
177,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
178,Economy Care Services,Preferred,22.98,28.01,37.5,56
178,TROC,Secondary,24.24,33.33,42.42,57.57
178,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
179,Economy Care Services,Secondary,22.98,28.01,37.5,48
179,TROC,Secondary,24.24,33.33,42.42,57.57
179,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
180,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
180,Economy Care Services,Secondary,35.11,37.19,50.98,70.12
180,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
181,TROC,Secondary,24.24,33.33,42.42,57.57
181,Economy Care Services,Preferred,22.98,28.01,37.5,56
181,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
182,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
182,TROC,Secondary,24.24,33.33,42.42,57.57
182,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
183,TROC,Secondary,24.24,33.33,42.42,57.57
183,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
183,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
184,ALL STAR ASSEMBLY LLC,Secondary,19.5,26.5,36.5,46.99
184,TROC,Secondary,24.24,33.33,42.42,57.57
184,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
185,TROC,Secondary,24.24,33.33,42.42,57.57
185,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
185,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
186,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
186,TROC,Secondary,24.24,33.33,42.42,57.57
186,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
188,TROC,Secondary,24.24,33.33,42.42,57.57
188,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
189,TROC,Preferred,24.24,33.33,42.42,57.57
189,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
190,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
190,Economy Care Services,Preferred,22.98,28.01,37.5,48
190,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
192,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
192,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
192,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
194,INSTALLER PRO,Secondary,25,32,45,60
194,Economy Care Services,Preferred,22.98,28.01,37.5,48
194,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
195,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
195,TROC,Secondary,24.24,33.33,42.42,57.57
195,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
196,TROC,Secondary,24.24,33.33,42.42,57.57
196,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
197,"ULTIMATE ASSEMBLY, LLC",Secondary,25,32.5,43.5,55
197,TROC,Secondary,24.24,33.33,42.42,57.57
197,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
198,TROC,Secondary,24.24,33.33,42.42,57.57
198,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
199,"ULTIMATE ASSEMBLY, LLC",Secondary,25,32.5,43.5,55
199,TROC,Secondary,24.24,33.33,42.42,57.57
199,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
200,TROC,Secondary,24.24,33.33,42.42,57.57
200,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
201,TROC,Secondary,24.24,33.33,42.42,57.57
201,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
201,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
202,TROC,Secondary,24.24,33.33,42.42,57.57
202,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
202,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
203,TROC,Preferred,24.24,33.33,42.42,57.57
203,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
204,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
204,TROC,Secondary,24.24,33.33,42.42,57.57
204,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
205,TROC,Secondary,24.24,33.33,42.42,57.57
205,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
205,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
206,TROC,Secondary,24.24,33.33,42.42,57.57
206,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
206,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
207,Economy Care Services,Secondary,22.98,28.01,37.5,56
207,TROC,Secondary,24.24,33.33,42.42,57.57
207,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
209,TROC,Secondary,24.24,33.33,42.42,57.57
209,Economy Care Services,Preferred,22.98,28.01,37.5,56
209,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
210,TROC,Secondary,24.24,33.33,42.42,57.57
210,Economy Care Services,Preferred,22.98,28.01,37.5,56
210,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2114,ADVANCED RETAIL SYSTEMS LLC,Secondary,35,45,65,85
211,"Backpedal Co, LLC",Preferred,28,30,40,60
211,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
211,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
212,Economy Care Services,Secondary,22.98,28.01,37.5,56
212,TROC,Secondary,24.24,33.33,42.42,57.57
212,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
213,TROC,Secondary,24.24,33.33,42.42,57.57
213,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
214,TROC,Secondary,24.24,33.33,42.42,57.57
214,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
214,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
216,TROC,Secondary,24.24,33.33,42.42,57.57
216,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
217,TROC,Secondary,24.24,33.33,42.42,57.57
217,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
217,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
218,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
218,TROC,Secondary,24.24,33.33,42.42,57.57
218,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
219,TROC,Preferred,24.24,33.33,42.42,57.57
219,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
220,TROC,Secondary,24.24,33.33,42.42,57.57
220,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
220,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
221,Economy Care Services,Preferred,22.98,28.01,37.5,56
221,TROC,Secondary,24.24,33.33,42.42,57.57
221,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
222,TROC,Secondary,26.87,36.95,47.03,63.82
222,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
224,TROC,Secondary,24.67,33.92,43.17,58.58
224,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
225,TROC,Secondary,24.24,33.33,42.42,57.57
225,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
225,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
226,TROC,Secondary,24.24,33.33,42.42,57.57
226,Economy Care Services,Preferred,22.98,28.01,37.5,56
226,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
227,Economy Care Services,Preferred,22.98,28.01,37.5,56
227,TROC,Secondary,24.24,33.33,42.42,57.57
227,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
228,TROC,Secondary,24.24,33.33,42.42,57.57
228,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
228,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
229,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
229,Economy Care Services,Preferred,22.98,28.01,37.5,48
229,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
230,TROC,Secondary,24.24,33.33,42.42,57.57
230,Economy Care Services,Preferred,22.98,28.01,37.5,56
230,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
231,TROC,Secondary,24.24,33.33,42.42,57.57
231,Economy Care Services,Preferred,22.98,28.01,37.5,56
231,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
232,TROC,Secondary,24.24,33.33,42.42,57.57
232,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
232,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
233,TROC,Secondary,25.93,35.66,45.38,61.59
233,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
234,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
234,TROC,Secondary,24.24,33.33,42.42,57.57
234,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
236,TROC,Secondary,24.24,33.33,42.42,57.57
236,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
236,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
237,TROC,Secondary,26.38,36.27,46.17,62.65
237,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
238,TROC,Secondary,24.24,33.33,42.42,57.57
238,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
238,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
239,TROC,Secondary,24.24,33.33,42.42,57.57
239,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
239,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
240,TROC,Secondary,24.24,33.33,42.42,57.57
240,Economy Care Services,Preferred,22.98,28.01,37.5,56
240,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
242,TROC,Secondary,24.24,33.33,42.42,57.57
242,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
242,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
243,TROC,Secondary,24.24,33.33,42.42,57.57
243,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
243,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
244,TROC,Secondary,24.24,33.33,42.42,57.57
244,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
244,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
246,Economy Care Services,Secondary,22.98,28.01,37.5,56
246,TROC,Secondary,24.24,33.33,42.42,57.57
246,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
247,TROC,Secondary,24.24,33.33,42.42,57.57
247,Economy Care Services,Preferred,22.98,28.01,37.5,56
247,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
248,"Backpedal Co, LLC",Preferred,28,30,40,60
248,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
248,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
249,TROC,Secondary,24.24,33.33,42.42,57.57
249,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
249,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
250,Economy Care Services,Secondary,22.98,28.01,37.5,48
250,TROC,Secondary,24.24,33.33,42.42,57.57
250,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
251,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
251,Economy Care Services,Secondary,35.11,37.19,50.98,70.12
251,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
252,TROC,Secondary,25.37,34.88,44.39,60.25
252,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
253,TROC,Secondary,24.24,33.33,42.42,57.57
2534,ADVANCED RETAIL SYSTEMS LLC,Secondary,35,45,65,85
253,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
253,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
254,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
254,TROC,Secondary,24.24,33.33,42.42,57.57
254,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
256,TROC,Secondary,24.24,33.33,42.42,57.57
256,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
256,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
257,TROC,Secondary,24.24,33.33,42.42,57.57
257,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
257,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
258,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
258,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
258,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
259,TROC,Secondary,24.24,33.33,42.42,57.57
259,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
259,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
260,TROC,Secondary,24.24,33.33,42.42,57.57
260,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
260,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
261,TROC,Secondary,24.24,33.33,42.42,57.57
261,Economy Care Services,Preferred,22.98,28.01,37.5,48
261,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
262,TROC,Secondary,26.79,36.84,46.89,63.63
262,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
264,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
264,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
264,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
265,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
265,Economy Care Services,Secondary,35.11,37.19,50.98,70.12
265,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
266,TROC,Secondary,24.24,33.33,42.42,57.57
266,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
266,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
267,Economy Care Services,Secondary,22.98,28.01,37.5,48
267,TROC,Secondary,24.24,33.33,42.42,57.57
267,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
268,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
268,TROC,Secondary,24.24,33.33,42.42,57.57
268,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
269,Economy Care Services,Preferred,22.98,28.01,37.5,56
269,TROC,Secondary,24.24,33.33,42.42,57.57
269,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
271,Economy Care Services,Preferred,22.98,28.01,37.5,56
271,TROC,Secondary,24.24,33.33,42.42,57.57
271,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
272,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
272,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
272,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
273,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
273,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
273,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
274,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
274,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
274,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
275,TROC,Secondary,24.24,33.33,42.42,57.57
275,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
275,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
276,TROC,Secondary,24.24,33.33,42.42,57.57
276,Economy Care Services,Preferred,22.98,28.01,37.5,56
276,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
277,Economy Care Services,Secondary,22.98,28.01,37.5,56
277,TROC,Secondary,24.24,33.33,42.42,57.57
277,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
278,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
278,Economy Care Services,Preferred,22.98,28.01,37.5,48
278,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
279,TROC,Secondary,24.24,33.33,42.42,57.57
279,Economy Care Services,Preferred,22.98,28.01,37.5,56
279,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
280,"Backpedal Co, LLC",Preferred,28,30,40,60
280,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
280,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
281,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
2811,ADVANCED RETAIL SYSTEMS LLC,Secondary,35,45,65,85
281,Economy Care Services,Preferred,22.98,28.01,37.5,48
281,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
282,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
282,TROC,Secondary,24.24,33.33,42.42,57.57
282,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
283,TROC,Secondary,24.24,33.33,42.42,57.57
283,Economy Care Services,Preferred,22.98,28.01,37.5,56
283,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
284,TROC,Secondary,24.24,33.33,42.42,57.57
284,Economy Services ,Secondary,65,160,400,48
284,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
285,TROC,Secondary,24.24,33.33,42.42,57.57
285,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
285,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
286,TROC,Secondary,24.24,33.33,42.42,57.57
286,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
286,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
288,TROC,Secondary,24.24,33.33,42.42,57.57
288,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
288,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
289,TROC,Secondary,24.24,33.33,42.42,57.57
289,Economy Care Services,Preferred,22.98,28.01,37.5,48
289,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
290,TROC,Secondary,24.24,33.33,42.42,57.57
290,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
290,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
292,"Backpedal Co, LLC",Secondary,28,30,40,60
292,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
292,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
293,"Backpedal Co, LLC",Preferred,28,30,40,60
293,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
293,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
294,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
294,TROC,Secondary,24.24,33.33,42.42,57.57
294,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
295,TROC,Secondary,26.23,36.07,45.91,62.3
295,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
295,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
296,TROC,Secondary,24.24,33.33,42.42,57.57
296,Economy Care Services,Preferred,22.98,28.01,37.5,48
296,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
297,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
298,Coretech,Secondary,25,35,45,70
298,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
298,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
