Store Nbr,Dept Subcategory Description,Week 34 Forecast,Week 35 Forecast,Week 36 Forecast,Week 37 Forecast,Week 38 Forecast,Week 39 Forecast,Week 40 Forecast,Week 41 Forecast,Week 42 Forecast,Week 43 Forecast,Week 44 Forecast,Week 45 Forecast,Week 46 Forecast,Week 47 Forecast,Week 48 Forecast,Week 49 Forecast,Week 50 Forecast,Week 51 Forecast,Week 52 Forecast,Week 01 Forecast
41,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,0,0,0,1
41,MOUNTAIN BIKES,3,3,3,3,2,2,2,2,2,2,3,3,4,6,6,2,1,1,1,2
41,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
42,12IN BIKES,1,1,1,1,1,1,1,0,0,1,2,2,5,4,5,1,0,0,0,0
42,16IN BIKES,1,1,2,2,1,1,1,1,1,1,4,4,8,8,7,2,1,1,1,1
42,18IN BIKES,1,1,1,1,1,1,1,2,2,2,3,5,9,12,11,2,1,1,1,1
42,20IN BIKES,4,3,4,3,3,3,3,3,3,3,8,11,18,24,20,3,2,2,1,2
42,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
42,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1
42,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,12IN BIKES,2,2,1,1,1,1,1,1,1,1,3,4,7,10,8,1,1,0,0,1
43,16IN BIKES,3,2,2,2,2,1,2,1,1,1,3,3,7,10,9,2,1,1,1,1
43,18IN BIKES,3,3,3,3,3,2,3,2,2,3,2,3,6,4,7,4,2,2,1,2
43,20IN BIKES,6,7,6,5,4,4,4,5,5,6,8,10,12,13,13,5,3,3,3,3
43,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,MOUNTAIN BIKES,4,3,3,3,2,2,2,2,2,2,3,3,3,3,4,2,2,1,1,2
45,12IN BIKES,5,4,5,4,4,4,4,7,8,9,11,15,21,20,29,4,3,2,2,3
45,16IN BIKES,5,5,6,5,5,4,5,7,8,8,13,20,30,28,29,5,3,3,2,3
45,18IN BIKES,4,4,4,4,3,3,3,3,4,6,7,8,12,18,14,3,2,2,2,2
45,20IN BIKES,8,8,8,8,8,7,7,9,10,14,19,29,36,39,38,7,4,3,3,4
45,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1
45,MOUNTAIN BIKES,3,2,3,2,2,2,2,2,2,2,3,4,5,8,10,2,1,1,1,1
45,MULTI USE BIKES,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
46,12IN BIKES,2,2,2,2,2,1,2,3,3,4,5,6,8,9,9,2,1,1,1,1
46,16IN BIKES,4,3,3,3,3,2,3,4,4,6,8,10,14,14,15,3,2,2,2,2
46,18IN BIKES,1,1,1,1,1,1,1,1,2,2,4,4,9,8,10,1,1,1,0,1
46,20IN BIKES,6,6,5,5,5,5,4,6,7,7,11,14,19,20,20,5,3,3,3,3
46,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0
46,MOUNTAIN BIKES,4,5,4,4,3,2,2,3,3,3,3,4,5,5,6,3,2,1,2,2
47,12IN BIKES,2,2,2,1,1,1,1,1,1,2,3,4,8,7,9,2,1,1,1,1
47,16IN BIKES,2,2,2,2,2,2,2,3,3,3,5,10,14,12,16,3,1,1,1,1
47,18IN BIKES,2,2,3,2,2,2,2,3,3,4,3,6,7,24,12,2,1,1,1,2
47,20IN BIKES,5,5,5,5,4,4,4,5,5,7,10,13,21,24,20,4,2,2,2,3
47,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
47,MOUNTAIN BIKES,2,1,2,1,1,1,1,1,1,1,1,2,2,3,4,1,1,1,1,1
47,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,12IN BIKES,1,1,1,1,1,1,1,2,2,2,4,6,7,9,10,1,1,0,1,1
48,16IN BIKES,1,1,1,1,1,1,1,2,2,2,5,7,10,9,10,1,1,1,1,1
48,18IN BIKES,1,1,1,1,1,1,1,1,1,2,3,5,7,7,6,1,0,0,0,0
48,20IN BIKES,3,3,3,2,2,2,2,3,3,4,8,11,13,14,15,2,1,1,1,1
48,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,2,2,4,2,3,1,1,0,0,1
49,12IN BIKES,1,1,1,1,1,1,1,3,3,3,5,6,11,11,15,1,1,0,0,1
49,16IN BIKES,2,2,2,2,1,1,1,3,3,4,7,10,11,12,14,2,1,1,1,1
49,18IN BIKES,1,1,1,1,1,1,1,1,1,1,3,3,6,6,10,1,0,0,0,0
49,20IN BIKES,4,4,4,4,3,3,3,4,5,6,10,13,16,24,18,4,2,2,2,2
49,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1
49,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,12IN BIKES,1,1,1,1,1,1,1,2,2,3,3,6,7,5,7,1,1,1,1,1
50,16IN BIKES,1,1,2,1,1,1,2,1,2,2,3,5,8,8,10,2,1,1,1,1
50,18IN BIKES,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,0,0,1
50,20IN BIKES,4,3,3,3,3,3,3,3,4,5,8,10,13,17,14,3,2,1,1,2
50,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
50,MOUNTAIN BIKES,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1
51,12IN BIKES,1,1,1,1,1,1,1,1,1,2,3,3,4,2,4,0,0,0,0,0
51,16IN BIKES,1,1,1,1,1,1,1,1,0,0,2,2,4,4,4,1,0,0,0,0
51,18IN BIKES,1,1,1,0,0,0,0,1,1,1,2,2,4,4,4,1,0,0,0,0
51,20IN BIKES,3,4,3,3,3,3,2,3,3,3,7,8,13,13,12,3,1,2,1,2
51,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1
52,12IN BIKES,3,3,3,3,3,3,3,3,4,5,8,11,16,11,16,3,2,1,2,2
52,16IN BIKES,3,3,3,3,3,3,3,4,4,3,10,13,19,20,20,4,2,1,1,2
52,18IN BIKES,1,1,1,1,1,1,1,1,1,2,5,8,15,24,19,1,0,0,0,0
52,20IN BIKES,6,6,6,6,5,5,6,7,8,10,18,30,46,46,46,6,3,2,3,3
52,BEACH CRUISERS,1,1,1,0,0,0,0,0,0,0,0,1,2,1,4,0,0,0,0,0
52,MOUNTAIN BIKES,3,3,3,3,2,2,2,3,2,3,3,4,6,6,8,2,1,1,1,2
52,MULTI USE BIKES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,12IN BIKES,3,3,3,3,3,3,3,5,5,6,7,11,11,14,19,3,2,1,1,2
54,16IN BIKES,5,5,5,5,5,4,5,7,8,10,12,15,18,24,25,5,3,3,3,4
54,18IN BIKES,4,3,4,3,3,3,3,4,5,7,6,10,14,14,15,3,2,2,2,2
54,20IN BIKES,8,7,8,7,6,6,7,8,8,12,16,24,33,32,35,7,4,4,4,4
54,BEACH CRUISERS,1,1,1,0,1,1,0,0,0,0,1,1,2,1,4,1,0,0,0,0
54,MOUNTAIN BIKES,4,4,4,4,3,3,2,3,3,3,4,6,5,7,8,3,2,2,2,2
54,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
55,12IN BIKES,0,0,0,0,0,0,0,1,1,1,4,4,4,4,3,0,0,0,0,0
55,16IN BIKES,0,0,0,0,0,0,0,0,0,1,2,3,4,7,6,0,0,0,0,0
55,18IN BIKES,0,0,0,0,0,0,0,1,1,1,2,2,5,4,4,0,0,0,0,0
55,20IN BIKES,3,3,3,3,2,2,3,3,3,3,8,9,14,13,13,3,1,1,2,2
55,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,MOUNTAIN BIKES,1,1,1,1,0,0,0,1,0,0,1,2,2,2,2,0,0,0,0,0
56,12IN BIKES,1,1,1,1,1,1,1,1,1,1,3,3,5,4,6,1,1,1,1,1
56,16IN BIKES,1,1,1,1,1,1,1,2,2,2,4,4,6,9,8,1,0,1,0,1
56,18IN BIKES,0,0,1,1,0,0,0,0,1,0,1,1,1,2,1,0,0,0,0,0
56,20IN BIKES,4,4,4,4,3,3,3,5,5,5,7,10,15,18,14,4,2,2,2,2
56,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56,MOUNTAIN BIKES,2,2,2,2,1,1,1,1,1,1,2,3,3,3,3,1,1,1,1,1
57,12IN BIKES,1,1,1,1,1,1,1,1,1,1,2,3,4,7,7,1,0,0,0,1
57,16IN BIKES,1,0,0,0,0,0,1,1,1,1,2,4,5,8,7,1,0,0,0,0
57,18IN BIKES,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,0,0,0,0,0
57,20IN BIKES,2,2,2,2,2,2,2,3,3,3,5,8,13,15,10,2,1,1,1,1
57,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
57,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1
58,12IN BIKES,4,4,4,4,4,4,4,7,7,8,16,21,28,27,31,4,2,2,2,3
58,16IN BIKES,5,5,5,5,5,4,5,7,7,7,15,22,32,30,35,6,3,2,2,3
58,18IN BIKES,4,4,4,4,3,3,3,3,4,6,7,9,14,16,22,3,2,2,2,2
58,20IN BIKES,9,9,8,8,7,7,8,9,10,13,25,40,55,57,49,8,4,4,4,5
58,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,1,1,0,0,1
58,MOUNTAIN BIKES,4,5,5,4,3,3,3,4,3,4,5,7,9,10,10,3,2,2,2,2
58,MULTI USE BIKES,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
59,12IN BIKES,4,4,4,4,3,3,4,4,5,5,15,15,22,23,24,3,2,2,2,2
59,16IN BIKES,4,4,4,4,3,3,4,5,5,5,12,14,19,25,25,4,2,2,2,2
59,18IN BIKES,3,3,3,3,2,2,2,3,3,4,5,6,10,10,12,3,2,1,1,2
59,20IN BIKES,8,8,8,7,7,7,7,9,9,12,17,26,39,41,32,8,4,4,5,4
59,BEACH CRUISERS,1,1,1,1,1,1,1,1,0,1,1,1,2,2,4,1,0,0,0,0
59,MOUNTAIN BIKES,4,4,4,3,3,3,2,3,3,3,4,5,6,6,7,3,2,2,2,2
59,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1
60,12IN BIKES,3,2,2,2,2,2,2,2,2,3,4,5,8,7,10,2,1,1,1,2
60,16IN BIKES,3,3,3,2,2,2,2,2,2,2,5,8,10,13,13,2,1,1,1,1
60,18IN BIKES,1,1,1,1,1,1,1,1,1,1,3,4,7,4,7,1,1,1,1,1
60,20IN BIKES,6,6,6,5,5,4,5,5,6,7,9,11,21,21,20,5,3,3,3,3
60,BEACH CRUISERS,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1
60,MOUNTAIN BIKES,3,3,3,3,2,2,2,2,2,2,2,3,4,5,4,2,1,1,1,2
60,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61,12IN BIKES,3,3,3,3,3,3,3,3,3,3,8,8,12,8,13,2,2,1,1,2
61,16IN BIKES,2,2,2,2,2,2,2,4,3,4,9,9,12,9,12,2,1,1,1,1
61,18IN BIKES,4,3,3,3,3,3,3,3,3,4,7,8,15,13,17,3,2,2,1,2
61,20IN BIKES,9,9,9,8,7,7,7,9,9,10,18,21,32,28,31,7,4,4,4,5
61,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
61,ELECTRIC BIKES,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
61,MOUNTAIN BIKES,4,4,4,3,2,2,2,3,3,2,3,4,6,6,7,2,2,1,1,2
61,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1
62,12IN BIKES,3,3,2,2,2,2,2,3,4,4,4,8,14,11,14,2,1,1,1,2
62,16IN BIKES,2,2,2,2,2,2,2,3,3,4,5,10,14,13,19,2,1,1,1,1
62,18IN BIKES,1,1,1,1,1,1,1,1,1,1,3,6,13,10,11,1,0,0,0,0
62,20IN BIKES,5,5,5,5,4,4,5,7,7,10,12,24,32,21,28,4,2,2,2,2
62,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,MOUNTAIN BIKES,0,0,1,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0
62,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,12IN BIKES,1,1,1,1,1,1,1,2,2,4,3,4,5,5,5,1,0,0,0,0
63,16IN BIKES,1,1,1,1,1,1,1,2,2,2,4,8,11,6,9,1,1,1,1,1
63,18IN BIKES,1,1,1,1,1,1,1,1,1,1,3,3,7,5,8,1,0,0,0,0
63,20IN BIKES,3,2,3,2,2,2,2,3,3,3,8,14,21,21,16,2,1,1,1,1
63,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
63,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1
63,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,12IN BIKES,1,1,1,1,1,1,1,2,2,2,4,6,10,7,12,1,0,0,0,1
64,16IN BIKES,1,1,1,1,1,1,1,2,2,3,4,7,11,14,15,1,1,0,0,1
64,18IN BIKES,1,1,1,1,1,1,1,1,1,2,2,4,6,8,7,1,0,0,0,0
64,20IN BIKES,2,1,2,1,1,1,1,2,2,3,5,10,16,13,16,1,1,1,1,1
64,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,MOUNTAIN BIKES,1,1,1,1,0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0
65,12IN BIKES,2,2,2,1,2,1,1,2,2,2,5,5,7,4,8,1,1,1,1,1
65,16IN BIKES,3,3,3,3,3,3,3,4,4,5,6,9,12,14,11,3,2,2,2,2
65,18IN BIKES,1,1,1,1,1,1,0,1,1,1,1,1,2,5,3,0,0,0,0,0
65,20IN BIKES,5,5,5,4,4,4,4,5,5,5,9,11,18,19,17,4,2,2,2,3
65,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,0,0,0,0
66,12IN BIKES,2,2,2,2,2,2,2,3,4,4,7,9,12,16,17,2,1,1,1,2
66,16IN BIKES,2,2,2,2,2,2,2,3,3,4,6,9,16,13,17,3,1,1,1,1
66,18IN BIKES,1,1,1,1,1,1,1,2,2,3,4,9,12,10,12,1,1,1,1,1
66,20IN BIKES,5,5,5,4,4,4,4,5,5,6,12,16,24,24,25,5,3,2,2,3
66,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
66,MOUNTAIN BIKES,3,3,3,2,2,2,2,2,2,2,3,4,4,5,6,2,1,1,1,1
67,12IN BIKES,2,2,2,2,2,1,2,2,2,3,5,6,8,9,9,1,1,1,1,1
67,16IN BIKES,2,2,2,2,2,2,2,2,2,4,5,7,8,12,10,3,2,1,1,2
67,18IN BIKES,1,1,1,1,1,1,1,2,2,4,4,7,11,8,13,1,1,1,1,1
67,20IN BIKES,4,3,4,4,4,4,3,4,5,5,11,20,20,21,22,3,2,2,2,2
67,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
67,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,1,0,0,0,1
67,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,12IN BIKES,1,1,1,1,1,1,1,2,2,2,3,5,7,6,6,1,0,0,0,0
68,16IN BIKES,1,1,1,1,1,1,1,1,1,1,3,5,6,7,8,1,1,0,0,1
68,18IN BIKES,1,1,1,1,1,1,1,1,1,2,2,4,9,6,7,1,1,0,0,0
68,20IN BIKES,3,3,3,3,3,3,3,4,5,6,9,15,19,22,21,3,1,1,1,2
68,BEACH CRUISERS,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,0,0,1
68,MOUNTAIN BIKES,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0
69,12IN BIKES,4,3,4,3,3,3,3,4,4,5,6,8,12,9,13,3,2,2,2,2
69,16IN BIKES,4,4,4,4,3,3,3,6,5,7,9,12,16,17,18,3,2,2,2,2
69,18IN BIKES,4,4,4,4,3,3,3,3,4,5,9,10,20,20,23,4,2,2,2,2
69,20IN BIKES,9,8,8,8,7,6,6,8,9,11,16,20,29,35,29,6,4,3,3,4
69,BEACH CRUISERS,1,0,1,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,0,0
69,ELECTRIC BIKES,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0,1
69,MOUNTAIN BIKES,2,2,2,2,2,1,1,1,1,1,2,3,4,4,4,1,1,1,1,1
69,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
70,12IN BIKES,3,3,3,3,3,3,3,5,6,7,8,11,16,20,31,3,1,1,1,2
70,16IN BIKES,3,3,3,3,2,2,3,5,5,7,12,18,20,27,26,3,1,1,1,1
70,18IN BIKES,4,4,4,4,4,4,4,5,6,9,11,16,28,17,22,4,2,2,2,2
70,20IN BIKES,7,6,7,6,6,6,6,8,8,11,19,29,33,44,48,6,3,3,3,3
70,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0
70,MOUNTAIN BIKES,3,3,3,3,2,2,2,2,2,3,4,6,6,4,13,2,1,1,1,2
70,MULTI USE BIKES,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
71,12IN BIKES,1,1,1,1,1,1,1,2,2,2,4,5,6,7,12,1,0,0,0,1
71,16IN BIKES,1,1,1,1,1,1,1,2,2,3,5,7,9,16,13,2,1,1,1,1
71,18IN BIKES,2,1,1,1,1,1,1,1,2,2,3,3,5,5,8,1,1,1,1,1
71,20IN BIKES,3,3,3,3,3,3,3,4,4,4,7,10,15,16,19,4,2,2,2,2
71,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,MOUNTAIN BIKES,1,1,1,1,0,0,0,0,0,1,1,1,2,1,2,0,0,0,0,0
72,12IN BIKES,2,2,2,2,2,2,2,3,3,5,5,8,10,8,10,3,1,1,1,1
72,16IN BIKES,2,2,2,2,2,2,2,2,2,2,4,7,11,12,11,2,1,1,1,1
72,18IN BIKES,2,2,2,2,2,1,1,1,2,2,4,6,16,9,16,2,1,1,1,1
72,20IN BIKES,5,6,6,5,5,5,4,5,6,7,11,12,20,26,27,5,3,3,3,3
72,BEACH CRUISERS,1,1,1,1,0,0,0,0,0,0,0,1,2,1,4,0,0,0,0,0
72,MOUNTAIN BIKES,5,5,5,4,4,3,3,3,3,4,5,6,7,7,9,3,2,2,2,3
73,12IN BIKES,1,1,1,1,1,1,1,1,1,2,5,6,11,9,9,1,0,0,0,0
73,16IN BIKES,4,3,4,3,3,3,3,4,5,6,10,13,17,16,18,4,2,2,2,2
73,18IN BIKES,1,0,1,0,0,0,0,0,1,1,1,2,3,7,6,0,0,0,0,0
73,20IN BIKES,4,3,4,4,3,3,3,4,5,5,11,15,22,25,24,3,2,2,1,2
73,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73,MOUNTAIN BIKES,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
74,12IN BIKES,1,1,1,1,1,1,1,2,2,2,3,4,6,6,8,1,1,1,1,1
74,16IN BIKES,1,1,1,1,1,1,1,1,2,2,3,6,7,7,9,1,0,0,0,0
74,18IN BIKES,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0
74,20IN BIKES,2,2,2,2,1,1,2,3,3,4,6,11,12,15,14,1,1,1,1,1
74,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
74,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,1,1,1,1,1
75,12IN BIKES,3,3,3,3,3,3,3,4,6,4,10,19,28,29,28,3,1,1,1,2
75,16IN BIKES,4,4,5,4,4,4,5,6,7,7,14,21,29,38,37,5,3,2,2,3
75,18IN BIKES,2,2,2,2,2,2,2,3,3,4,12,16,30,38,41,3,1,1,1,1
75,20IN BIKES,7,6,8,6,8,7,7,10,12,15,26,38,68,78,66,10,4,4,4,4
75,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,0,0,1
75,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,2,4,4,7,7,1,1,0,0,1
75,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,12IN BIKES,2,2,2,2,2,2,2,3,3,3,5,6,8,9,10,2,1,1,1,1
76,16IN BIKES,2,2,2,2,2,2,2,2,3,3,5,7,9,11,11,2,1,1,1,1
76,18IN BIKES,1,1,1,1,1,1,1,1,1,1,2,3,5,6,6,1,1,0,0,1
76,20IN BIKES,4,4,3,3,3,3,3,4,4,6,8,10,12,13,17,4,2,2,2,2
76,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,MOUNTAIN BIKES,1,0,0,0,0,0,0,1,0,1,1,1,1,2,2,0,0,0,0,0
77,12IN BIKES,2,2,2,2,2,2,2,2,2,2,4,7,11,12,17,2,1,1,1,1
77,16IN BIKES,2,2,2,2,2,2,2,3,3,3,7,9,15,20,25,3,1,1,1,1
77,18IN BIKES,3,3,3,2,2,2,2,2,3,3,4,6,9,11,11,2,1,1,1,1
77,20IN BIKES,3,2,3,3,2,2,2,3,4,3,9,14,25,26,32,4,2,1,1,2
77,BEACH CRUISERS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,0,0,0
77,MOUNTAIN BIKES,1,1,1,1,1,1,0,1,1,0,1,1,2,4,3,1,0,0,0,0
78,12IN BIKES,3,3,3,2,2,2,2,2,3,4,5,6,8,10,9,2,1,1,1,2
78,16IN BIKES,3,2,3,2,2,2,2,2,2,2,6,6,10,12,12,2,1,1,1,1
78,18IN BIKES,1,1,1,1,1,1,1,1,1,1,2,2,3,2,4,1,0,0,0,0
78,20IN BIKES,5,5,4,4,3,3,3,4,5,5,8,10,16,20,14,3,2,2,2,2
78,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,MOUNTAIN BIKES,2,2,1,1,1,1,1,1,1,1,1,2,3,3,3,1,1,0,0,1
78,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,12IN BIKES,2,2,2,2,2,1,2,3,4,4,8,12,14,16,18,1,1,0,0,1
79,16IN BIKES,2,2,2,2,2,2,2,3,3,4,8,9,12,19,14,2,1,1,1,1
79,18IN BIKES,2,1,2,2,1,1,1,2,2,2,6,8,14,16,19,2,1,1,1,1
79,20IN BIKES,5,5,5,5,5,5,5,6,7,8,15,18,24,28,25,4,3,2,2,3
79,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
79,MOUNTAIN BIKES,3,3,3,3,2,2,2,3,3,3,4,5,7,7,7,2,2,1,1,2
79,MULTI USE BIKES,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
80,12IN BIKES,2,2,2,2,2,1,2,2,2,2,3,4,6,10,9,1,1,1,1,1
80,16IN BIKES,3,3,3,2,2,2,2,3,3,4,6,8,12,13,13,2,1,1,1,1
80,18IN BIKES,2,2,2,2,1,1,1,1,2,2,3,3,4,5,4,1,1,1,1,1
80,20IN BIKES,5,5,5,4,4,4,3,5,5,5,9,11,17,17,16,3,2,2,2,3
80,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
80,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,MOUNTAIN BIKES,2,2,2,2,2,2,1,2,2,2,2,3,3,3,4,2,1,1,1,1
80,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,12IN BIKES,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,0,0,0,0,0
81,16IN BIKES,0,0,0,0,0,0,0,1,1,1,1,2,4,2,3,1,0,0,0,0
81,20IN BIKES,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,0,0,0,0,0
81,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,MOUNTAIN BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,12IN BIKES,2,2,2,1,2,1,1,3,3,4,4,5,7,5,6,1,1,1,1,1
82,16IN BIKES,2,2,2,2,1,1,1,1,1,1,4,4,8,9,9,2,1,1,1,1
82,18IN BIKES,1,1,1,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0
82,20IN BIKES,4,4,4,4,3,3,3,4,4,4,6,7,11,12,12,4,2,2,2,2
82,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,0,0,1
83,12IN BIKES,2,2,2,2,2,2,2,2,3,4,6,9,11,12,13,2,1,1,1,1
83,16IN BIKES,2,2,2,2,2,2,2,3,3,5,6,13,18,18,23,2,1,1,1,1
83,18IN BIKES,2,1,1,1,1,1,1,1,2,2,3,5,9,9,15,2,1,1,1,1
83,20IN BIKES,2,2,3,2,2,2,2,3,4,5,8,15,19,31,17,2,2,1,1,1
83,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,MOUNTAIN BIKES,1,1,1,1,1,1,0,1,0,1,1,1,3,3,4,1,0,0,0,0
83,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,12IN BIKES,4,4,4,4,4,3,4,5,6,7,11,14,22,21,29,4,2,2,2,2
85,16IN BIKES,5,5,5,5,4,4,5,5,6,7,14,19,34,31,38,6,3,2,2,3
