Market,Store,LY Shrink %,FY23 Shrink Plan %
421,1738,-1.43%,-1.46%
421,1858,-1.86%,-1.90%
421,1865,-1.48%,-1.52%
421,2820,-1.45%,-1.55%
421,3760,-1.63%,-1.76%
421,3806,-1.64%,-1.75%
421,4374,-1.08%,-1.13%
422,1861,-0.99%,-1.16%
422,1864,-3.15%,-3.16%
422,1952,-2.46%,-2.61%
422,2087,-3.42%,-2.95%
422,2643,-1.31%,-1.47%
422,2882,-1.93%,-2.16%
422,3404,-2.10%,-2.26%
422,3498,-1.39%,-1.44%
422,5625,-3.14%,-3.18%
423,1472,-1.71%,-1.79%
423,1786,-1.72%,-1.88%
423,1855,-1.57%,-2.05%
423,2198,-2.29%,-2.46%
423,2448,-1.30%,-1.46%
423,2642,-1.83%,-1.91%
423,3364,-3.49%,-2.99%
423,3513,-1.88%,-1.94%
423,5089,-1.43%,-1.71%
423,5977,-2.40%,-2.61%
423,5992,-1.04%,-1.16%
424,1562,-2.36%,-2.36%
424,1577,-1.15%,-1.33%
424,1633,-1.21%,-1.41%
424,1999,-1.05%,-1.16%
424,2274,-1.79%,-1.79%
424,2352,-0.71%,-0.87%
424,3088,-2.20%,-2.24%
424,3102,-1.14%,-1.25%
424,3209,-1.49%,-1.55%
424,3624,-1.41%,-1.59%
424,5976,-1.58%,-1.74%
425,882,-0.70%,-0.86%
425,913,0.29%,-0.70%
425,982,-1.95%,-2.12%
425,1020,-1.35%,-1.39%
425,1038,-0.95%,-1.06%
425,1657,-2.23%,-2.31%
425,1971,-0.92%,-1.08%
425,2812,-1.27%,-1.43%
425,3534,-1.04%,-1.16%
425,4257,-2.03%,-2.22%
426,810,-0.84%,-1.12%
426,886,-1.53%,-1.70%
426,1005,-0.32%,-0.60%
426,1152,-0.57%,-0.75%
426,1332,-1.28%,-1.38%
426,1361,-0.81%,-1.20%
426,1526,-0.09%,-0.64%
426,1546,-0.13%,-0.60%
426,1625,-0.64%,-0.97%
426,2714,-1.09%,-1.21%
426,3590,-1.23%,-1.56%
427,1534,-0.64%,-1.02%
427,1565,-0.71%,-0.87%
427,1567,-1.57%,-1.70%
427,1581,-3.18%,-2.75%
427,1627,-1.83%,-1.97%
427,1636,-1.46%,-1.60%
427,1649,-0.55%,-0.70%
427,1695,-0.87%,-1.01%
427,2033,-1.50%,-1.64%
427,3648,-1.41%,-1.74%
427,3875,-1.30%,-1.42%
427,4352,-1.31%,-1.44%
427,4569,-0.82%,-0.94%
429,598,-0.54%,-0.70%
429,637,-0.31%,-0.70%
429,790,-0.32%,-0.70%
429,867,-0.69%,-1.06%
429,1326,-1.18%,-1.31%
429,1460,-0.82%,-1.05%
429,1585,-0.83%,-1.16%
429,2579,-0.65%,-0.71%
429,3395,-1.37%,-1.54%
429,5170,-0.42%,-0.70%
429,7129,-0.75%,-0.88%
430,1483,-1.84%,-1.91%
430,1500,-1.11%,-1.28%
430,1520,-2.11%,-2.29%
430,1535,-1.18%,-1.34%
430,1538,-1.10%,-1.25%
430,1543,-1.17%,-1.17%
430,1604,-3.09%,-2.99%
430,1685,-1.39%,-1.47%
430,2443,-0.34%,-0.70%
430,2990,-0.30%,-0.60%
430,3237,-1.28%,-1.45%
430,3734,-0.98%,-1.01%
430,3853,-0.50%,-0.70%
430,3872,-1.45%,-1.45%
430,4865,-0.62%,-0.77%
432,776,-1.03%,-1.20%
432,1637,-1.08%,-1.40%
432,1965,-1.56%,-1.67%
432,3150,-1.51%,-1.65%
432,3151,-2.68%,-2.30%
432,3267,-0.49%,-0.70%
432,4358,-1.68%,-1.90%
432,4568,-0.47%,-0.70%
432,5141,-0.77%,-1.40%
432,5361,-1.02%,-1.40%
433,350,-0.96%,-1.05%
433,645,-0.88%,-0.95%
433,774,-1.44%,-1.53%
433,885,-0.96%,-1.10%
433,1671,-1.01%,-1.31%
433,1943,-1.06%,-1.55%
433,2432,-2.00%,-2.08%
433,2847,-1.85%,-2.14%
433,3278,-0.58%,-0.97%
433,3823,-0.84%,-1.10%
433,4600,-0.67%,-0.94%
435,1167,-2.29%,-2.55%
435,1394,-1.35%,-1.67%
435,1551,-1.99%,-2.36%
435,2668,-1.74%,-2.02%
435,2828,-4.39%,-3.89%
435,3488,-0.87%,-1.28%
435,4677,-1.71%,-1.97%
435,5667,-1.39%,-1.50%
435,5668,-1.77%,-1.85%
435,5669,-2.81%,-3.20%
436,1365,-0.61%,-0.80%
436,1446,-1.13%,-1.20%
436,1672,-1.30%,-1.47%
436,1819,-1.01%,-1.08%
436,2192,-0.22%,-0.70%
436,2421,-1.11%,-1.23%
436,3245,-0.67%,-0.84%
436,4281,-0.14%,-0.70%
436,5432,-0.59%,-0.70%
436,5444,-0.49%,-0.70%
438,965,-0.94%,-1.05%
438,971,-0.40%,-0.70%
438,979,-0.73%,-0.88%
438,1007,-0.65%,-0.76%
438,1202,-0.50%,-0.70%
438,1277,-1.02%,-1.07%
438,1669,-1.25%,-1.33%
438,1679,-0.59%,-0.85%
438,5127,-0.81%,-0.97%
438,5373,-1.05%,-1.12%
438,5397,-1.76%,-1.97%
439,1316,-0.81%,-0.97%
439,1430,-1.67%,-2.02%
439,1449,-1.41%,-1.66%
439,1471,-0.34%,-0.70%
439,1643,-1.43%,-1.62%
439,1727,-1.11%,-1.22%
439,1828,-1.11%,-1.29%
439,1982,-0.94%,-1.07%
439,2509,-0.85%,-1.16%
439,2958,-1.20%,-1.35%
439,2986,-1.16%,-1.25%
440,1366,-1.79%,-1.83%
440,1453,-1.12%,-1.35%
440,1908,-0.66%,-0.85%
440,1931,-0.81%,-1.03%
440,2127,-1.12%,-1.19%
440,2271,-0.81%,-0.99%
440,2510,-2.06%,-2.10%
440,2813,-0.36%,-0.70%
440,3268,-0.47%,-0.70%
440,3643,-0.24%,-0.70%
440,5090,-0.69%,-0.91%
441,847,-0.70%,-0.81%
441,1138,-1.70%,-1.70%
441,1176,-1.42%,-1.67%
441,1267,-2.24%,-2.34%
441,1274,-2.26%,-2.34%
441,1305,-0.97%,-1.24%
441,1396,-1.02%,-1.20%
441,1799,-1.52%,-1.75%
441,2335,-2.39%,-2.89%
441,3505,-1.13%,-1.48%
441,3857,-3.60%,-3.02%
442,910,-0.62%,-0.97%
442,1515,-1.69%,-1.90%
442,1571,-0.21%,-0.70%
442,1635,-1.28%,-1.34%
442,1678,-0.85%,-1.08%
442,1776,-1.22%,-1.44%
442,2936,-4.01%,-3.40%
442,3247,-0.96%,-1.27%
442,3322,-0.96%,-1.02%
442,3499,-0.98%,-1.26%
444,1012,-1.09%,-1.39%
444,1276,-0.92%,-1.28%
444,1650,-1.26%,-1.48%
444,2452,-3.84%,-4.09%
444,2658,-0.71%,-0.94%
444,3324,-0.79%,-0.91%
444,3497,-0.43%,-0.70%
444,5438,-1.39%,-1.63%
444,5463,-0.39%,-0.70%
444,6394,-4.58%,-3.90%
445,1588,-2.84%,-2.93%
445,1692,-3.00%,-2.70%
445,1693,-2.53%,-2.40%
445,1879,-3.01%,-3.09%
445,1914,-2.86%,-2.84%
445,2333,-1.62%,-1.84%
445,3276,-4.83%,-4.00%
445,4340,-2.68%,-2.68%
445,4392,-2.69%,-2.68%
446,2032,-1.92%,-2.32%
446,2526,-2.21%,-2.51%
446,2568,-2.47%,-2.60%
446,2621,-1.27%,-1.34%
446,3087,-1.65%,-1.74%
446,3180,-2.56%,-2.69%
446,3650,-2.18%,-2.16%
446,5152,-0.83%,-1.07%
447,1574,-1.32%,-1.80%
447,1600,-1.98%,-1.99%
447,1624,-1.46%,-1.60%
447,1989,-2.09%,-2.28%
447,2099,-1.61%,-1.79%
447,2507,-2.59%,-2.38%
447,2556,-1.59%,-2.00%
447,2557,-3.16%,-2.91%
447,4317,-2.13%,-2.00%
447,5134,-2.78%,-2.65%
448,1563,-2.10%,-2.49%
448,1660,-3.17%,-3.32%
448,2297,-1.53%,-1.76%
448,2950,-2.99%,-3.02%
448,2951,-2.75%,-2.95%
448,3523,-1.74%,-2.09%
448,5162,-0.91%,-1.31%
448,5686,-2.91%,-2.95%
449,1583,-1.53%,-1.60%
449,1815,-4.11%,-3.25%
449,2001,-2.47%,-2.74%
449,2277,-2.18%,-2.55%
449,2985,-1.86%,-2.24%
449,4238,-1.44%,-1.73%
449,5337,-1.57%,-1.72%
449,5632,-1.27%,-1.36%
449,5701,-0.96%,-1.14%
450,1587,-2.63%,-2.40%
450,1963,-2.88%,-2.90%
450,1983,-1.90%,-2.75%
450,2030,-2.92%,-2.80%
450,2039,-3.00%,-2.80%
450,2054,-1.40%,-1.56%
450,2117,-2.41%,-2.63%
450,5710,-1.17%,-1.30%
450,5890,-1.91%,-2.09%
451,2002,-2.41%,-2.60%
451,2119,-2.42%,-2.50%
451,2280,-2.05%,-2.34%
451,2458,-1.75%,-2.11%
451,4488,-1.24%,-1.50%
451,5435,-2.00%,-2.80%
451,5751,-2.26%,-2.40%
451,5766,-2.27%,-2.30%
451,5884,-2.98%,-2.94%
452,1554,-1.84%,-2.55%
452,1615,-2.62%,-2.47%
452,1789,-1.60%,-2.12%
452,2697,-4.39%,-3.60%
452,3352,-3.80%,-3.20%
452,3455,-1.86%,-2.14%
452,3493,-1.95%,-2.06%
452,3708,-2.26%,-2.55%
452,5231,-1.47%,-1.63%
453,1651,-1.88%,-2.19%
453,1704,-2.76%,-2.65%
453,1755,-3.12%,-2.80%
453,1979,-2.01%,-2.18%
453,2048,-2.47%,-2.58%
453,2052,-2.52%,-2.54%
453,2190,-2.85%,-2.85%
453,2553,-2.11%,-2.19%
453,2925,-2.38%,-2.44%
453,5139,-1.52%,-1.60%
454,1697,-1.50%,-1.55%
454,1881,-2.21%,-2.26%
454,2464,-3.18%,-2.75%
454,2598,-2.95%,-2.78%
454,2735,-3.74%,-3.50%
454,3081,-1.69%,-1.69%
454,3652,-1.96%,-2.33%
454,4393,-3.69%,-3.30%
454,5192,-2.43%,-2.65%
454,5848,-1.02%,-1.10%
455,1760,-2.49%,-2.65%
455,1903,-2.31%,-2.36%
455,1988,-1.66%,-2.09%
455,2418,-2.32%,-2.54%
455,2457,-3.07%,-3.10%
455,3587,-2.79%,-2.81%
455,3712,-1.40%,-1.63%
455,4202,-1.87%,-1.87%
455,4309,-2.19%,-2.26%
455,5136,-3.65%,-3.00%
457,1575,-3.00%,-2.93%
457,1608,-1.58%,-1.60%
457,1616,-1.56%,-1.71%
457,1630,-2.27%,-2.43%
457,1910,-1.02%,-1.60%
457,2044,-1.24%,-1.49%
457,2053,-1.88%,-1.88%
457,2537,-3.07%,-3.29%
457,5133,-1.33%,-1.75%
457,5629,-2.77%,-2.70%
458,2150,-0.79%,-1.15%
458,2253,-1.77%,-1.89%
458,2291,-0.89%,-1.09%
458,3516,-1.51%,-1.94%
458,3524,-1.99%,-2.19%
458,3947,-0.79%,-1.27%
458,5023,-1.51%,-1.87%
458,5305,-1.49%,-1.87%
458,5938,-1.22%,-1.30%
459,1700,-1.39%,-1.56%
459,1917,-1.14%,-1.38%
459,2177,-1.84%,-2.06%
459,2479,-2.44%,-2.85%
459,3494,-1.68%,-2.03%
459,5140,-1.68%,-1.87%
459,5338,-1.68%,-2.06%
459,5886,-2.03%,-2.19%
459,5996,-1.46%,-1.54%
460,2077,-2.57%,-2.49%
460,2094,-2.70%,-2.71%
460,2245,-2.39%,-2.57%
460,2494,-2.34%,-2.44%
460,2527,-0.66%,-0.81%
460,2708,-2.64%,-2.56%
460,2952,-2.25%,-2.42%
460,5075,-2.71%,-2.63%
461,1747,-2.73%,-2.61%
461,1853,-2.42%,-2.40%
461,1899,-4.08%,-3.43%
461,1912,-3.11%,-2.47%
461,2028,-2.52%,-2.49%
461,2842,-1.59%,-1.75%
461,5193,-2.67%,-2.54%
461,5425,-2.71%,-2.67%
462,1756,-2.02%,-2.45%
462,1862,-3.14%,-3.15%
462,1922,-1.52%,-1.66%
462,1941,-2.90%,-2.91%
462,1992,-2.28%,-2.39%
462,2288,-2.02%,-2.09%
462,3464,-2.52%,-2.53%
462,3796,-2.56%,-2.54%
463,1555,-0.72%,-1.10%
463,1805,-1.19%,-1.31%
463,1832,-2.52%,-2.34%
463,1859,-0.53%,-0.99%
463,1915,-1.91%,-2.28%
463,2181,-1.89%,-1.95%
463,5096,-1.46%,-1.66%
463,5156,-2.14%,-2.22%
463,5335,-0.30%,-0.70%
464,2082,-2.27%,-2.64%
464,2242,-2.34%,-2.77%
464,2523,-1.84%,-2.08%
464,2546,-2.05%,-2.13%
464,3248,-2.68%,-2.63%
464,5032,-1.97%,-2.24%
464,5641,-1.32%,-1.68%
464,5930,-2.20%,-2.45%
465,2110,-2.67%,-2.50%
465,2609,-3.41%,-3.00%
465,3477,-2.01%,-2.35%
465,4101,-1.88%,-2.21%
465,4132,-3.00%,-2.91%
465,5072,-2.77%,-2.66%
465,5807,-2.87%,-2.94%
465,5874,-1.58%,-1.69%
466,2206,-1.01%,-1.05%
466,2218,-3.33%,-2.75%
466,2495,-2.21%,-2.41%
466,2517,-1.44%,-1.99%
466,2636,-2.07%,-2.10%
466,4171,-3.01%,-2.79%
466,5644,-2.97%,-3.03%
467,2249,-1.23%,-1.56%
467,2469,-0.71%,-0.85%
467,3218,-2.13%,-2.20%
467,3531,-1.34%,-1.50%
467,3537,-2.06%,-2.40%
467,3705,-1.00%,-1.15%
467,3850,-1.15%,-1.32%
467,4137,-1.99%,-2.13%
467,5853,-0.85%,-0.94%
467,5861,-0.77%,-0.94%
468,1772,-1.61%,-1.77%
468,1834,-1.98%,-2.29%
468,1880,-1.66%,-1.86%
468,2069,-2.25%,-2.41%
468,2320,-2.03%,-2.12%
468,2477,-1.27%,-1.59%
468,5424,-1.70%,-1.82%
468,5839,-1.79%,-1.92%
469,2070,-2.84%,-2.80%
469,2071,-0.97%,-1.16%
469,2074,-2.65%,-2.59%
469,2188,-1.23%,-1.39%
469,2710,-0.19%,-0.60%
469,2711,0.36%,-0.60%
469,2722,-1.14%,-1.32%
469,4359,-3.02%,-2.75%
469,4474,-0.55%,-0.70%
470,2126,-1.15%,-1.30%
470,2308,-0.30%,-0.70%
470,2314,-1.65%,-1.82%
470,2321,-0.48%,-0.70%
470,2473,-0.47%,-0.70%
470,3149,-3.82%,-3.25%
470,3290,-0.98%,-1.14%
470,3478,-2.01%,-2.16%
470,3883,-2.38%,-2.56%
470,5274,-0.91%,-1.07%
471,2450,-2.38%,-2.45%
471,2594,-1.99%,-2.09%
471,2595,-2.18%,-2.53%
471,2596,-2.16%,-2.28%
471,3053,-2.64%,-2.43%
471,3757,-1.62%,-1.73%
471,3801,-1.68%,-1.80%
471,5195,-2.16%,-2.47%
471,5628,-1.15%,-1.31%
472,2037,-1.29%,-1.30%
472,2121,-0.79%,-1.00%
472,2196,-0.65%,-0.75%
472,2317,-1.17%,-1.35%
472,2319,-0.84%,-1.02%
472,2325,-0.72%,-0.89%
472,5272,-1.01%,-1.18%
472,5273,-1.28%,-1.33%
473,1947,-0.87%,-1.03%
473,2007,-0.61%,-0.88%
473,2016,-2.28%,-2.51%
473,2187,-1.06%,-1.21%
473,2269,-1.62%,-1.83%
473,3217,-0.29%,-0.70%
473,3260,-0.57%,-0.70%
473,3754,-0.69%,-0.87%
473,5078,-2.28%,-2.36%
474,2485,-0.61%,-0.73%
474,2539,-1.31%,-1.63%
474,2549,-2.21%,-2.52%
474,2865,-1.74%,-1.88%
474,3472,-0.99%,-1.08%
474,3511,-1.33%,-1.68%
474,4249,0.11%,-0.60%
474,4394,-1.88%,-2.27%
474,4395,-1.07%,-1.20%
474,5883,-1.67%,-1.95%
475,1817,-1.43%,-1.55%
475,1870,-0.83%,-0.92%
475,1889,-0.97%,-1.15%
475,2006,-1.08%,-1.40%
475,2101,-1.12%,-1.55%
475,2241,-0.73%,-0.85%
475,2476,-0.83%,-1.00%
475,2492,-1.46%,-1.65%
475,3261,-1.00%,-1.35%
475,3380,-1.32%,-1.61%
475,5869,-1.04%,-1.19%
476,1876,-0.33%,-0.70%
476,2550,-1.19%,-1.31%
476,2552,-3.49%,-2.99%
476,2927,-3.47%,-2.99%
476,2947,-1.76%,-1.88%
476,3742,-0.67%,-0.75%
476,5461,-1.33%,-1.40%
476,5462,-0.74%,-1.15%
476,5899,-3.22%,-2.95%
476,5929,-0.68%,-0.79%
477,1784,-2.20%,-2.25%
477,1793,-1.96%,-2.14%
477,1843,-1.10%,-1.25%
477,1920,-1.50%,-1.65%
477,2422,-1.11%,-1.19%
477,4176,-1.14%,-1.29%
477,4221,-1.75%,-1.84%
477,5368,-2.09%,-2.31%
477,5440,-2.49%,-2.79%
477,5935,-2.90%,-2.72%
478,1775,-2.19%,-2.36%
478,1925,-0.98%,-1.10%
478,2075,-1.50%,-1.77%
478,2243,-0.73%,-1.04%
478,2315,-0.96%,-1.09%
478,2538,-1.31%,-1.37%
478,3239,-1.92%,-2.39%
478,3258,-2.30%,-2.50%
478,5396,-1.55%,-1.61%
479,421,-1.22%,-1.59%
479,940,-3.41%,-2.99%
479,972,-1.58%,-1.91%
479,2649,-2.35%,-2.51%
479,3773,-2.21%,-2.44%
479,4165,-2.99%,-2.82%
479,5247,-1.23%,-1.41%
479,5312,-1.94%,-2.24%
479,5316,-1.23%,-1.49%
479,5764,-1.31%,-1.58%
481,2226,-1.77%,-1.75%
481,3138,-1.41%,-1.20%
481,3139,-1.14%,-1.20%
481,3140,-0.99%,-1.20%
481,3141,-1.60%,-1.66%
481,3147,-1.05%,-1.08%
481,3179,-2.77%,-2.29%
481,5602,-2.82%,-2.38%
481,5604,-1.89%,-1.92%
481,5605,-0.90%,-1.00%
481,5643,-0.87%,-1.00%
481,5658,-0.97%,-1.11%
481,5659,-0.38%,-1.03%
481,5664,-1.82%,-1.75%
482,1275,-1.07%,-1.10%
482,1518,-2.71%,-2.59%
482,1655,-1.55%,-1.60%
482,2786,-2.10%,-2.16%
482,2787,-2.53%,-2.43%
482,2788,-1.40%,-1.50%
482,3781,-3.43%,-2.75%
482,5483,-1.70%,-1.70%
482,6476,-0.96%,-1.00%
484,2251,-1.85%,-2.10%
484,2292,-3.30%,-2.79%
484,2401,-2.72%,-2.55%
484,2886,-3.06%,-2.75%
484,2948,-2.62%,-2.58%
484,3522,-2.19%,-2.45%
484,5154,-2.76%,-2.76%
484,5954,-2.49%,-2.25%
485,998,-1.14%,-1.17%
485,2425,-0.71%,-0.90%
485,2442,-2.00%,-2.00%
485,4198,-0.82%,-0.85%
485,5149,-0.87%,-0.90%
485,5180,-1.55%,-2.00%
485,5207,-1.94%,-1.97%
485,5308,-2.01%,-2.00%
485,5421,-0.79%,-0.90%
485,5427,-0.80%,-0.90%
485,6172,-1.47%,-1.70%
485,6500,-2.34%,-2.37%
485,6585,-1.14%,-1.17%
488,2396,-2.08%,-2.18%
488,2406,-1.91%,-1.94%
488,3011,-2.31%,-2.34%
488,3104,-2.54%,-2.32%
488,4380,-1.19%,-1.29%
488,4441,-1.87%,-1.90%
488,4546,-2.02%,-2.05%
488,4560,-1.76%,-1.79%
488,5704,-1.49%,-1.52%
488,5758,-1.27%,-1.30%
488,5759,-1.39%,-1.42%
488,6967,-1.28%,-1.31%
488,7299,-1.44%,-1.47%
490,3019,-1.98%,-1.89%
490,3082,-1.04%,-1.23%
490,3083,-1.36%,-1.29%
490,3126,-1.21%,-1.02%
490,3127,-1.49%,-1.23%
490,3128,-2.32%,-1.80%
490,3175,-1.33%,-1.35%
490,3176,-1.10%,-1.01%
490,3740,-0.75%,-0.90%
490,4196,-1.29%,-1.42%
490,4491,-0.84%,-0.91%
490,4747,-1.43%,-1.45%
490,5828,-1.16%,-1.19%
490,6178,-3.59%,-2.00%
491,3152,-1.49%,-2.15%
491,3153,-0.70%,-0.88%
491,3154,-0.44%,-0.60%
491,3155,-0.61%,-0.80%
491,3172,-1.05%,-1.22%
491,3173,-1.26%,-1.50%
491,4138,-0.85%,-0.96%
491,4139,-2.33%,-2.61%
491,4625,-1.14%,-1.20%
491,4626,-0.10%,-0.61%
491,5855,-0.69%,-0.72%
491,5990,-1.91%,-2.48%
491,5991,-1.15%,-1.20%
492,2431,-0.83%,-0.83%
492,2743,-0.66%,-1.15%
492,3593,-1.39%,-1.55%
492,3599,-1.00%,-1.03%
492,4619,-1.61%,-1.55%
492,4654,-0.81%,-0.84%
492,5043,-0.84%,-2.00%
492,5122,-2.40%,-2.10%
492,5780,-0.52%,-0.63%
492,6876,-2.37%,-1.65%
492,6943,-1.52%,-1.25%
492,6975,-0.61%,-0.64%
494,4413,-1.11%,-0.92%
494,4469,-1.70%,-1.52%
494,4524,-1.67%,-1.95%
494,4589,-0.85%,-0.88%
494,4591,-1.12%,-1.15%
494,4607,-0.59%,-0.70%
494,5059,-0.78%,-0.80%
494,5107,-1.20%,-1.50%
494,5119,-1.43%,-1.20%
494,5135,-1.18%,-1.15%
494,5183,-1.06%,-1.10%
494,5297,-1.25%,-1.46%
494,5372,-1.76%,-1.82%
494,5452,-2.74%,-2.20%
495,3110,-1.17%,-3.25%
495,3166,-2.88%,-3.00%
495,4053,-1.59%,-2.00%
495,4054,-2.35%,-2.00%
495,5408,-1.92%,-1.95%
495,5645,-3.06%,-2.23%
495,5646,-3.35%,-2.57%
495,5695,-2.04%,-2.00%
495,5697,-2.65%,-2.00%
495,5767,-1.42%,-1.45%
495,5804,-3.78%,-2.00%
495,6390,-2.50%,-3.80%
495,6470,-0.73%,-0.76%
496,377,-2.23%,-2.00%
496,2870,-1.28%,-1.20%
496,2887,-0.89%,-0.81%
496,3442,-0.92%,-0.95%
496,3638,-1.91%,-1.84%
496,3646,-0.95%,-1.05%
496,3713,-2.05%,-1.77%
496,3724,-2.19%,-2.19%
496,3899,-1.34%,-1.37%
496,5279,-2.67%,-2.25%
496,5367,-1.65%,-1.58%
496,5383,-2.04%,-1.18%
496,5923,-0.68%,-0.71%
496,6174,-1.46%,-1.49%
497,2328,-2.25%,-2.28%
497,2465,-1.57%,-1.64%
497,3338,-2.06%,-2.00%
497,3628,-1.30%,-1.33%
497,4145,-1.69%,-1.62%
497,4206,-1.71%,-1.74%
497,4443,-1.48%,-1.70%
497,4445,-1.20%,-1.31%
497,4452,-1.84%,-1.72%
497,5291,-1.70%,-1.73%
497,5371,-1.02%,-1.10%
497,5378,-1.66%,-1.74%
497,5813,-0.90%,-0.98%
497,7339,-1.24%,-1.32%
498,3504,-0.66%,-0.69%
498,3959,-0.59%,-0.85%
498,4432,-0.95%,-0.97%
498,5467,-0.96%,-0.99%
498,5734,-1.31%,-1.10%
498,5908,-0.19%,-0.60%
498,6243,-1.19%,-1.22%
498,6263,-0.80%,-0.99%
498,6264,-1.87%,-1.90%
498,6814,-0.88%,-0.91%
498,6828,-0.85%,-0.88%
498,7296,-0.35%,-0.60%
498,7304,-0.52%,-0.60%
498,7315,-0.91%,-0.94%
499,3359,-1.37%,-1.40%
499,4148,-1.67%,-1.69%
499,4431,-1.58%,-1.61%
499,4848,-1.76%,-1.79%
499,6233,-2.53%,-2.31%
499,6586,-1.93%,-1.96%
499,6962,-1.73%,-1.76%
499,7004,-1.09%,-1.12%
499,7062,-3.10%,-2.50%
499,7146,-1.14%,-1.17%
499,7180,-1.34%,-1.37%
499,7205,-1.28%,-1.38%
499,7206,-0.61%,-0.92%
500,3411,-1.70%,-1.50%
500,3456,-1.24%,-1.27%
500,3600,-1.58%,-1.61%
500,4545,-1.93%,-1.96%
500,7098,-1.07%,-1.10%
500,7137,-0.79%,-0.82%
500,7162,-0.56%,-0.78%
500,7209,-1.56%,-1.59%
500,7218,-1.34%,-1.37%
500,7222,-1.28%,-1.31%
500,7235,-2.33%,-2.20%
500,7329,-0.91%,-1.78%
500,7334,-0.95%,-0.98%
500,7337,-2.39%,-1.99%
500,7340,-1.14%,-1.20%
502,3156,-1.91%,-1.94%
502,3157,-1.98%,-2.09%
502,3299,-1.48%,-1.51%
502,3330,-1.10%,-1.13%
502,3880,-1.00%,-1.03%
502,3885,-2.19%,-2.21%
502,4220,-0.79%,-0.82%
502,5754,-1.32%,-1.35%
502,5755,-1.64%,-1.91%
502,6226,-0.97%,-0.99%
502,6798,-2.13%,-2.00%
502,6936,-0.95%,-0.98%
502,7174,-1.55%,-1.58%
503,140,-1.11%,-1.54%
503,163,-1.65%,-1.77%
503,214,-1.46%,-1.64%
503,236,-0.99%,-1.09%
503,249,-0.98%,-1.12%
503,275,-1.58%,-1.65%
503,285,-1.88%,-2.01%
503,288,-1.35%,-1.40%
503,364,-0.53%,-0.70%
504,2995,-1.66%,-1.69%
504,3199,-1.37%,-1.65%
504,3287,-0.70%,-0.73%
504,3521,-0.98%,-1.01%
504,3574,-0.48%,-0.60%
504,4104,-1.14%,-1.17%
504,4453,-1.78%,-1.87%
504,4464,-0.93%,-0.85%
504,5624,-1.73%,-1.94%
504,5657,-2.05%,-2.31%
504,5963,-0.83%,-0.96%
504,6078,-0.79%,-0.86%
504,6851,-1.40%,-1.53%
504,6966,-2.01%,-2.04%
504,7349,-0.72%,-0.70%
504,7362,-0.73%,-1.36%
505,500,-0.82%,-1.18%
505,512,-0.77%,-1.21%
505,964,-0.73%,-0.88%
505,1015,-0.75%,-0.83%
505,2201,-0.97%,-1.20%
505,2612,-0.95%,-1.30%
505,3136,-1.37%,-1.53%
505,3763,-1.18%,-1.55%
505,5717,-0.92%,-1.26%
505,5947,-1.23%,-1.42%
506,508,-0.56%,-0.76%
506,1126,-1.00%,-1.24%
506,1154,-0.61%,-0.80%
506,1198,-1.47%,-1.76%
506,2864,-2.05%,-2.05%
506,3056,-0.66%,-0.75%
506,3057,-0.83%,-0.99%
506,3107,-1.65%,-1.75%
506,4131,-1.80%,-1.80%
506,4162,-1.54%,-1.71%
506,5146,-1.24%,-1.50%
507,2395,-1.01%,-1.03%
507,2880,-0.99%,-1.02%
507,3340,-1.02%,-1.04%
507,3457,-0.92%,-0.95%
507,3508,-1.31%,-1.34%
507,4390,-0.32%,-0.60%
507,4585,-1.34%,-1.37%
507,4655,-1.09%,-1.11%
507,5093,-1.15%,-1.18%
507,5336,-0.84%,-0.87%
507,5364,-0.62%,-0.65%
507,5840,-0.78%,-0.81%
507,6170,-1.57%,-1.59%
507,6942,-0.63%,-0.66%
508,1716,-1.85%,-1.90%
508,1717,-1.95%,-2.20%
508,1893,-2.67%,-2.50%
508,1981,-2.06%,-2.25%
508,1985,-2.52%,-2.80%
508,2799,-2.48%,-2.75%
508,2853,-1.77%,-1.80%
508,5129,-1.69%,-2.00%
508,5345,-0.85%,-1.01%
509,2414,-1.87%,-1.90%
509,3603,-0.94%,-1.03%
509,3605,-1.52%,-1.68%
509,3614,-1.82%,-1.75%
509,3622,-1.28%,-1.70%
509,4147,-2.25%,-1.78%
509,4157,-1.11%,-1.75%
509,4388,-2.87%,-2.25%
509,5013,-0.96%,-0.99%
509,5014,-2.35%,-2.25%
509,5393,-1.41%,-1.70%
509,5829,-1.06%,-1.09%
509,6176,-1.50%,-1.53%
509,7177,-1.35%,-1.08%
510,2632,-1.54%,-1.50%
510,3314,-2.47%,-1.97%
510,3315,-1.00%,-1.03%
510,3604,-0.57%,-0.74%
510,3844,-1.13%,-1.12%
510,3845,-0.86%,-1.55%
510,3846,-0.69%,-0.89%
510,4218,-0.85%,-0.99%
510,4233,-0.24%,-0.60%
510,4275,-1.19%,-0.97%
510,5257,-1.43%,-1.71%
510,5332,-0.95%,-1.23%
510,5349,-0.96%,-0.99%
510,7320,-1.01%,-1.05%
511,1840,-3.20%,-2.80%
511,1972,-1.67%,-1.67%
511,2025,-2.20%,-2.07%
511,2031,-2.26%,-2.26%
511,2161,-3.67%,-2.99%
511,2648,-0.62%,-2.81%
511,2989,-2.17%,-2.10%
511,5426,-2.06%,-2.10%
511,5434,-1.59%,-1.79%
511,5843,-2.22%,-2.10%
