Region,Market,Store Nbr,Tier,Details
17,173,2954,Tier 1,ISA On in Total Store
40,362,2955,Tier 2,GM Pause
25,262,2956,Tier 1,ISA On in Total Store
52,412,2957,Tier 3,Total Store ISA Pause
53,439,2958,Tier 1,ISA On in Total Store
19,206,2959,Tier 1,ISA On in Total Store
9,108,2962,Tier 3,Total Store ISA Pause
9,108,2963,Tier 1,ISA On in Total Store
16,156,2964,Tier 2,GM Pause
17,163,2965,Tier 2,GM Pause
20,215,2966,Tier 2,GM Pause
21,225,2967,Tier 2,GM Pause
25,243,2968,Tier 1,ISA On in Total Store
5,51,2973,Tier 2,GM Pause
64,561,2974,Tier 1,ISA On in Total Store
64,561,2975,Tier 1,ISA On in Total Store
64,561,2976,Tier 1,ISA On in Total Store
64,58,2977,Tier 2,GM Pause
5,44,2978,Tier 1,ISA On in Total Store
64,58,2979,Tier 2,GM Pause
5,479,2980,Tier 1,ISA On in Total Store
64,58,2981,Tier 2,GM Pause
64,533,2984,Tier 1,ISA On in Total Store
57,449,2985,Tier 2,GM Pause
53,439,2986,Tier 2,GM Pause
9,109,2987,Tier 1,ISA On in Total Store
2,120,2988,Tier 1,ISA On in Total Store
56,511,2989,Tier 2,GM Pause
54,430,2990,Tier 1,ISA On in Total Store
5,82,2991,Tier 1,ISA On in Total Store
17,190,2992,Tier 1,ISA On in Total Store
6,62,2993,Tier 2,GM Pause
40,360,2994,Tier 1,ISA On in Total Store
64,504,2995,Tier 2,GM Pause
5,53,2996,Tier 2,GM Pause
61,515,2998,Tier 2,GM Pause
25,268,3004,Tier 2,GM Pause
2,23,3008,Tier 1,ISA On in Total Store
72,488,3011,Tier 3,Total Store ISA Pause
72,548,3013,Tier 2,GM Pause
5,49,3014,Tier 1,ISA On in Total Store
64,561,3015,Tier 2,GM Pause
12,151,3017,Tier 2,GM Pause
47,389,3018,Tier 2,GM Pause
61,490,3019,Tier 1,ISA On in Total Store
61,512,3022,Tier 2,GM Pause
61,512,3023,Tier 1,ISA On in Total Store
61,515,3026,Tier 1,ISA On in Total Store
75,283,3035,Tier 1,ISA On in Total Store
64,543,3042,Tier 2,GM Pause
64,58,3043,Tier 1,ISA On in Total Store
5,50,3044,Tier 1,ISA On in Total Store
61,512,3046,Tier 2,GM Pause
61,512,3047,Tier 2,GM Pause
61,9,3049,Tier 3,Total Store ISA Pause
61,550,3050,Tier 2,GM Pause
60,471,3053,Tier 2,GM Pause
44,345,3055,Tier 2,GM Pause
6,506,3056,Tier 2,GM Pause
6,506,3057,Tier 3,Total Store ISA Pause
6,86,3058,Tier 1,ISA On in Total Store
13,140,3059,Tier 2,GM Pause
13,140,3060,Tier 1,ISA On in Total Store
40,340,3061,Tier 1,ISA On in Total Store
72,538,3062,Tier 3,Total Store ISA Pause
72,102,3066,Tier 2,GM Pause
2,20,3067,Tier 2,GM Pause
59,554,3069,Tier 2,GM Pause
59,554,3070,Tier 3,Total Store ISA Pause
59,554,3071,Tier 3,Total Store ISA Pause
59,554,3072,Tier 2,GM Pause
59,554,3074,Tier 2,GM Pause
14,15,3075,Tier 1,ISA On in Total Store
75,292,3077,Tier 2,GM Pause
17,175,3078,Tier 2,GM Pause
56,454,3081,Tier 1,ISA On in Total Store
61,490,3082,Tier 2,GM Pause
61,490,3083,Tier 2,GM Pause
61,551,3084,Tier 2,GM Pause
57,446,3087,Tier 2,GM Pause
52,424,3088,Tier 2,GM Pause
61,552,3090,Tier 2,GM Pause
56,399,3093,Tier 2,GM Pause
61,557,3094,Tier 2,GM Pause
61,550,3098,Tier 2,GM Pause
61,551,3099,Tier 2,GM Pause
61,551,3101,Tier 2,GM Pause
52,424,3102,Tier 2,GM Pause
44,409,3103,Tier 1,ISA On in Total Store
72,488,3104,Tier 1,ISA On in Total Store
6,86,3106,Tier 1,ISA On in Total Store
6,506,3107,Tier 1,ISA On in Total Store
59,495,3110,Tier 1,ISA On in Total Store
72,538,3111,Tier 2,GM Pause
6,77,3112,Tier 2,GM Pause
16,157,3114,Tier 1,ISA On in Total Store
2,20,3118,Tier 3,Total Store ISA Pause
14,15,3119,Tier 2,GM Pause
61,512,3123,Tier 2,GM Pause
61,490,3126,Tier 2,GM Pause
61,490,3127,Tier 2,GM Pause
61,490,3128,Tier 2,GM Pause
61,515,3131,Tier 1,ISA On in Total Store
61,515,3132,Tier 2,GM Pause
61,515,3133,Tier 1,ISA On in Total Store
64,58,3135,Tier 1,ISA On in Total Store
46,505,3136,Tier 2,GM Pause
12,149,3137,Tier 1,ISA On in Total Store
61,481,3138,Tier 1,ISA On in Total Store
61,481,3139,Tier 1,ISA On in Total Store
61,481,3140,Tier 2,GM Pause
61,481,3141,Tier 1,ISA On in Total Store
61,9,3143,Tier 3,Total Store ISA Pause
61,550,3144,Tier 1,ISA On in Total Store
61,550,3145,Tier 1,ISA On in Total Store
61,550,3146,Tier 1,ISA On in Total Store
61,481,3147,Tier 1,ISA On in Total Store
60,470,3149,Tier 2,GM Pause
47,432,3150,Tier 2,GM Pause
47,432,3151,Tier 1,ISA On in Total Store
61,491,3152,Tier 2,GM Pause
61,491,3153,Tier 2,GM Pause
61,491,3154,Tier 2,GM Pause
61,491,3155,Tier 3,Total Store ISA Pause
59,502,3156,Tier 2,GM Pause
59,502,3157,Tier 3,Total Store ISA Pause
72,548,3161,Tier 1,ISA On in Total Store
72,96,3162,Tier 1,ISA On in Total Store
9,553,3163,Tier 1,ISA On in Total Store
72,534,3164,Tier 3,Total Store ISA Pause
59,495,3166,Tier 1,ISA On in Total Store
13,125,3167,Tier 1,ISA On in Total Store
72,537,3168,Tier 2,GM Pause
5,83,3169,Tier 2,GM Pause
5,83,3170,Tier 3,Total Store ISA Pause
61,491,3172,Tier 2,GM Pause
61,491,3173,Tier 2,GM Pause
61,490,3175,Tier 2,GM Pause
61,490,3176,Tier 2,GM Pause
54,378,3177,Tier 1,ISA On in Total Store
61,550,3178,Tier 2,GM Pause
61,481,3179,Tier 2,GM Pause
57,446,3180,Tier 1,ISA On in Total Store
26,296,3182,Tier 1,ISA On in Total Store
72,103,3183,Tier 2,GM Pause
72,544,3184,Tier 1,ISA On in Total Store
59,566,3185,Tier 1,ISA On in Total Store
2,20,3188,Tier 1,ISA On in Total Store
2,35,3191,Tier 1,ISA On in Total Store
2,35,3192,Tier 2,GM Pause
9,112,3197,Tier 2,GM Pause
64,561,3198,Tier 1,ISA On in Total Store
64,504,3199,Tier 2,GM Pause
16,159,3200,Tier 2,GM Pause
2,19,3201,Tier 3,Total Store ISA Pause
64,533,3202,Tier 1,ISA On in Total Store
64,561,3204,Tier 1,ISA On in Total Store
2,22,3205,Tier 2,GM Pause
21,222,3206,Tier 1,ISA On in Total Store
3,94,3207,Tier 2,GM Pause
54,582,3208,Tier 2,GM Pause
52,424,3209,Tier 2,GM Pause
25,275,3210,Tier 2,GM Pause
22,178,3212,Tier 1,ISA On in Total Store
6,68,3213,Tier 2,GM Pause
75,289,3214,Tier 2,GM Pause
75,320,3215,Tier 3,Total Store ISA Pause
75,289,3216,Tier 2,GM Pause
60,473,3217,Tier 2,GM Pause
60,467,3218,Tier 2,GM Pause
75,288,3219,Tier 1,ISA On in Total Store
46,405,3220,Tier 1,ISA On in Total Store
17,190,3221,Tier 2,GM Pause
2,35,3222,Tier 2,GM Pause
20,229,3223,Tier 2,GM Pause
5,583,3224,Tier 1,ISA On in Total Store
5,583,3225,Tier 1,ISA On in Total Store
6,65,3226,Tier 1,ISA On in Total Store
47,391,3227,Tier 2,GM Pause
22,231,3228,Tier 2,GM Pause
44,349,3229,Tier 2,GM Pause
42,324,3230,Tier 2,GM Pause
42,321,3231,Tier 2,GM Pause
54,403,3232,Tier 2,GM Pause
52,419,3233,Tier 1,ISA On in Total Store
2,123,3234,Tier 2,GM Pause
9,553,3235,Tier 1,ISA On in Total Store
22,178,3236,Tier 1,ISA On in Total Store
54,430,3237,Tier 2,GM Pause
72,538,3238,Tier 2,GM Pause
60,478,3239,Tier 2,GM Pause
46,369,3241,Tier 2,GM Pause
75,312,3243,Tier 1,ISA On in Total Store
53,436,3245,Tier 2,GM Pause
53,442,3247,Tier 1,ISA On in Total Store
57,464,3248,Tier 1,ISA On in Total Store
20,209,3250,Tier 3,Total Store ISA Pause
21,218,3251,Tier 2,GM Pause
22,167,3252,Tier 3,Total Store ISA Pause
17,228,3253,Tier 2,GM Pause
56,392,3254,Tier 1,ISA On in Total Store
21,246,3255,Tier 2,GM Pause
60,478,3258,Tier 1,ISA On in Total Store
54,383,3259,Tier 1,ISA On in Total Store
60,473,3260,Tier 2,GM Pause
60,475,3261,Tier 2,GM Pause
20,216,3262,Tier 1,ISA On in Total Store
75,288,3265,Tier 3,Total Store ISA Pause
22,558,3266,Tier 3,Total Store ISA Pause
47,432,3267,Tier 2,GM Pause
53,440,3268,Tier 2,GM Pause
16,180,3269,Tier 1,ISA On in Total Store
20,311,3270,Tier 2,GM Pause
14,13,3271,Tier 3,Total Store ISA Pause
40,362,3273,Tier 3,Total Store ISA Pause
5,50,3274,Tier 1,ISA On in Total Store
64,533,3275,Tier 1,ISA On in Total Store
57,445,3276,Tier 1,ISA On in Total Store
56,392,3277,Tier 1,ISA On in Total Store
47,433,3278,Tier 2,GM Pause
6,77,3279,Tier 1,ISA On in Total Store
17,192,3280,Tier 1,ISA On in Total Store
17,228,3281,Tier 2,GM Pause
21,218,3282,Tier 2,GM Pause
44,409,3283,Tier 2,GM Pause
5,44,3284,Tier 2,GM Pause
5,44,3285,Tier 3,Total Store ISA Pause
5,52,3286,Tier 2,GM Pause
64,504,3287,Tier 1,ISA On in Total Store
13,131,3288,Tier 3,Total Store ISA Pause
4,124,3289,Tier 1,ISA On in Total Store
60,470,3290,Tier 2,GM Pause
20,209,3293,Tier 2,GM Pause
41,242,3294,Tier 1,ISA On in Total Store
44,356,3295,Tier 3,Total Store ISA Pause
6,64,3296,Tier 1,ISA On in Total Store
6,67,3297,Tier 2,GM Pause
6,60,3298,Tier 2,GM Pause
59,502,3299,Tier 1,ISA On in Total Store
21,222,3300,Tier 2,GM Pause
16,161,3301,Tier 2,GM Pause
6,64,3302,Tier 1,ISA On in Total Store
20,311,3303,Tier 1,ISA On in Total Store
26,298,3304,Tier 2,GM Pause
26,298,3305,Tier 3,Total Store ISA Pause
3,97,3307,Tier 2,GM Pause
3,101,3308,Tier 2,GM Pause
3,98,3309,Tier 1,ISA On in Total Store
3,94,3310,Tier 1,ISA On in Total Store
9,553,3311,Tier 2,GM Pause
47,376,3313,Tier 1,ISA On in Total Store
61,510,3314,Tier 1,ISA On in Total Store
61,510,3315,Tier 2,GM Pause
64,526,3317,Tier 2,GM Pause
5,81,3319,Tier 2,GM Pause
6,80,3320,Tier 2,GM Pause
53,442,3322,Tier 2,GM Pause
53,444,3324,Tier 3,Total Store ISA Pause
64,533,3327,Tier 3,Total Store ISA Pause
19,200,3328,Tier 1,ISA On in Total Store
17,187,3329,Tier 1,ISA On in Total Store
59,502,3330,Tier 2,GM Pause
42,327,3331,Tier 1,ISA On in Total Store
17,191,3332,Tier 2,GM Pause
17,187,3334,Tier 2,GM Pause
19,197,3336,Tier 1,ISA On in Total Store
22,178,3337,Tier 2,GM Pause
59,497,3338,Tier 1,ISA On in Total Store
22,165,3339,Tier 2,GM Pause
64,507,3340,Tier 1,ISA On in Total Store
64,561,3341,Tier 3,Total Store ISA Pause
21,225,3342,Tier 2,GM Pause
75,286,3344,Tier 2,GM Pause
9,116,3347,Tier 1,ISA On in Total Store
9,107,3348,Tier 1,ISA On in Total Store
9,118,3349,Tier 2,GM Pause
57,394,3350,Tier 2,GM Pause
57,394,3351,Tier 1,ISA On in Total Store
56,452,3352,Tier 1,ISA On in Total Store
61,397,3354,Tier 2,GM Pause
61,397,3355,Tier 2,GM Pause
61,397,3356,Tier 1,ISA On in Total Store
61,9,3357,Tier 2,GM Pause
59,499,3359,Tier 1,ISA On in Total Store
46,373,3360,Tier 2,GM Pause
41,253,3362,Tier 1,ISA On in Total Store
41,254,3363,Tier 1,ISA On in Total Store
52,423,3364,Tier 1,ISA On in Total Store
54,401,3366,Tier 2,GM Pause
4,36,3367,Tier 1,ISA On in Total Store
9,115,3370,Tier 2,GM Pause
4,306,3371,Tier 1,ISA On in Total Store
9,111,3372,Tier 2,GM Pause
61,9,3377,Tier 2,GM Pause
46,366,3379,Tier 3,Total Store ISA Pause
60,475,3380,Tier 2,GM Pause
5,74,3381,Tier 2,GM Pause
47,389,3382,Tier 2,GM Pause
46,70,3383,Tier 1,ISA On in Total Store
46,70,3384,Tier 1,ISA On in Total Store
64,526,3385,Tier 2,GM Pause
14,3,3386,Tier 1,ISA On in Total Store
9,118,3387,Tier 2,GM Pause
2,25,3388,Tier 1,ISA On in Total Store
2,25,3389,Tier 2,GM Pause
6,68,3390,Tier 1,ISA On in Total Store
6,87,3391,Tier 2,GM Pause
64,58,3392,Tier 2,GM Pause
52,413,3394,Tier 2,GM Pause
47,429,3395,Tier 3,Total Store ISA Pause
9,553,3397,Tier 1,ISA On in Total Store
29,800,3399,Tier 1,ISA On in Total Store
25,265,3400,Tier 1,ISA On in Total Store
2,19,3401,Tier 2,GM Pause
2,19,3402,Tier 3,Total Store ISA Pause
2,26,3403,Tier 2,GM Pause
52,422,3404,Tier 3,Total Store ISA Pause
5,51,3406,Tier 1,ISA On in Total Store
46,368,3407,Tier 1,ISA On in Total Store
56,392,3408,Tier 1,ISA On in Total Store
16,156,3409,Tier 2,GM Pause
59,500,3411,Tier 2,GM Pause
22,232,3412,Tier 2,GM Pause
72,548,3414,Tier 1,ISA On in Total Store
9,104,3415,Tier 2,GM Pause
9,105,3417,Tier 1,ISA On in Total Store
9,112,3418,Tier 1,ISA On in Total Store
64,58,3419,Tier 3,Total Store ISA Pause
17,172,3420,Tier 2,GM Pause
22,165,3422,Tier 1,ISA On in Total Store
46,385,3423,Tier 1,ISA On in Total Store
72,544,3424,Tier 1,ISA On in Total Store
6,63,3425,Tier 1,ISA On in Total Store
46,387,3427,Tier 1,ISA On in Total Store
46,375,3428,Tier 1,ISA On in Total Store
17,228,3429,Tier 2,GM Pause
44,352,3430,Tier 3,Total Store ISA Pause
5,48,3431,Tier 2,GM Pause
5,49,3432,Tier 2,GM Pause
5,49,3433,Tier 2,GM Pause
25,270,3434,Tier 2,GM Pause
25,249,3435,Tier 1,ISA On in Total Store
19,201,3436,Tier 1,ISA On in Total Store
14,15,3439,Tier 2,GM Pause
59,496,3442,Tier 2,GM Pause
17,577,3443,Tier 1,ISA On in Total Store
19,207,3445,Tier 1,ISA On in Total Store
21,219,3447,Tier 2,GM Pause
64,528,3449,Tier 1,ISA On in Total Store
64,528,3450,Tier 2,GM Pause
64,562,3452,Tier 2,GM Pause
19,200,3453,Tier 1,ISA On in Total Store
54,401,3454,Tier 2,GM Pause
56,452,3455,Tier 2,GM Pause
59,500,3456,Tier 2,GM Pause
64,507,3457,Tier 1,ISA On in Total Store
19,200,3458,Tier 3,Total Store ISA Pause
25,278,3459,Tier 2,GM Pause
25,278,3460,Tier 1,ISA On in Total Store
3,16,3461,Tier 1,ISA On in Total Store
2,24,3462,Tier 2,GM Pause
9,114,3463,Tier 2,GM Pause
57,462,3464,Tier 1,ISA On in Total Store
46,369,3465,Tier 1,ISA On in Total Store
2,26,3471,Tier 1,ISA On in Total Store
60,474,3472,Tier 2,GM Pause
57,394,3473,Tier 2,GM Pause
9,115,3474,Tier 1,ISA On in Total Store
22,167,3475,Tier 1,ISA On in Total Store
19,197,3476,Tier 1,ISA On in Total Store
57,465,3477,Tier 2,GM Pause
60,470,3478,Tier 2,GM Pause
72,534,3479,Tier 2,GM Pause
20,311,3480,Tier 3,Total Store ISA Pause
75,282,3481,Tier 2,GM Pause
5,51,3482,Tier 2,GM Pause
13,129,3483,Tier 2,GM Pause
14,14,3484,Tier 2,GM Pause
2,18,3485,Tier 2,GM Pause
21,218,3486,Tier 2,GM Pause
19,206,3487,Tier 2,GM Pause
53,435,3488,Tier 1,ISA On in Total Store
75,281,3489,Tier 2,GM Pause
75,282,3490,Tier 3,Total Store ISA Pause
16,184,3491,Tier 2,GM Pause
44,409,3492,Tier 1,ISA On in Total Store
56,452,3493,Tier 3,Total Store ISA Pause
57,459,3494,Tier 2,GM Pause
12,149,3495,Tier 1,ISA On in Total Store
53,444,3497,Tier 2,GM Pause
52,422,3498,Tier 2,GM Pause
53,442,3499,Tier 2,GM Pause
6,60,3500,Tier 1,ISA On in Total Store
22,233,3501,Tier 2,GM Pause
21,223,3502,Tier 1,ISA On in Total Store
26,308,3503,Tier 1,ISA On in Total Store
59,498,3504,Tier 2,GM Pause
53,441,3505,Tier 2,GM Pause
64,507,3508,Tier 1,ISA On in Total Store
64,562,3509,Tier 1,ISA On in Total Store
6,62,3510,Tier 2,GM Pause
60,474,3511,Tier 2,GM Pause
64,526,3512,Tier 1,ISA On in Total Store
52,423,3513,Tier 1,ISA On in Total Store
17,228,3514,Tier 1,ISA On in Total Store
21,218,3515,Tier 2,GM Pause
57,458,3516,Tier 1,ISA On in Total Store
64,526,3517,Tier 2,GM Pause
46,88,3518,Tier 1,ISA On in Total Store
64,504,3521,Tier 2,GM Pause
57,484,3522,Tier 2,GM Pause
57,448,3523,Tier 2,GM Pause
57,458,3524,Tier 2,GM Pause
60,514,3525,Tier 1,ISA On in Total Store
9,104,3526,Tier 2,GM Pause
9,107,3527,Tier 1,ISA On in Total Store
13,143,3528,Tier 1,ISA On in Total Store
25,249,3529,Tier 1,ISA On in Total Store
64,561,3530,Tier 1,ISA On in Total Store
60,467,3531,Tier 3,Total Store ISA Pause
47,585,3533,Tier 1,ISA On in Total Store
53,425,3534,Tier 1,ISA On in Total Store
16,157,3535,Tier 2,GM Pause
60,467,3537,Tier 3,Total Store ISA Pause
9,92,3538,Tier 2,GM Pause
22,167,3541,Tier 3,Total Store ISA Pause
64,562,3542,Tier 1,ISA On in Total Store
17,163,3545,Tier 2,GM Pause
17,173,3546,Tier 2,GM Pause
17,173,3547,Tier 1,ISA On in Total Store
17,173,3548,Tier 1,ISA On in Total Store
16,184,3549,Tier 2,GM Pause
16,160,3560,Tier 2,GM Pause
16,160,3561,Tier 1,ISA On in Total Store
17,577,3562,Tier 1,ISA On in Total Store
22,168,3563,Tier 1,ISA On in Total Store
22,170,3564,Tier 2,GM Pause
47,380,3566,Tier 3,Total Store ISA Pause
6,80,3567,Tier 2,GM Pause
54,403,3568,Tier 1,ISA On in Total Store
5,83,3569,Tier 2,GM Pause
3,30,3570,Tier 1,ISA On in Total Store
21,221,3571,Tier 1,ISA On in Total Store
6,62,3572,Tier 1,ISA On in Total Store
75,286,3573,Tier 2,GM Pause
64,504,3574,Tier 2,GM Pause
64,562,3579,Tier 1,ISA On in Total Store
21,219,3580,Tier 1,ISA On in Total Store
20,216,3581,Tier 1,ISA On in Total Store
47,391,3582,Tier 1,ISA On in Total Store
17,188,3583,Tier 2,GM Pause
6,64,3584,Tier 1,ISA On in Total Store
6,68,3585,Tier 2,GM Pause
56,455,3587,Tier 2,GM Pause
75,291,3588,Tier 2,GM Pause
54,403,3589,Tier 1,ISA On in Total Store
52,426,3590,Tier 1,ISA On in Total Store
6,68,3591,Tier 3,Total Store ISA Pause
72,492,3593,Tier 1,ISA On in Total Store
64,58,3594,Tier 2,GM Pause
26,310,3595,Tier 1,ISA On in Total Store
46,384,3596,Tier 2,GM Pause
25,270,3597,Tier 2,GM Pause
72,492,3599,Tier 1,ISA On in Total Store
59,500,3600,Tier 2,GM Pause
25,266,3601,Tier 2,GM Pause
25,275,3602,Tier 1,ISA On in Total Store
59,509,3603,Tier 2,GM Pause
61,510,3604,Tier 2,GM Pause
59,509,3605,Tier 1,ISA On in Total Store
72,549,3606,Tier 2,GM Pause
17,195,3607,Tier 1,ISA On in Total Store
20,209,3608,Tier 1,ISA On in Total Store
2,19,3609,Tier 2,GM Pause
2,26,3611,Tier 1,ISA On in Total Store
26,296,3612,Tier 2,GM Pause
59,509,3614,Tier 1,ISA On in Total Store
64,533,3615,Tier 1,ISA On in Total Store
13,128,3616,Tier 1,ISA On in Total Store
72,559,3617,Tier 2,GM Pause
59,498,3619,Tier 2,GM Pause
54,403,3620,Tier 2,GM Pause
2,23,3621,Tier 2,GM Pause
59,509,3622,Tier 2,GM Pause
46,88,3623,Tier 2,GM Pause
52,424,3624,Tier 2,GM Pause
9,109,3625,Tier 3,Total Store ISA Pause
26,308,3626,Tier 2,GM Pause
2,21,3627,Tier 1,ISA On in Total Store
59,497,3628,Tier 1,ISA On in Total Store
72,549,3629,Tier 2,GM Pause
52,415,3630,Tier 2,GM Pause
5,44,3631,Tier 1,ISA On in Total Store
19,205,3632,Tier 1,ISA On in Total Store
22,234,3633,Tier 3,Total Store ISA Pause
22,232,3634,Tier 2,GM Pause
59,498,3635,Tier 1,ISA On in Total Store
64,533,3637,Tier 2,GM Pause
59,497,3638,Tier 1,ISA On in Total Store
75,292,3639,Tier 1,ISA On in Total Store
6,65,3640,Tier 1,ISA On in Total Store
21,223,3641,Tier 2,GM Pause
53,440,3643,Tier 2,GM Pause
75,289,3644,Tier 2,GM Pause
46,73,3645,Tier 2,GM Pause
59,496,3646,Tier 1,ISA On in Total Store
54,427,3648,Tier 2,GM Pause
57,446,3650,Tier 2,GM Pause
56,454,3652,Tier 2,GM Pause
64,58,3653,Tier 1,ISA On in Total Store
72,534,3654,Tier 2,GM Pause
61,397,3655,Tier 2,GM Pause
26,298,3658,Tier 2,GM Pause
2,119,3659,Tier 2,GM Pause
2,120,3660,Tier 2,GM Pause
64,526,3661,Tier 2,GM Pause
29,800,3669,Tier 2,GM Pause
29,800,3670,Tier 2,GM Pause
29,800,3680,Tier 2,GM Pause
29,800,3681,Tier 1,ISA On in Total Store
29,800,3682,Tier 2,GM Pause
29,800,3683,Tier 2,GM Pause
29,800,3687,Tier 1,ISA On in Total Store
29,800,3690,Tier 1,ISA On in Total Store
29,800,3691,Tier 1,ISA On in Total Store
29,800,3692,Tier 2,GM Pause
29,811,3693,Tier 2,GM Pause
29,800,3694,Tier 1,ISA On in Total Store
26,309,3700,Tier 1,ISA On in Total Store
26,302,3701,Tier 2,GM Pause
3,98,3702,Tier 2,GM Pause
64,543,3703,Tier 2,GM Pause
60,467,3705,Tier 2,GM Pause
56,452,3708,Tier 2,GM Pause
2,19,3709,Tier 2,GM Pause
2,20,3710,Tier 1,ISA On in Total Store
56,455,3712,Tier 2,GM Pause
59,496,3713,Tier 1,ISA On in Total Store
29,801,3716,Tier 2,GM Pause
12,153,3717,Tier 2,GM Pause
75,293,3720,Tier 1,ISA On in Total Store
20,215,3722,Tier 1,ISA On in Total Store
72,537,3723,Tier 2,GM Pause
59,497,3724,Tier 1,ISA On in Total Store
25,267,3725,Tier 1,ISA On in Total Store
19,205,3726,Tier 1,ISA On in Total Store
64,541,3727,Tier 2,GM Pause
57,394,3728,Tier 1,ISA On in Total Store
56,392,3729,Tier 2,GM Pause
46,364,3730,Tier 1,ISA On in Total Store
46,385,3731,Tier 2,GM Pause
46,385,3732,Tier 1,ISA On in Total Store
4,42,3733,Tier 1,ISA On in Total Store
54,430,3734,Tier 3,Total Store ISA Pause
64,541,3736,Tier 2,GM Pause
20,227,3738,Tier 2,GM Pause
56,399,3739,Tier 2,GM Pause
61,490,3740,Tier 2,GM Pause
2,19,3741,Tier 1,ISA On in Total Store
60,476,3742,Tier 2,GM Pause
64,542,3743,Tier 2,GM Pause
64,542,3745,Tier 2,GM Pause
64,542,3746,Tier 1,ISA On in Total Store
21,239,3747,Tier 1,ISA On in Total Store
2,26,3748,Tier 2,GM Pause
21,225,3749,Tier 2,GM Pause
3,32,3750,Tier 2,GM Pause
46,373,3751,Tier 2,GM Pause
64,542,3752,Tier 2,GM Pause
60,473,3754,Tier 2,GM Pause
60,471,3757,Tier 2,GM Pause
52,412,3758,Tier 2,GM Pause
52,421,3760,Tier 1,ISA On in Total Store
52,412,3761,Tier 1,ISA On in Total Store
52,413,3762,Tier 2,GM Pause
46,505,3763,Tier 2,GM Pause
5,45,3764,Tier 2,GM Pause
21,223,3765,Tier 1,ISA On in Total Store
75,314,3768,Tier 1,ISA On in Total Store
75,312,3770,Tier 1,ISA On in Total Store
46,371,3771,Tier 1,ISA On in Total Store
20,311,3772,Tier 1,ISA On in Total Store
5,479,3773,Tier 2,GM Pause
22,165,3774,Tier 2,GM Pause
2,23,3775,Tier 3,Total Store ISA Pause
5,56,3777,Tier 1,ISA On in Total Store
54,381,3778,Tier 2,GM Pause
75,281,3780,Tier 2,GM Pause
25,482,3781,Tier 1,ISA On in Total Store
9,91,3782,Tier 2,GM Pause
21,223,3783,Tier 3,Total Store ISA Pause
21,221,3784,Tier 3,Total Store ISA Pause
14,14,3785,Tier 1,ISA On in Total Store
2,25,3786,Tier 2,GM Pause
61,397,3788,Tier 2,GM Pause
54,401,3789,Tier 1,ISA On in Total Store
25,265,3790,Tier 2,GM Pause
19,202,3791,Tier 2,GM Pause
21,219,3792,Tier 2,GM Pause
60,514,3794,Tier 3,Total Store ISA Pause
17,577,3795,Tier 1,ISA On in Total Store
57,462,3796,Tier 1,ISA On in Total Store
46,371,3799,Tier 1,ISA On in Total Store
60,471,3801,Tier 1,ISA On in Total Store
75,284,3802,Tier 2,GM Pause
17,173,3803,Tier 2,GM Pause
75,293,3804,Tier 1,ISA On in Total Store
47,391,3805,Tier 3,Total Store ISA Pause
52,421,3806,Tier 3,Total Store ISA Pause
46,367,3807,Tier 2,GM Pause
19,213,3809,Tier 1,ISA On in Total Store
22,168,3810,Tier 2,GM Pause
21,217,3812,Tier 3,Total Store ISA Pause
72,559,3817,Tier 2,GM Pause
47,433,3823,Tier 2,GM Pause
47,585,3824,Tier 2,GM Pause
26,302,3825,Tier 2,GM Pause
46,71,3826,Tier 1,ISA On in Total Store
6,64,3827,Tier 2,GM Pause
5,46,3828,Tier 2,GM Pause
4,124,3829,Tier 1,ISA On in Total Store
22,178,3830,Tier 2,GM Pause
75,288,3831,Tier 2,GM Pause
46,372,3833,Tier 2,GM Pause
2,119,3835,Tier 2,GM Pause
53,263,3837,Tier 1,ISA On in Total Store
20,227,3838,Tier 2,GM Pause
21,222,3840,Tier 2,GM Pause
17,192,3842,Tier 2,GM Pause
75,285,3843,Tier 1,ISA On in Total Store
61,510,3844,Tier 2,GM Pause
61,510,3845,Tier 2,GM Pause
61,510,3846,Tier 3,Total Store ISA Pause
46,405,3847,Tier 1,ISA On in Total Store
54,401,3848,Tier 2,GM Pause
60,467,3850,Tier 3,Total Store ISA Pause
21,246,3851,Tier 1,ISA On in Total Store
4,124,3852,Tier 2,GM Pause
54,430,3853,Tier 3,Total Store ISA Pause
53,441,3857,Tier 1,ISA On in Total Store
9,108,3858,Tier 2,GM Pause
20,208,3860,Tier 1,ISA On in Total Store
46,373,3861,Tier 2,GM Pause
72,549,3862,Tier 1,ISA On in Total Store
26,302,3864,Tier 2,GM Pause
47,379,3867,Tier 3,Total Store ISA Pause
42,127,3868,Tier 1,ISA On in Total Store
75,287,3869,Tier 1,ISA On in Total Store
64,58,3870,Tier 2,GM Pause
54,430,3872,Tier 2,GM Pause
2,18,3874,Tier 2,GM Pause
54,427,3875,Tier 2,GM Pause
19,200,3876,Tier 1,ISA On in Total Store
3,93,3877,Tier 2,GM Pause
59,502,3880,Tier 1,ISA On in Total Store
60,470,3883,Tier 2,GM Pause
46,367,3884,Tier 1,ISA On in Total Store
59,502,3885,Tier 1,ISA On in Total Store
6,80,3886,Tier 2,GM Pause
9,115,3887,Tier 2,GM Pause
6,86,3888,Tier 2,GM Pause
26,299,3889,Tier 1,ISA On in Total Store
25,269,3891,Tier 1,ISA On in Total Store
25,269,3893,Tier 2,GM Pause
41,259,3894,Tier 2,GM Pause
