Store Number,Invoice Number,Date of Invoice ,   Total Amount   ,Out of Scope,Area of Machine,Memo,Comments
US01718G,INV168084-01255A,2/21/2025,"$1,778.08",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/12/2024 19:00
US00511G,INV168084-01255A,2/21/2025,"$2,398.65",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/13/2024 9:44
US05292G,INV168084-01255A,2/21/2025,$811.93,ACTS OF NATURE,OTHER,"ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake, flood, tornado, etc.).",12/13/2024 8:03
US03335G,INV168084-01255A,2/21/2025,$517.72,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/13/2024 19:52
US05320G,INV168084-01255A,2/21/2025,$747.38,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/9/2024 15:49
US04130G,INV168084-01255A,2/21/2025,$954.81,ACTS OF NATURE,OTHER,"ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake, flood, tornado, etc.).",12/8/2024 14:00
US01837G,INV168084-01255A,2/21/2025,$449.20,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/9/2024 8:58
US04704G,INV168084-01255A,2/21/2025,"$2,793.11",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/10/2024 9:55
US01271G,INV168084-01255A,2/21/2025,$517.58,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/11/2024 12:37
US02071G,INV168084-01255A,2/21/2025,"$2,600.98",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/12/2024 15:02
US00502G,INV168084-01255A,2/21/2025,$388.76,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/3/2024 23:00
US00337G,INV168084-01255A,2/21/2025,"$1,728.09",IMPROPER HANDLING - CASSETTES,BNR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",12/17/2024 14:55
US00194G,INV168084-01255A,2/21/2025,$402.90,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/3/2024 19:31
US01860G,INV168084-01255A,2/21/2025,$394.54,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/7/2024 21:05
US00126G,INV168084-01255A,2/21/2025,$479.04,NON DEVICE RELATED ISSUES,OTHER,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",12/14/2024 16:57
US02592G,INV168084-01255A,2/21/2025,"$2,113.80",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/2/2024 8:33
US00727G,INV168084-01255A,2/21/2025,$515.61,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/2/2024 10:42
US01512G,INV168084-01255A,2/21/2025,$532.42,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/2/2024 12:29
US02886G,INV168084-01255A,2/21/2025,"$1,080.57",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/2/2024 14:58
US01075G,INV168084-01255A,2/21/2025,$766.22,IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/14/2024 14:44
US01395G,INV168084-01255A,2/21/2025,"$1,355.37",FOREIGN OBJECT - COIN,BNR,FOREIGN OBJECT – COIN: The unit failure or damage was due to a coin found in the note recycler.,12/3/2024 11:15
US00641G,INV168084-01255A,2/21/2025,$300.00,SITE DECLINED TROUBLESHOOTING,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/4/2024 8:51
US02065G,INV168084-01255A,2/21/2025,$327.75,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/5/2024 12:06
US05740G,INV168084-01255A,2/21/2025,$975.77,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/3/2024 12:06
US05347G,INV168084-01255A,2/21/2025,$300.00,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/3/2024 16:32
US01342G,INV168084-01255A,2/21/2025,"$2,840.27",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/4/2024 14:24
US00135G,INV168084-01255A,2/21/2025,$300.00,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/4/2024 13:34
US04528G,INV168084-01255A,2/21/2025,$316.00,IMPROPER HANDLING - VAULT,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/4/2024 15:05
US02985G,INV168084-01255A,2/21/2025,$300.00,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/4/2024 11:43
US05492G,INV168084-01255A,2/21/2025,"$3,029.59",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/4/2024 15:53
US03503G,INV168084-01255A,2/21/2025,$321.00,IMPROPER HANDLING - VAULT,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/5/2024 12:47
US00778G,INV168084-01255A,2/21/2025,$425.00,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/4/2024 18:42
US01851G,INV168084-01255A,2/21/2025,$715.78,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/5/2024 12:24
US01697G,INV168084-01255A,2/21/2025,"$1,083.77",SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/5/2024 16:14
US00808G,INV168084-01255A,2/21/2025,$324.75,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/5/2024 6:27
US01962G,INV168084-01255A,2/21/2025,$300.00,IMPROPER HANDLING - TOUCH SCREEN,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/5/2024 9:20
US04201G,INV168084-01255A,2/21/2025,"$1,789.11",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/6/2024 8:54
US00621G,INV168084-01255A,2/21/2025,$300.00,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/6/2024 13:55
US02287G,INV168084-01255A,2/21/2025,"$1,068.48",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/6/2024 15:28
US03133G,INV168084-01255A,2/21/2025,$300.00,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/6/2024 16:38
US03537G,INV168084-01255A,2/21/2025,$467.93,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/7/2024 8:39
US03896G,INV168084-01255A,2/21/2025,$549.27,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/7/2024 13:26
US04366G,INV168084-01255A,2/21/2025,$460.06,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/7/2024 12:47
US02265G,INV168084-01255A,2/21/2025,$425.00,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/8/2024 11:34
US05612G,INV168084-01255A,2/21/2025,$385.31,IMPROPER HANDLING - HOPPERS,BCR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",12/10/2024 15:32
US08155G,INV168084-01255A,2/21/2025,$425.00,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/8/2024 9:08
US01947G,INV168084-01255A,2/21/2025,$694.47,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/8/2024 10:42
US05040G,INV168084-01255A,2/21/2025,$454.75,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/8/2024 14:45
US02914G,INV168084-01255A,2/21/2025,"$2,903.18",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/8/2024 10:34
US00808G,INV168084-01255A,2/21/2025,$324.75,IMPROPER HANDLING - HOPPERS,BCR,COIN AUDIT: Coin Audit,12/9/2024 10:30
US01452G,INV168084-01255A,2/21/2025,$321.75,CUSTOMER FAILED TO CANCEL CALL,BCR,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/9/2024 6:49
US01951G,INV168084-01255A,2/21/2025,$425.00,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/8/2024 21:05
US00623G,INV168084-01255A,2/21/2025,$495.66,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/9/2024 14:39
US03296G,INV168084-01255A,2/21/2025,$324.75,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/10/2024 7:31
US05291G,INV168084-01255A,2/21/2025,$300.00,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/10/2024 13:08
US05330G,INV168084-01255A,2/21/2025,"$2,544.54",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/10/2024 8:53
US03840G,INV168084-01255A,2/21/2025,$320.25,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/10/2024 8:41
US00699G,INV168084-01255A,2/21/2025,$321.00,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/10/2024 10:58
US00674G,INV168084-01255A,2/21/2025,$327.75,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/10/2024 17:17
US01257G,INV168084-01255A,2/21/2025,$324.75,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/11/2024 10:58
US01146G,INV168084-01255A,2/21/2025,$532.23,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/11/2024 7:30
US05494G,INV168084-01255A,2/21/2025,$300.00,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/10/2024 10:16
US08130G,INV168084-01255A,2/21/2025,$300.00,IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/11/2024 8:23
US02094G,INV168084-01255A,2/21/2025,$300.00,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/11/2024 13:21
US00927G,INV168084-01255A,2/21/2025,$523.63,IMPROPER HANDLING - SHUTTER,BNR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",12/11/2024 14:28
#N/A,INV168084-01255A,2/21/2025,$324.75,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,12/11/2024 14:15
US02814G,INV168084-01255A,2/21/2025,"$1,877.57",IMPROPER HANDLING - OTHER,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/11/2024 16:46
US01853G,INV168084-01255A,2/21/2025,"$1,919.04",IMPROPER HANDLING - VAULT,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/11/2024 13:56
US00212G,INV168084-01255A,2/21/2025,$300.00,CUSTOMER FAILED TO CANCEL CALL,BCR,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/11/2024 15:36
US03465G,INV168084-01255A,2/21/2025,$300.00,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/12/2024 12:07
US04451G,INV168084-01255A,2/21/2025,$425.00,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/11/2024 18:23
US04436G,INV168084-01255A,2/21/2025,$816.70,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/12/2024 6:59
